TIMESTAMP,FOTTIE_OPEN_PRICE_USD,FOTTIE_HIGH_PRICE_USD,FOTTIE_LOW_PRICE_USD,FOTTIE_CLOSE_PRICE_USD,FOTTIE_VOLUME_USD,FOTTIE_DIVIDENDS_USD,FOTTIE_STOCK_SPLITS_USD
2024-03-15 00:00:00+00:00,7.999999979801942e-06,1.2000000424450263e-05,6.000000212225132e-06,9.000000318337698e-06,1153108,0.0,0.0
2024-03-16 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,4.999999873689376e-06,6.000000212225132e-06,631083,0.0,0.0
2024-03-17 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.000000106112566e-06,4.999999873689376e-06,705353,0.0,0.0
2024-03-18 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,430718,0.0,0.0
2024-03-19 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,212883,0.0,0.0
2024-03-20 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,4.999999873689376e-06,295285,0.0,0.0
2024-03-21 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,432659,0.0,0.0
2024-03-22 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,236323,0.0,0.0
2024-03-23 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,194077,0.0,0.0
2024-03-24 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,142845,0.0,0.0
2024-03-25 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,119178,0.0,0.0
2024-03-26 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,201619,0.0,0.0
2024-03-27 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,89053,0.0,0.0
2024-03-28 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,102695,0.0,0.0
2024-03-29 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,25992,0.0,0.0
2024-03-30 00:00:00+00:00,3.000000106112566e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,190307,0.0,0.0
2024-03-31 00:00:00+00:00,3.999999989900971e-06,7.999999979801942e-06,3.999999989900971e-06,6.000000212225132e-06,429514,0.0,0.0
2024-04-01 00:00:00+00:00,6.000000212225132e-06,1.700000029813964e-05,4.999999873689376e-06,1.2999999853491317e-05,896915,0.0,0.0
2024-04-02 00:00:00+00:00,1.2999999853491317e-05,1.700000029813964e-05,6.000000212225132e-06,9.999999747378752e-06,1801485,0.0,0.0
2024-04-03 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,7.000000096013537e-06,7.999999979801942e-06,609111,0.0,0.0
2024-04-04 00:00:00+00:00,7.999999979801942e-06,1.2000000424450263e-05,7.000000096013537e-06,7.999999979801942e-06,473268,0.0,0.0
2024-04-05 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,211806,0.0,0.0
2024-04-06 00:00:00+00:00,7.000000096013537e-06,1.1000000085914508e-05,6.000000212225132e-06,9.999999747378752e-06,421170,0.0,0.0
2024-04-07 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.000000096013537e-06,7.999999979801942e-06,298769,0.0,0.0
2024-04-08 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,7.000000096013537e-06,9.000000318337698e-06,192147,0.0,0.0
2024-04-09 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,6.000000212225132e-06,7.000000096013537e-06,327436,0.0,0.0
2024-04-10 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,209005,0.0,0.0
2024-04-11 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,156993,0.0,0.0
2024-04-12 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,84147,0.0,0.0
2024-04-13 00:00:00+00:00,4.999999873689376e-06,7.999999979801942e-06,4.999999873689376e-06,7.000000096013537e-06,218657,0.0,0.0
2024-04-14 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,145321,0.0,0.0
2024-04-15 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,156165,0.0,0.0
2024-04-16 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,6.000000212225132e-06,152118,0.0,0.0
2024-04-17 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,3.000000106112566e-06,4.999999873689376e-06,296528,0.0,0.0
2024-04-18 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,73728,0.0,0.0
2024-04-19 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,6.000000212225132e-06,82191,0.0,0.0
2024-04-20 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,7.000000096013537e-06,112230,0.0,0.0
2024-04-21 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,111630,0.0,0.0
2024-04-22 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,124199,0.0,0.0
2024-04-23 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,133320,0.0,0.0
2024-04-24 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,230459,0.0,0.0
2024-04-25 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,93413,0.0,0.0
2024-04-26 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,101021,0.0,0.0
2024-04-27 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,51903,0.0,0.0
2024-04-28 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,63360,0.0,0.0
2024-04-29 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,53981,0.0,0.0
2024-04-30 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,61134,0.0,0.0
2024-05-01 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,86866,0.0,0.0
2024-05-02 00:00:00+00:00,3.000000106112566e-06,6.000000212225132e-06,3.000000106112566e-06,4.999999873689376e-06,219032,0.0,0.0
2024-05-03 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,95657,0.0,0.0
2024-05-04 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,25301,0.0,0.0
2024-05-05 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,23927,0.0,0.0
2024-05-06 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,74117,0.0,0.0
2024-05-07 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,47560,0.0,0.0
2024-05-08 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,25713,0.0,0.0
2024-05-09 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,33946,0.0,0.0
2024-05-10 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,32042,0.0,0.0
2024-05-11 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,14820,0.0,0.0
2024-05-12 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,32235,0.0,0.0
2024-05-13 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,76426,0.0,0.0
2024-05-14 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,31646,0.0,0.0
2024-05-15 00:00:00+00:00,3.000000106112566e-06,6.000000212225132e-06,3.000000106112566e-06,3.000000106112566e-06,251008,0.0,0.0
2024-05-16 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,36267,0.0,0.0
2024-05-17 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,55657,0.0,0.0
2024-05-18 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,15816,0.0,0.0
2024-05-19 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,22627,0.0,0.0
2024-05-20 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,83483,0.0,0.0
2024-05-21 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,75873,0.0,0.0
2024-05-22 00:00:00+00:00,3.000000106112566e-06,6.000000212225132e-06,3.000000106112566e-06,3.000000106112566e-06,298383,0.0,0.0
2024-05-23 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,287096,0.0,0.0
2024-05-24 00:00:00+00:00,3.999999989900971e-06,7.999999979801942e-06,3.000000106112566e-06,6.000000212225132e-06,591556,0.0,0.0
2024-05-25 00:00:00+00:00,6.000000212225132e-06,1.4000000192027073e-05,4.999999873689376e-06,9.999999747378752e-06,1654805,0.0,0.0
2024-05-26 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,7.000000096013537e-06,7.000000096013537e-06,638006,0.0,0.0
2024-05-27 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,4.999999873689376e-06,6.000000212225132e-06,467192,0.0,0.0
2024-05-28 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,7.000000096013537e-06,273999,0.0,0.0
2024-05-29 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,3.999999989900971e-06,4.999999873689376e-06,395526,0.0,0.0
2024-05-30 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,148306,0.0,0.0
2024-05-31 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,203488,0.0,0.0
2024-06-01 00:00:00+00:00,3.999999989900971e-06,7.000000096013537e-06,3.999999989900971e-06,6.000000212225132e-06,347366,0.0,0.0
2024-06-02 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,7.000000096013537e-06,168278,0.0,0.0
2024-06-03 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,110851,0.0,0.0
2024-06-04 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,78342,0.0,0.0
2024-06-05 00:00:00+00:00,4.999999873689376e-06,9.000000318337698e-06,4.999999873689376e-06,6.000000212225132e-06,333910,0.0,0.0
2024-06-06 00:00:00+00:00,6.000000212225132e-06,9.999999747378752e-06,6.000000212225132e-06,7.999999979801942e-06,258305,0.0,0.0
2024-06-07 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,105280,0.0,0.0
2024-06-08 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,124408,0.0,0.0
2024-06-09 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,71727,0.0,0.0
2024-06-10 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,7.000000096013537e-06,119044,0.0,0.0
2024-06-11 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,4.999999873689376e-06,6.000000212225132e-06,246363,0.0,0.0
2024-06-12 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,242456,0.0,0.0
2024-06-13 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,135840,0.0,0.0
2024-06-14 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,32871,0.0,0.0
2024-06-15 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,157599,0.0,0.0
2024-06-16 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,7.000000096013537e-06,7.999999979801942e-06,270328,0.0,0.0
2024-06-17 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,7.000000096013537e-06,137544,0.0,0.0
2024-06-18 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,303652,0.0,0.0
2024-06-19 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,210626,0.0,0.0
2024-06-20 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,130932,0.0,0.0
2024-06-21 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,125015,0.0,0.0
2024-06-22 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,64295,0.0,0.0
2024-06-23 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,49034,0.0,0.0
2024-06-24 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,68845,0.0,0.0
2024-06-25 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,54232,0.0,0.0
2024-06-26 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,59217,0.0,0.0
