,ETH
BTC,0.7885041420952328
ETC,0.7654224133159321
XRP,0.7571618948222597
QTUM,0.7467691048325541
GNO,0.7223306474112875
BTS,0.6898289301234154
LSK,0.6793806506168399
XEM,0.6754767293767402
SC,0.6746390021844999
DGB,0.6686501764394526
FIRO,0.6497877595312512
DCR,0.6347792479969184
DOGE,0.6310772895662801
KMD,0.617772410509748
STEEM,0.6142802228265586
MONA,0.6082704187513184
ARK,0.5943056797935586
ZEN,0.5915336110150614
RLC,0.588650840533972
ANT,0.5824570960458226
SYS,0.5525059841498856
MAID,0.5322771940825104
VERI,0.4252995915238218
XWC,0.304993396851227
CON,0.2352712569448265
USDT,0.0250267285857868
