,ETH
BTC,0.7893812283124396
ETC,0.7657209499193192
XRP,0.7551571865099728
QTUM,0.7524598341298919
GNO,0.7219686157197928
BTS,0.6915640429217839
LSK,0.679048765680356
SC,0.6778775849385403
XEM,0.6773368820528067
DGB,0.668863971934325
FIRO,0.6433732403963208
DOGE,0.6330350545172668
DCR,0.6328317940658352
STEEM,0.6153772453460087
KMD,0.6149948882576917
MONA,0.6113259305478295
ARK,0.5926408545633715
ZEN,0.5919733502465533
RLC,0.5884799008124939
ANT,0.5829312476269662
SYS,0.551847822293788
MAID,0.5342840321286483
VERI,0.4242684446785712
XWC,0.3065578260889484
CON,0.2382770240251085
USDT,0.0169877207498126
