,ETH
BTC,0.7413809141788136
ETC,0.6646229707826432
XRP,0.6485634166106691
GNO,0.6320864564573393
QTUM,0.6214644099922099
BTS,0.5982568801644829
SC,0.5747510459041908
DGB,0.5669236091057529
DOGE,0.5323064824691686
XEM,0.5246761064684319
DCR,0.5212639624785728
LSK,0.5087763050604687
ZEN,0.5009256318702282
MONA,0.4998971291975222
FIRO,0.4905860047795969
ANT,0.4646154353134074
MAID,0.4529990454812327
STEEM,0.441954844849397
KMD,0.4410372576994811
RLC,0.4373235988660941
ARK,0.4122380587199039
VERI,0.390464758565707
SYS,0.3894579215950211
XWC,0.28896865059716
CON,0.1976783318749538
USDT,0.1168324268330016
