,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.0015222125027993,0.0388362878446954,0.031000352329054303,0.18279417500838524,51302.7286576881,225.46041465661395,179.9696314028939,0.3447450549144304,0.9711461506606742
1,0.003011343857336633,0.0548549337382552,0.04271000385946366,0.43563087449898835,101490.56060439751,318.4552004022155,247.94894500940123,0.32499981475573364,0.9603237889639837
2,0.0035020607804615664,0.05913294611405823,0.053212072333986594,0.06438189140011653,118029.10614950529,343.2908565687449,308.91778239925924,0.14463735353229748,0.8110493518532133
3,0.0149957927300493,0.12242381348305147,0.09318450912416447,0.27786445128159987,505399.39602756983,710.7200192514728,540.973978431416,0.20914350347232422,0.9580969148903292
4,0.0011616840404140333,0.03407667718558843,0.027381161793637063,0.06317809600128567,39151.942618941655,197.82896851950122,158.95877367239572,0.08148009347434007,0.995421203418422
5,0.0017821159506038332,0.042214076935620404,0.03542638367258633,0.045375305125248004,74079.87712385703,272.16949360370717,228.40677568750925,0.22717705570311295,0.9721647383179509
6,0.0021712522864619,0.04659165899185503,0.03864794857058016,3.897244157281417,161995.1527688507,402.44268709345164,333.8276552932863,0.20740557123990322,0.9604910302972489
7,0.0017176568344372332,0.0414290740726506,0.03572677970771556,0.1043422493121083,244599.0993437774,494.3840521582916,426.3370716437201,0.9670479160340185,0.9053343045356091
8,0.003692517422644134,0.06076581495550937,0.048754117170851964,0.08746080727119333,525824.7066157623,725.1344600759226,581.7957081010877,0.8464808268591263,0.7670769392770579
9,0.0026457456446321004,0.051432956354240666,0.04362632369545027,0.08099256670769116,376761.5130655261,613.7630076948841,520.6044051622869,0.5035922247482675,0.920134971007245
10,0.0010927450121297332,0.0323263059695034,0.025737394128479463,0.04030265259747203,155609.91345821414,385.75831209137596,307.1310978996278,0.39905634500964865,0.8693612269600894
11,0.002101182118654933,0.045828260667528174,0.035135019998913296,0.09634061363339674,336140.3163424122,579.6446458488771,444.39447672467,0.7455327913446658,0.8265320299028808
Mean,0.0032830257650520583,0.05249273385937969,0.042545172198740266,0.44799232000990846,224198.6927313752,439.08767649708824,356.60552511896293,0.41677487925732243,0.9097610541737254
