TIMESTAMP,BOBY_OPEN_PRICE_USD,BOBY_HIGH_PRICE_USD,BOBY_LOW_PRICE_USD,BOBY_CLOSE_PRICE_USD,BOBY_VOLUME_USD,BOBY_DIVIDENDS_USD,BOBY_STOCK_SPLITS_USD
2025-03-13 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-03-15 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-03-16 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-03-17 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-03-19 00:00:00+00:00,3.199999991920777e-05,3.5000000934815034e-05,3.199999991920777e-05,3.5000000934815034e-05,0,0.0,0.0
2025-03-20 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-21 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.300000025774352e-05,3.300000025774352e-05,29,0.0,0.0
2025-03-22 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.300000025774352e-05,3.400000059627928e-05,13,0.0,0.0
2025-03-23 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-24 00:00:00+00:00,3.400000059627928e-05,3.7999998312443495e-05,3.400000059627928e-05,3.7999998312443495e-05,0,0.0,0.0
2025-03-25 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-03-26 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-03-27 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-03-28 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-03-29 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-03-30 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-31 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.400000059627928e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-01 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-02 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-03 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-04-04 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-04-05 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.300000025774352e-05,3.400000059627928e-05,0,0.0,0.0
2025-04-06 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,2.8000000384054147e-05,3.099999958067201e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,3.099999958067201e-05,3.400000059627928e-05,3.099999958067201e-05,3.400000059627928e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,3.199999991920777e-05,3.5000000934815034e-05,3.199999991920777e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-13 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-18 00:00:00+00:00,3.5000000934815034e-05,3.899999865097925e-05,3.5000000934815034e-05,3.899999865097925e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.899999865097925e-05,4.099999932805076e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,4.099999932805076e-05,4.199999966658652e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,4.199999966658652e-05,5.0999999075429514e-05,4.199999966658652e-05,5.0999999075429514e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,5.0999999075429514e-05,5.700000110664405e-05,5.0999999075429514e-05,5.700000110664405e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,5.700000110664405e-05,5.8000001445179805e-05,5.500000042957254e-05,5.8000001445179805e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,5.8000001445179805e-05,6.199999916134402e-05,5.8000001445179805e-05,6.0999998822808266e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,6.0999998822808266e-05,6.199999916134402e-05,6.0999998822808266e-05,6.0999998822808266e-05,0,0.0,0.0
2025-04-27 00:00:00+00:00,6.0999998822808266e-05,6.299999949987978e-05,6.0999998822808266e-05,6.299999949987978e-05,202,0.0,0.0
2025-04-28 00:00:00+00:00,6.299999949987978e-05,6.600000051548705e-05,6.299999949987978e-05,6.299999949987978e-05,0,0.0,0.0
2025-04-29 00:00:00+00:00,6.299999949987978e-05,6.900000153109431e-05,6.299999949987978e-05,6.900000153109431e-05,0,0.0,0.0
