TIMESTAMP,WIBE_OPEN_PRICE_USD,WIBE_HIGH_PRICE_USD,WIBE_LOW_PRICE_USD,WIBE_CLOSE_PRICE_USD,WIBE_VOLUME_USD,WIBE_DIVIDENDS_USD,WIBE_STOCK_SPLITS_USD
2024-10-01 00:00:00+00:00,1.0622570514678955,1.0754120349884033,1.0622570514678955,1.0754120349884033,58832,0.0,0.0
2024-10-02 00:00:00+00:00,1.0754120349884033,1.1252150535583496,1.0740840435028076,1.1252150535583496,61785,0.0,0.0
2024-10-03 00:00:00+00:00,1.1252150535583496,1.1666330099105835,1.1249849796295166,1.1666330099105835,58919,0.0,0.0
2024-10-04 00:00:00+00:00,1.1666330099105835,1.324970006942749,1.1666330099105835,1.3249260187149048,53889,0.0,0.0
2024-10-05 00:00:00+00:00,1.3249260187149048,1.3594239950180054,1.0145930051803589,1.0152039527893066,56178,0.0,0.0
2024-10-06 00:00:00+00:00,1.0152039527893066,1.2139819860458374,0.9948909878730774,1.1585910320281982,684626,0.0,0.0
2024-10-07 00:00:00+00:00,1.1585910320281982,1.2221859693527222,0.8726530075073242,1.1504369974136353,746504,0.0,0.0
2024-10-08 00:00:00+00:00,1.1504369974136353,1.1667159795761108,0.8725020289421082,1.1558079719543457,2617820,0.0,0.0
2024-10-09 00:00:00+00:00,1.1558079719543457,1.1670490503311157,1.1361809968948364,1.1525169610977173,2701595,0.0,0.0
2024-10-10 00:00:00+00:00,1.1525169610977173,1.1664949655532837,1.1409879922866821,1.1578329801559448,2730117,0.0,0.0
2024-10-11 00:00:00+00:00,1.1578329801559448,1.1683189868927002,1.1394599676132202,1.1553590297698975,2929661,0.0,0.0
2024-10-12 00:00:00+00:00,1.1553590297698975,1.1689939498901367,1.1361149549484253,1.159006953239441,3077569,0.0,0.0
2024-10-13 00:00:00+00:00,1.159006953239441,1.1682020425796509,1.1409339904785156,1.1604069471359253,3157567,0.0,0.0
2024-10-14 00:00:00+00:00,1.1604069471359253,1.167641043663025,1.1393510103225708,1.1520910263061523,3267692,0.0,0.0
2024-10-15 00:00:00+00:00,1.1520910263061523,1.1673070192337036,1.139747977256775,1.1570240259170532,3277696,0.0,0.0
2024-10-16 00:00:00+00:00,1.1570240259170532,1.166337013244629,1.1390600204467773,1.1484370231628418,3493709,0.0,0.0
2024-10-17 00:00:00+00:00,1.1484370231628418,1.167862057685852,1.1356680393218994,1.163862943649292,3476924,0.0,0.0
2024-10-18 00:00:00+00:00,1.163862943649292,1.170477032661438,1.1387289762496948,1.151587963104248,3378132,0.0,0.0
2024-10-19 00:00:00+00:00,1.151587963104248,1.1715539693832397,1.1384190320968628,1.1450920104980469,3271343,0.0,0.0
2024-10-20 00:00:00+00:00,1.1450920104980469,1.1702589988708496,1.138815999031067,1.1604470014572144,3471342,0.0,0.0
2024-10-21 00:00:00+00:00,1.1604470014572144,1.1698399782180786,1.1354169845581055,1.149129033088684,3159024,0.0,0.0
2024-10-22 00:00:00+00:00,1.149129033088684,1.1697670221328735,1.1378519535064697,1.1637099981307983,2709875,0.0,0.0
2024-10-23 00:00:00+00:00,1.1637099981307983,1.1686429977416992,1.138551950454712,1.1487029790878296,3022732,0.0,0.0
