TIMESTAMP,BTCPAY_OPEN_PRICE_USD,BTCPAY_HIGH_PRICE_USD,BTCPAY_LOW_PRICE_USD,BTCPAY_CLOSE_PRICE_USD,BTCPAY_VOLUME_USD,BTCPAY_DIVIDENDS_USD,BTCPAY_STOCK_SPLITS_USD
2022-08-26 00:00:00+00:00,46.61482620239258,53.09634780883789,38.71610641479492,38.76577377319336,206599,0.0,0.0
2022-08-27 00:00:00+00:00,38.76709747314453,47.957740783691406,35.84221267700195,36.34855270385742,2190808,0.0,0.0
2022-08-28 00:00:00+00:00,36.348270416259766,52.28315734863281,34.66803741455078,39.79030227661133,2683126,0.0,0.0
2022-08-29 00:00:00+00:00,39.789878845214844,48.685264587402344,38.36081314086914,41.2139778137207,2209388,0.0,0.0
2022-08-30 00:00:00+00:00,41.21411895751953,46.56371307373047,38.803993225097656,39.369327545166016,2679490,0.0,0.0
2022-08-31 00:00:00+00:00,39.37092590332031,41.41937255859375,30.84333038330078,31.5449161529541,2714275,0.0,0.0
2022-09-01 00:00:00+00:00,31.544902801513672,34.65510940551758,28.96795082092285,31.878080368041992,2089337,0.0,0.0
2022-09-02 00:00:00+00:00,31.877574920654297,32.209354400634766,29.505964279174805,31.16925048828125,3115735,0.0,0.0
2022-09-03 00:00:00+00:00,31.169153213500977,37.56890869140625,30.614707946777344,32.353275299072266,1600344,0.0,0.0
2022-09-04 00:00:00+00:00,32.35342788696289,37.69321823120117,32.31768035888672,34.91586685180664,2688803,0.0,0.0
2022-09-05 00:00:00+00:00,34.916107177734375,40.42631149291992,32.450321197509766,38.15775680541992,7682822,0.0,0.0
2022-09-06 00:00:00+00:00,38.15733337402344,44.50336456298828,35.87738800048828,38.088470458984375,2614168,0.0,0.0
2022-09-07 00:00:00+00:00,38.08706283569336,42.832489013671875,36.87851333618164,38.321102142333984,3161510,0.0,0.0
2022-09-08 00:00:00+00:00,38.32038879394531,38.398826599121094,36.03951644897461,36.67763900756836,7170257,0.0,0.0
2022-09-09 00:00:00+00:00,36.677894592285156,38.476871490478516,36.67195510864258,38.42162322998047,322849,0.0,0.0
2022-09-10 00:00:00+00:00,38.42234420776367,47.22960662841797,38.37052917480469,46.402095794677734,327281,0.0,0.0
2022-09-11 00:00:00+00:00,46.399757385253906,46.85752487182617,29.595491409301758,30.633098602294922,370484,0.0,0.0
2022-09-12 00:00:00+00:00,30.633588790893555,30.9036922454834,25.670625686645508,26.110218048095703,130733,0.0,0.0
2022-09-13 00:00:00+00:00,26.10842514038086,26.763383865356445,17.49772834777832,21.723590850830078,155604,0.0,0.0
2022-09-14 00:00:00+00:00,21.719919204711914,24.790847778320312,16.062597274780273,19.168792724609375,108927,0.0,0.0
2022-09-15 00:00:00+00:00,19.167959213256836,19.627737045288086,15.547213554382324,17.092424392700195,133646,0.0,0.0
2022-09-16 00:00:00+00:00,17.099050521850586,21.062255859375,16.481891632080078,20.04702377319336,117716,0.0,0.0
2022-09-17 00:00:00+00:00,20.043184280395508,21.836223602294922,17.300495147705078,20.09989356994629,66407,0.0,0.0
2022-09-18 00:00:00+00:00,20.100290298461914,33.22252655029297,18.268186569213867,32.17153549194336,219208,0.0,0.0
2022-09-19 00:00:00+00:00,32.19044494628906,34.934059143066406,16.459535598754883,16.974300384521484,214877,0.0,0.0
2022-09-20 00:00:00+00:00,16.975305557250977,18.0704345703125,14.952718734741211,15.305235862731934,77534,0.0,0.0
2022-09-21 00:00:00+00:00,15.301236152648926,18.31203842163086,14.57257080078125,16.343772888183594,95187,0.0,0.0
