TIMESTAMP,SLEX_OPEN_PRICE_USD,SLEX_HIGH_PRICE_USD,SLEX_LOW_PRICE_USD,SLEX_CLOSE_PRICE_USD,SLEX_VOLUME_USD,SLEX_DIVIDENDS_USD,SLEX_STOCK_SPLITS_USD
2024-04-10 00:00:00+00:00,2.155726909637451,3.6806399822235107,2.107253074645996,3.6720080375671387,0,0.0,0.0
2024-04-11 00:00:00+00:00,3.6720080375671387,4.057939052581787,3.6420719623565674,4.051194190979004,0,0.0,0.0
2024-04-12 00:00:00+00:00,4.051194190979004,5.008543014526367,4.04748010635376,4.904483795166016,0,0.0,0.0
2024-04-13 00:00:00+00:00,4.906012058258057,5.0139241218566895,4.90040922164917,5.004547119140625,0,0.0,0.0
2024-04-14 00:00:00+00:00,5.004547119140625,5.103525161743164,4.9994330406188965,5.103525161743164,0,0.0,0.0
2024-04-15 00:00:00+00:00,2.461215019226074,5.6773481369018555,2.461215019226074,5.092019081115723,1746136,0.0,0.0
2024-04-16 00:00:00+00:00,5.094673156738281,5.203929901123047,5.031531810760498,5.20303201675415,1746712,0.0,0.0
2024-04-17 00:00:00+00:00,5.20107889175415,5.271659851074219,5.1211137771606445,5.260018825531006,1746521,0.0,0.0
2024-04-18 00:00:00+00:00,5.243220806121826,5.300039768218994,5.210540771484375,5.299296855926514,1775490,0.0,0.0
2024-04-19 00:00:00+00:00,5.304104804992676,5.410170078277588,5.246440887451172,5.382587909698486,1797921,0.0,0.0
2024-04-20 00:00:00+00:00,5.382587909698486,5.422731876373291,5.344811916351318,5.410013198852539,1830600,0.0,0.0
2024-04-21 00:00:00+00:00,5.417115211486816,5.422023773193359,5.348204135894775,5.387711048126221,1861684,0.0,0.0
2024-04-22 00:00:00+00:00,5.387711048126221,5.405820846557617,5.174210071563721,5.174210071563721,1844646,0.0,0.0
2024-04-23 00:00:00+00:00,5.174210071563721,5.485509872436523,5.174210071563721,5.485509872436523,1905160,0.0,0.0
2024-04-24 00:00:00+00:00,5.485509872436523,5.485509872436523,5.485509872436523,5.485509872436523,1918563,0.0,0.0
2024-04-25 00:00:00+00:00,5.485509872436523,5.497269153594971,5.485509872436523,5.4961838722229,1880312,0.0,0.0
2024-04-26 00:00:00+00:00,5.4961838722229,5.4961838722229,5.490847110748291,5.490847110748291,1910694,0.0,0.0
2024-04-27 00:00:00+00:00,5.490847110748291,5.490847110748291,5.490847110748291,5.490847110748291,1881724,0.0,0.0
2024-04-28 00:00:00+00:00,5.490847110748291,5.490847110748291,5.490847110748291,5.490847110748291,1901134,0.0,0.0
2024-04-29 00:00:00+00:00,5.490847110748291,5.490847110748291,5.490847110748291,5.490847110748291,1839471,0.0,0.0
