TIMESTAMP,FORM23635_OPEN_PRICE_USD,FORM23635_HIGH_PRICE_USD,FORM23635_LOW_PRICE_USD,FORM23635_CLOSE_PRICE_USD,FORM23635_VOLUME_USD,FORM23635_DIVIDENDS_USD,FORM23635_STOCK_SPLITS_USD
2025-03-14 00:00:00+00:00,0.8318380117416382,1.0738860368728638,0.8075500130653381,0.9971349835395813,203511385,0.0,0.0
2025-03-15 00:00:00+00:00,0.9971349835395813,1.1395939588546753,0.960096001625061,1.1134769916534424,119442884,0.0,0.0
2025-03-16 00:00:00+00:00,1.1134660243988037,1.5363680124282837,1.1004539728164673,1.4274230003356934,257692794,0.0,0.0
2025-03-17 00:00:00+00:00,1.4274230003356934,1.977952003479004,1.390815019607544,1.9383209943771362,524470324,0.0,0.0
2025-03-18 00:00:00+00:00,1.938325047492981,2.087209939956665,1.655068039894104,1.7636020183563232,286814651,0.0,0.0
2025-03-19 00:00:00+00:00,1.7636020183563232,1.8407599925994873,1.5088930130004883,1.7447110414505005,49248874,0.0,0.0
2025-03-20 00:00:00+00:00,1.7447110414505005,1.9880340099334717,1.6563060283660889,1.8745449781417847,74411263,0.0,0.0
2025-03-21 00:00:00+00:00,1.8745449781417847,1.940561056137085,1.6815309524536133,1.8288849592208862,63434781,0.0,0.0
2025-03-22 00:00:00+00:00,1.8288849592208862,1.8978790044784546,1.807692050933838,1.8600339889526367,32444637,0.0,0.0
2025-03-23 00:00:00+00:00,1.8600339889526367,2.1316659450531006,1.7241909503936768,2.0228769779205322,90171409,0.0,0.0
2025-03-24 00:00:00+00:00,2.0228769779205322,2.6204919815063477,1.8890539407730103,2.443701982498169,128744190,0.0,0.0
2025-03-25 00:00:00+00:00,2.443701982498169,2.5561649799346924,2.3493471145629883,2.384848117828369,85161091,0.0,0.0
2025-03-26 00:00:00+00:00,2.384848117828369,2.405956983566284,2.2291159629821777,2.2804839611053467,47493715,0.0,0.0
2025-03-27 00:00:00+00:00,2.2804839611053467,2.5011279582977295,2.2537729740142822,2.441329002380371,61395495,0.0,0.0
