TIMESTAMP,XDB_OPEN_PRICE_USD,XDB_HIGH_PRICE_USD,XDB_LOW_PRICE_USD,XDB_CLOSE_PRICE_USD,XDB_VOLUME_USD,XDB_DIVIDENDS_USD,XDB_STOCK_SPLITS_USD
2019-09-13 00:00:00+00:00,0.015310999937355518,0.015483000315725803,0.015046999789774418,0.015220999717712402,84200,0.0,0.0
2019-09-14 00:00:00+00:00,0.015232999809086323,0.016023000702261925,0.015122000128030777,0.015740999951958656,69985,0.0,0.0
2019-09-15 00:00:00+00:00,0.01574699953198433,0.016215000301599503,0.015545999631285667,0.0157919991761446,77620,0.0,0.0
2019-09-16 00:00:00+00:00,0.015796000137925148,0.016827000305056572,0.01565999910235405,0.016467999666929245,73965,0.0,0.0
2019-09-17 00:00:00+00:00,0.016651999205350876,0.029371000826358795,0.016005000099539757,0.01743300072848797,78840,0.0,0.0
2019-09-18 00:00:00+00:00,0.01738799922168255,0.01809599995613098,0.017185000702738762,0.017469000071287155,88156,0.0,0.0
2019-09-19 00:00:00+00:00,0.017474999651312828,0.018376000225543976,0.016535000875592232,0.018163999542593956,71187,0.0,0.0
2019-09-20 00:00:00+00:00,0.018112000077962875,0.01811400055885315,0.017048999667167664,0.017256999388337135,65175,0.0,0.0
2019-09-21 00:00:00+00:00,0.01735600084066391,0.01759899966418743,0.017020000144839287,0.01725500077009201,66541,0.0,0.0
2019-09-22 00:00:00+00:00,0.01730700023472309,0.01730700023472309,0.016620999202132225,0.01705400086939335,55322,0.0,0.0
2019-09-23 00:00:00+00:00,0.01706100068986416,0.01706100068986416,0.016284000128507614,0.016290999948978424,33606,0.0,0.0
2019-09-24 00:00:00+00:00,0.016289999708533287,0.016596000641584396,0.013136000372469425,0.013534000143408775,28903,0.0,0.0
2019-09-25 00:00:00+00:00,0.013635000213980675,0.014659999869763851,0.012912999838590622,0.014015000313520432,42896,0.0,0.0
2019-09-26 00:00:00+00:00,0.01401199959218502,0.01445200014859438,0.012494999915361404,0.013158000074326992,45251,0.0,0.0
2019-09-27 00:00:00+00:00,0.013879000209271908,0.014825999736785889,0.012923999689519405,0.01384699996560812,59362,0.0,0.0
2019-09-28 00:00:00+00:00,0.014223000034689903,0.014794000424444675,0.013461999595165253,0.013767999596893787,62772,0.0,0.0
2019-09-29 00:00:00+00:00,0.013766000047326088,0.014627999626100063,0.013112000189721584,0.01322800014168024,65626,0.0,0.0
2019-09-30 00:00:00+00:00,0.01322800014168024,0.01423299964517355,0.012356000021100044,0.013054000213742256,53086,0.0,0.0
2019-10-01 00:00:00+00:00,0.012586000375449657,0.014546000398695469,0.011893000453710556,0.012676999904215336,55715,0.0,0.0
2019-10-02 00:00:00+00:00,0.012676999904215336,0.013314000330865383,0.011661999858915806,0.012688999995589256,70416,0.0,0.0
2019-10-03 00:00:00+00:00,0.012688999995589256,0.012733000330626965,0.010869000107049942,0.011278999969363213,39183,0.0,0.0
2019-10-04 00:00:00+00:00,0.01140700001269579,0.012405999936163425,0.010974000208079815,0.01130599994212389,32716,0.0,0.0
2019-10-05 00:00:00+00:00,0.01130599994212389,0.012233000248670578,0.010893999598920345,0.011107999831438065,47699,0.0,0.0
2019-10-06 00:00:00+00:00,0.011103999800980091,0.012174000032246113,0.010723000392317772,0.011257999576628208,43712,0.0,0.0
2019-10-07 00:00:00+00:00,0.010848999954760075,0.012748000212013721,0.010722000151872635,0.012236000038683414,46053,0.0,0.0
2019-10-08 00:00:00+00:00,0.012237000279128551,0.012833000160753727,0.011045999825000763,0.011234000325202942,56814,0.0,0.0
2019-10-09 00:00:00+00:00,0.011234000325202942,0.013275000266730785,0.011095999740064144,0.012562000192701817,49823,0.0,0.0
2019-10-10 00:00:00+00:00,0.012548999860882759,0.013101000338792801,0.01143999956548214,0.012012000195682049,55510,0.0,0.0
2019-10-11 00:00:00+00:00,0.012040999718010426,0.013212000019848347,0.011524000205099583,0.011700999923050404,62008,0.0,0.0
2019-10-12 00:00:00+00:00,0.011695999652147293,0.012033999897539616,0.011593000032007694,0.011889000423252583,57129,0.0,0.0
2019-10-13 00:00:00+00:00,0.011893999762833118,0.012350000441074371,0.011827000416815281,0.01230200007557869,52649,0.0,0.0
2019-10-14 00:00:00+00:00,0.01230200007557869,0.012671999633312225,0.012122999876737595,0.012597999535501003,64508,0.0,0.0
2019-10-15 00:00:00+00:00,0.01259899977594614,0.012775000184774399,0.012138999998569489,0.01252800039947033,70636,0.0,0.0
2019-10-16 00:00:00+00:00,0.01252800039947033,0.012625000439584255,0.012066000141203403,0.012389999814331532,69690,0.0,0.0
2019-10-17 00:00:00+00:00,0.012373999692499638,0.012764999642968178,0.012291000224649906,0.01245499961078167,55606,0.0,0.0
2019-10-18 00:00:00+00:00,0.012446999549865723,0.012587999925017357,0.01193500030785799,0.012153999879956245,54832,0.0,0.0
2019-10-19 00:00:00+00:00,0.012252000160515308,0.012430000118911266,0.011978999711573124,0.012215999886393547,47587,0.0,0.0
2019-10-20 00:00:00+00:00,0.012225000187754631,0.012562000192701817,0.01209499966353178,0.012450999580323696,46032,0.0,0.0
2019-10-21 00:00:00+00:00,0.01245800033211708,0.012718000449240208,0.01218700036406517,0.01232799980789423,48136,0.0,0.0
2019-10-22 00:00:00+00:00,0.012329000048339367,0.012457000091671944,0.012052999809384346,0.012071999721229076,54133,0.0,0.0
2019-10-23 00:00:00+00:00,0.012071000412106514,0.012086999602615833,0.011017999611794949,0.011636000126600266,52833,0.0,0.0
2019-10-24 00:00:00+00:00,0.011646999977529049,0.011924000456929207,0.011231999844312668,0.011785999871790409,52082,0.0,0.0
2019-10-25 00:00:00+00:00,0.011785999871790409,0.012974999845027924,0.011353000067174435,0.012887000106275082,73041,0.0,0.0
2019-10-26 00:00:00+00:00,0.012880999594926834,0.01374099962413311,0.012276999652385712,0.012713000178337097,67238,0.0,0.0
2019-10-27 00:00:00+00:00,0.012713000178337097,0.013894000090658665,0.012372000142931938,0.013419999741017818,66974,0.0,0.0
2019-10-28 00:00:00+00:00,0.013411000370979309,0.013546000234782696,0.012810000218451023,0.01298299990594387,65058,0.0,0.0
2019-10-29 00:00:00+00:00,0.01298299990594387,0.014434999786317348,0.01295199990272522,0.014179999940097332,55304,0.0,0.0
2019-10-30 00:00:00+00:00,0.014174999669194221,0.014511000365018845,0.012955999933183193,0.013326999731361866,55496,0.0,0.0
2019-10-31 00:00:00+00:00,0.013318999670445919,0.013904999941587448,0.012889999896287918,0.013410000130534172,41927,0.0,0.0
2019-11-01 00:00:00+00:00,0.013392000459134579,0.013749999925494194,0.013009999878704548,0.01356200035661459,55221,0.0,0.0
2019-11-02 00:00:00+00:00,0.01356200035661459,0.013787999749183655,0.013214999809861183,0.013662000186741352,46855,0.0,0.0
2019-11-03 00:00:00+00:00,0.013670000247657299,0.013914999552071095,0.013232000172138214,0.01381400041282177,33842,0.0,0.0
2019-11-04 00:00:00+00:00,0.01381599996238947,0.014174000360071659,0.013643999584019184,0.013899000361561775,52191,0.0,0.0
2019-11-05 00:00:00+00:00,0.013899000361561775,0.014798999764025211,0.01348899956792593,0.014499999582767487,74466,0.0,0.0
2019-11-06 00:00:00+00:00,0.01449500024318695,0.014574999921023846,0.01373900007456541,0.01399100013077259,65932,0.0,0.0
2019-11-07 00:00:00+00:00,0.013976000249385834,0.014107000082731247,0.013469000346958637,0.013659999705851078,68791,0.0,0.0
