TIMESTAMP,OCC_OPEN_PRICE_USD,OCC_HIGH_PRICE_USD,OCC_LOW_PRICE_USD,OCC_CLOSE_PRICE_USD,OCC_VOLUME_USD,OCC_DIVIDENDS_USD,OCC_STOCK_SPLITS_USD
2021-04-15 00:00:00+00:00,12.12423324584961,12.843921661376953,11.291885375976562,11.796759605407715,16146816,0.0,0.0
2021-04-16 00:00:00+00:00,11.797334671020508,15.452895164489746,11.001891136169434,14.536372184753418,6804191,0.0,0.0
2021-04-17 00:00:00+00:00,14.535810470581055,14.896464347839355,13.438288688659668,14.444609642028809,3687118,0.0,0.0
2021-04-18 00:00:00+00:00,14.447296142578125,14.47081470489502,10.638675689697266,12.445018768310547,4054765,0.0,0.0
2021-04-19 00:00:00+00:00,12.443958282470703,13.681507110595703,11.742209434509277,12.272488594055176,3179940,0.0,0.0
2021-04-20 00:00:00+00:00,12.271324157714844,12.277525901794434,10.248799324035645,11.142532348632812,2488562,0.0,0.0
2021-04-21 00:00:00+00:00,11.144635200500488,13.386860847473145,10.666899681091309,12.496766090393066,2965256,0.0,0.0
2021-04-22 00:00:00+00:00,12.49645709991455,13.485424995422363,11.693924903869629,11.911837577819824,3081965,0.0,0.0
2021-04-23 00:00:00+00:00,11.913360595703125,12.176337242126465,9.455610275268555,10.44044303894043,3604708,0.0,0.0
2021-04-24 00:00:00+00:00,10.438231468200684,10.73377513885498,9.233878135681152,9.415104866027832,2146393,0.0,0.0
2021-04-25 00:00:00+00:00,9.414508819580078,11.039182662963867,9.355523109436035,9.935059547424316,2887074,0.0,0.0
2021-04-26 00:00:00+00:00,9.93787956237793,11.81663703918457,9.915575981140137,10.184467315673828,3576455,0.0,0.0
2021-04-27 00:00:00+00:00,10.18492603302002,10.818094253540039,8.846175193786621,10.641546249389648,2980791,0.0,0.0
2021-04-28 00:00:00+00:00,10.642239570617676,11.50894546508789,10.176533699035645,10.288291931152344,3500572,0.0,0.0
2021-04-29 00:00:00+00:00,10.28979206085205,14.744091987609863,10.213581085205078,13.447351455688477,10949987,0.0,0.0
2021-04-30 00:00:00+00:00,13.45104694366455,16.589567184448242,13.060946464538574,14.216562271118164,7072262,0.0,0.0
2021-05-01 00:00:00+00:00,14.21509838104248,14.453787803649902,13.197406768798828,13.969854354858398,2721549,0.0,0.0
2021-05-02 00:00:00+00:00,13.969331741333008,13.97218132019043,12.336474418640137,12.381213188171387,2608542,0.0,0.0
2021-05-03 00:00:00+00:00,12.385560989379883,13.1387300491333,11.851205825805664,12.797557830810547,2696286,0.0,0.0
2021-05-04 00:00:00+00:00,12.79670524597168,13.72981071472168,11.80532455444336,13.467026710510254,3801235,0.0,0.0
2021-05-05 00:00:00+00:00,13.468852996826172,18.230777740478516,12.994595527648926,13.436716079711914,9447294,0.0,0.0
