TIMESTAMP,BGSOL_OPEN_PRICE_USD,BGSOL_HIGH_PRICE_USD,BGSOL_LOW_PRICE_USD,BGSOL_CLOSE_PRICE_USD,BGSOL_VOLUME_USD,BGSOL_DIVIDENDS_USD,BGSOL_STOCK_SPLITS_USD
2024-11-12 00:00:00+00:00,221.0099639892578,224.40028381347656,208.15647888183594,215.17431640625,34474,0.0,0.0
2024-11-13 00:00:00+00:00,215.17431640625,226.9052734375,204.53306579589844,218.07557678222656,64197,0.0,0.0
2024-11-14 00:00:00+00:00,218.07557678222656,227.2802276611328,212.12107849121094,212.35939025878906,19777,0.0,0.0
2024-11-15 00:00:00+00:00,212.35939025878906,221.45497131347656,207.84690856933594,221.19903564453125,26267,0.0,0.0
2024-11-16 00:00:00+00:00,222.42233276367188,227.83091735839844,216.88250732421875,223.49485778808594,23843,0.0,0.0
2024-11-17 00:00:00+00:00,223.49485778808594,245.93104553222656,218.89451599121094,237.1046905517578,43379,0.0,0.0
2024-11-18 00:00:00+00:00,237.1046905517578,252.1910858154297,237.1046905517578,242.75927734375,43899,0.0,0.0
2024-11-19 00:00:00+00:00,242.75927734375,250.3070831298828,240.40232849121094,241.0753936767578,16173,0.0,0.0
2024-11-20 00:00:00+00:00,241.0753936767578,246.4161834716797,235.9486541748047,239.92092895507812,34625,0.0,0.0
2024-11-21 00:00:00+00:00,239.92092895507812,254.67982482910156,236.19204711914062,253.36366271972656,32755,0.0,0.0
2024-11-22 00:00:00+00:00,253.36366271972656,268.79559326171875,253.36366271972656,261.7720031738281,37469,0.0,0.0
2024-11-23 00:00:00+00:00,261.7720031738281,268.9040832519531,260.55841064453125,261.15289306640625,32797,0.0,0.0
2024-11-24 00:00:00+00:00,261.15289306640625,267.65289306640625,251.4665985107422,259.69720458984375,5262,0.0,0.0
2024-11-25 00:00:00+00:00,259.69720458984375,266.63543701171875,238.5725555419922,242.1145782470703,13357,0.0,0.0
2024-11-26 00:00:00+00:00,242.1145782470703,244.11500549316406,228.34625244140625,236.03895568847656,9656,0.0,0.0
2024-11-27 00:00:00+00:00,236.03895568847656,252.47596740722656,235.6688995361328,247.72145080566406,6312,0.0,0.0
2024-11-28 00:00:00+00:00,247.72145080566406,250.14471435546875,241.74295043945312,245.21127319335938,11874,0.0,0.0
2024-11-29 00:00:00+00:00,245.21127319335938,253.63954162597656,244.3302764892578,253.63954162597656,14875,0.0,0.0
2024-11-30 00:00:00+00:00,253.63954162597656,253.6407012939453,245.5734405517578,245.5734405517578,10998,0.0,0.0
2024-12-01 00:00:00+00:00,245.5734405517578,249.73768615722656,236.79295349121094,243.4221954345703,50245,0.0,0.0
2024-12-02 00:00:00+00:00,243.4221954345703,243.42239379882812,225.41893005371094,230.4064483642578,30933,0.0,0.0
2024-12-03 00:00:00+00:00,230.4064483642578,248.0186309814453,221.17044067382812,240.60426330566406,21863,0.0,0.0
2024-12-04 00:00:00+00:00,240.60426330566406,244.0316162109375,234.4733123779297,236.9644012451172,5206,0.0,0.0
2024-12-05 00:00:00+00:00,236.9644012451172,244.461669921875,228.85287475585938,243.3732452392578,959,0.0,0.0
2024-12-06 00:00:00+00:00,243.3732452392578,248.6798553466797,239.8087921142578,243.65025329589844,13618,0.0,0.0
2024-12-07 00:00:00+00:00,243.65025329589844,248.4635009765625,240.8575897216797,247.50840759277344,5233,0.0,0.0
2024-12-08 00:00:00+00:00,247.5093994140625,247.5093994140625,239.9752960205078,241.7083282470703,2734,0.0,0.0
2024-12-09 00:00:00+00:00,241.7083282470703,241.70883178710938,222.96083068847656,222.96441650390625,3104,0.0,0.0
2024-12-10 00:00:00+00:00,222.96441650390625,222.96441650390625,209.72064208984375,218.94970703125,3607,0.0,0.0
2024-12-11 00:00:00+00:00,218.94970703125,234.88995361328125,218.94970703125,233.70556640625,5743,0.0,0.0
2024-12-12 00:00:00+00:00,233.70556640625,238.1837158203125,231.9008026123047,237.66969299316406,418,0.0,0.0
2024-12-13 00:00:00+00:00,237.66969299316406,237.82205200195312,228.33082580566406,230.67384338378906,4584,0.0,0.0
2024-12-14 00:00:00+00:00,230.67384338378906,232.56466674804688,222.02476501464844,226.03216552734375,9861,0.0,0.0
2024-12-15 00:00:00+00:00,226.03216552734375,228.12527465820312,223.29800415039062,224.7294158935547,806,0.0,0.0
2024-12-16 00:00:00+00:00,224.7294158935547,233.15782165527344,221.04888916015625,223.21994018554688,2310,0.0,0.0
