,K,Alpha,Tau,MSE
0,14,2750,0.3,2.76950692496922e-10
1,14,2500,0.25,2.7700292143763484e-10
2,14,2250,0.2,2.772545491845886e-10
3,14,2000,0.2,2.7775905150467187e-10
4,14,2250,0.25,2.77759287026467e-10
5,10,1250,0.25,2.777597175885093e-10
6,12,1750,0.3,2.777615069104197e-10
7,14,2500,0.3,2.777665695118617e-10
8,14,2250,0.3,2.7777185274946107e-10
9,13,2000,0.3,2.777718597758874e-10
10,10,1250,0.3,2.7777235295924494e-10
11,13,1750,0.3,2.7777242485706093e-10
12,13,1750,0.25,2.7777289902738595e-10
13,11,1250,0.3,2.777731243228635e-10
14,14,2000,0.3,2.777733834947545e-10
15,11,1250,0.25,2.777735610093617e-10
16,14,2000,0.25,2.777736809106454e-10
17,13,1750,0.2,2.777751963629668e-10
18,13,1500,0.3,2.777780335455346e-10
19,12,1500,0.3,2.7777936492135995e-10
20,13,1500,0.25,2.7778164626157553e-10
21,11,1250,0.2,2.7778340958459397e-10
22,12,1500,0.25,2.7778375281307935e-10
23,13,1750,0.15,2.777886979607431e-10
24,13,1500,0.2,2.7778905385232036e-10
25,14,1750,0.3,2.7778974181837585e-10
26,15,1750,0.3,2.777904929149908e-10
27,11,1000,0.3,2.7779174375781015e-10
28,12,1500,0.2,2.777917675348822e-10
29,10,1000,0.3,2.7779178131260576e-10
30,14,1750,0.25,2.777925440185858e-10
31,15,1750,0.25,2.777930053679115e-10
32,15,1750,0.2,2.777963340701117e-10
33,14,1750,0.2,2.7779644715720995e-10
34,11,1000,0.25,2.778000873896667e-10
35,10,1000,0.25,2.778002282923881e-10
36,14,1750,0.15,2.7780177455646825e-10
37,13,1500,0.15,2.7781036485800583e-10
38,13,1250,0.3,2.778141457174753e-10
39,10,1000,0.2,2.7781482189157094e-10
40,11,1000,0.2,2.7781536034060205e-10
41,12,1250,0.3,2.778216331366061e-10
42,15,1750,0.15,2.778220421832534e-10
43,14,2000,0.15,2.778261758510467e-10
44,13,2000,0.25,2.778262672291816e-10
45,13,1250,0.25,2.7783633079013097e-10
46,12,1250,0.25,2.7784788912210276e-10
47,11,1000,0.15,2.778482441226567e-10
48,12,1500,0.15,2.77862856202518e-10
49,13,1250,0.2,2.7788078451990314e-10
50,12,1250,0.2,2.779009829437796e-10
51,14,1500,0.3,2.779031873699062e-10
52,15,1500,0.3,2.779082521176424e-10
53,14,1500,0.25,2.779320150599708e-10
54,15,1500,0.25,2.7793678287051194e-10
55,11,1000,0.1,2.7793680435206545e-10
56,14,1500,0.2,2.7797231480583517e-10
57,15,1500,0.2,2.7797506410703335e-10
58,10,1000,0.15,2.7798517920866373e-10
59,13,1250,0.15,2.7799035819259205e-10
60,13,1000,0.3,2.7800178893305916e-10
61,14,1500,0.15,2.7801598797731227e-10
62,15,1500,0.15,2.7801972180220283e-10
63,12,1250,0.15,2.780319826234009e-10
64,12,1000,0.3,2.7805364576897883e-10
65,11,750,0.3,2.780835304070798e-10
66,10,750,0.3,2.780857336343815e-10
67,13,1000,0.25,2.7811624820842183e-10
68,12,1000,0.25,2.78194361531731e-10
69,11,750,0.25,2.7822519918623093e-10
70,10,750,0.25,2.782290746777279e-10
71,13,1500,0.1,2.7824300464518414e-10
72,13,1000,0.2,2.7834155076373645e-10
73,13,1250,0.1,2.7839224562554374e-10
74,12,1250,0.1,2.7842289439809963e-10
75,12,1000,0.2,2.7847353824132863e-10
76,11,750,0.2,2.784930154885342e-10
77,10,750,0.2,2.7850061396988285e-10
78,14,1250,0.3,2.7850957695459777e-10
79,15,1250,0.3,2.7853174989732823e-10
80,14,750,0.3,2.787081206204637e-10
81,14,1250,0.25,2.7872669649186313e-10
82,15,1250,0.25,2.787551243116996e-10
83,13,750,0.3,2.7876764084688343e-10
84,12,1750,0.25,2.7884606291236087e-10
85,13,1000,0.15,2.7888293719138055e-10
86,14,1250,0.2,2.79053032196169e-10
87,15,1250,0.2,2.7908711943865007e-10
88,12,750,0.3,2.7909851889729454e-10
89,11,750,0.15,2.790992678613325e-10
90,10,750,0.15,2.7911718457498146e-10
91,12,1000,0.15,2.7915301425801077e-10
92,14,750,0.25,2.791552051254835e-10
93,13,750,0.25,2.7924560271577223e-10
94,14,1250,0.15,2.7961221328285755e-10
95,15,1250,0.15,2.796325062410468e-10
96,12,750,0.25,2.7972662760665186e-10
97,13,1750,0.1,2.7991446236074693e-10
98,14,750,0.2,2.8001883319119605e-10
99,13,750,0.2,2.8017189804666583e-10
100,13,1000,0.1,2.807791369680475e-10
101,15,500,0.3,2.8078134902608386e-10
102,12,750,0.2,2.8094697182542517e-10
103,14,1000,0.3,2.809849323230516e-10
104,15,1000,0.3,2.810107984585722e-10
105,11,750,0.1,2.810151253756384e-10
106,14,500,0.3,2.8102720219351863e-10
107,10,750,0.1,2.8107732040784805e-10
108,12,500,0.3,2.811668555492781e-10
109,11,500,0.3,2.812450303465472e-10
110,10,500,0.3,2.81312634180425e-10
111,8,500,0.3,2.81363784457615e-10
112,15,1500,0.1,2.813896825954282e-10
113,9,500,0.3,2.814013814966905e-10
114,12,1000,0.1,2.8155549506863557e-10
115,13,500,0.3,2.8177197074105026e-10
116,15,1250,0.1,2.818740524990337e-10
117,14,750,0.15,2.8203655160159494e-10
