,K,Alpha,Tau,MSE
77,14,500,0.15,1.2729404788376036e-09
78,13,750,0.25,1.337214844905779e-09
79,15,1000,0.3,1.4799057356140489e-09
80,9,500,0.25,1.5040613853643538e-09
81,11,500,0.15,1.5070091763131398e-09
82,15,750,0.2,1.5439947233833497e-09
83,14,1000,0.25,1.5607860035328565e-09
84,14,750,0.2,1.7009896646434194e-09
85,13,750,0.2,2.0202102060085767e-09
86,15,1000,0.25,2.03408225275549e-09
87,14,1000,0.2,2.1827207335265917e-09
88,13,500,0.15,2.231828525527682e-09
89,15,750,0.15,2.351487102687516e-09
90,15,500,0.1,2.4427391736795603e-09
91,14,500,0.1,2.610362950501993e-09
92,15,250,0.05,2.636266909652862e-09
93,14,750,0.15,2.7082139682690404e-09
94,14,250,0.05,2.8332253008306815e-09
95,15,1000,0.2,3.088817853175019e-09
96,13,750,0.15,3.61626617809072e-09
97,14,1000,0.15,3.687884436526354e-09
98,13,500,0.1,4.5298612279770634e-09
99,14,250,0.3,4.730239149355545e-09
100,15,750,0.1,5.049058026116502e-09
101,15,1000,0.15,5.523203055223775e-09
102,14,750,0.1,5.669176386418145e-09
103,14,1000,0.1,8.121608807064436e-09
104,13,750,0.1,9.053399731093428e-09
105,15,500,0.05,1.015943370956956e-08
106,14,250,0.25,1.2219383870030217e-08
107,14,500,0.05,1.2526115430138699e-08
108,15,1000,0.1,1.4223438381106432e-08
109,15,1750,0.3,1.5867823194536432e-08
110,13,500,0.05,2.1980529848299724e-08
111,15,750,0.05,2.2710841187058855e-08
112,14,750,0.05,2.6531911513813032e-08
113,15,1500,0.2,3.033581470635079e-08
114,14,1000,0.05,3.4230479075076415e-08
115,12,750,0.3,4.020285357880168e-08
116,15,1750,0.25,6.688716165332936e-08
117,11,750,0.3,8.212464248472094e-08
118,10,500,0.05,8.217702750620923e-08
119,15,1500,0.25,1.0990250738238451e-07
120,15,1250,0.15,1.173893820175263e-07
121,10,500,0.1,1.2176900012151822e-07
122,15,1250,0.2,1.8201558854528767e-07
123,15,1250,0.3,2.2063923972105598e-07
124,12,750,0.25,2.2088649709320932e-07
125,15,1250,0.25,2.5688526463644774e-07
126,15,1500,0.3,2.5855881074451785e-07
127,13,1000,0.3,2.629600724873658e-07
128,15,1250,0.1,2.927747035385115e-07
129,7,250,0.05,3.0234560520156334e-07
130,14,250,0.2,3.25981512225897e-07
131,15,1000,0.05,3.3762713806310547e-07
132,13,1000,0.2,3.9471952258441106e-07
133,13,1250,0.3,4.415140074582742e-07
134,7,250,0.1,4.547213121349922e-07
135,11,750,0.25,4.79861538840596e-07
136,11,500,0.1,4.816188277589326e-07
137,15,1500,0.1,5.052061186848633e-07
138,9,500,0.1,6.920331711428848e-07
139,15,1500,0.15,7.245775293127679e-07
140,14,1250,0.3,7.300318297517323e-07
141,15,1750,0.2,7.451133145437472e-07
142,13,1250,0.25,8.701382621417913e-07
143,9,500,0.2,9.83007091991948e-07
144,12,750,0.15,1.1782749103074722e-06
145,11,500,0.05,1.2045267614054125e-06
146,13,1750,0.3,1.2612711187305961e-06
147,10,750,0.15,1.301153116443409e-06
148,13,1000,0.15,1.3298468782854228e-06
149,13,1500,0.25,1.4121045404319916e-06
150,12,1000,0.25,1.4413113228791601e-06
151,12,1000,0.2,1.7218997283410286e-06
152,12,750,0.2,1.7509273441441033e-06
153,9,500,0.05,1.8913679700582967e-06
154,14,1250,0.15,1.9249678612746953e-06
155,14,1750,0.2,1.9435921085336838e-06
156,8,500,0.1,2.0589485739703785e-06
157,13,1750,0.25,2.1845172258628828e-06
158,11,750,0.15,2.3503815246670447e-06
159,7,500,0.15,2.452424429613483e-06
160,12,1000,0.3,2.602148087430075e-06
161,12,1500,0.25,2.8140513504190723e-06
162,12,1250,0.3,2.817565963803094e-06
163,14,1750,0.3,2.962789696051239e-06
164,9,500,0.15,3.0014884119647917e-06
165,11,750,0.2,3.117564000326497e-06
166,11,750,0.05,3.507655313838818e-06
167,6,250,0.2,3.527937944036572e-06
168,15,1750,0.15,3.5341390667299232e-06
169,12,1250,0.05,3.6139246453389023e-06
170,14,1250,0.25,3.6802578969810178e-06
171,14,1750,0.15,3.6940224793701145e-06
172,13,1250,0.1,3.7353904800571735e-06
173,15,1250,0.05,3.740973929258262e-06
174,13,1000,0.25,3.765355145542692e-06
175,12,1000,0.1,4.0151327004050185e-06
176,12,750,0.1,4.328977447066159e-06
177,15,3750,0.3,4.4024268493763705e-06
178,15,500,0.0,4.4331263767871e-06
179,15,250,0.0,4.545818826444036e-06
180,14,250,0.0,4.610991082231578e-06
181,10,1000,0.2,4.652201820017282e-06
182,13,250,0.0,4.671882869438526e-06
183,12,1000,0.15,4.685456652323997e-06
184,13,1000,0.1,4.7172564027327205e-06
185,15,2000,0.2,4.898786159821061e-06
186,13,1500,0.15,4.949468056614861e-06
187,12,1250,0.25,5.221662415815599e-06
188,10,1000,0.25,5.5257029163636874e-06
189,14,2250,0.3,5.796315158222642e-06
190,14,500,0.0,5.858128800890742e-06
191,9,750,0.2,6.067117295232652e-06
192,11,750,0.1,6.171716571715531e-06
193,15,1750,0.1,6.268940554611896e-06
194,13,750,0.05,6.333121050358918e-06
195,12,750,0.05,6.664211271913238e-06
196,10,750,0.3,6.709082509334275e-06
197,13,500,0.0,6.972716495695956e-06
198,13,1500,0.2,7.200106703557155e-06
199,10,750,0.25,7.334703609047177e-06
200,13,2000,0.1,7.422098050254939e-06
201,14,1500,0.1,7.446586435322989e-06
202,13,2000,0.15,7.622235923900571e-06
203,15,1750,0.05,7.680221661101096e-06
204,13,1750,0.15,7.71613194129176e-06
205,9,1000,0.3,7.87062986754595e-06
206,14,1750,0.25,8.021016673122982e-06
207,12,1500,0.3,8.105708773929633e-06
208,11,1000,0.15,8.179698864994127e-06
209,8,500,0.3,8.39753659236653e-06
210,10,1250,0.2,8.52182634004897e-06
211,15,1500,0.05,8.783034463332416e-06
212,6,250,0.1,8.797488752755777e-06
213,14,2000,0.15,8.834120874659507e-06
214,12,1500,0.15,8.865982398072853e-06
215,12,250,0.0,8.88983190660787e-06
216,14,2500,0.1,8.92368527811073e-06
217,15,3000,0.3,9.114792469242257e-06
218,11,250,0.0,9.198467372909506e-06
219,13,1500,0.05,9.215897301103246e-06
220,10,1000,0.3,9.22323840704188e-06
221,14,1750,0.05,9.330001484862855e-06
222,9,750,0.3,9.365007143790812e-06
223,10,750,0.2,9.407404148953588e-06
224,6,250,0.15,9.44841236730306e-06
225,14,1500,0.05,9.614275094037368e-06
226,10,250,0.0,9.69339878184237e-06
227,10,750,0.1,9.901719832976965e-06
228,15,750,0.0,1.0043601907999403e-05
229,8,500,0.25,1.0091528665486504e-05
230,8,750,0.3,1.0218729638049223e-05
231,14,2500,0.15,1.055947626347109e-05
232,9,750,0.25,1.0654585912380357e-05
233,15,2000,0.3,1.0833895497457103e-05
234,13,3000,0.25,1.0845916608867846e-05
235,15,2500,0.1,1.0897414526329917e-05
236,13,2000,0.2,1.0965968752019707e-05
237,12,1250,0.15,1.1001851185584497e-05
238,13,1750,0.2,1.1067193970386339e-05
239,9,250,0.0,1.116654213948209e-05
240,13,2000,0.05,1.1173614684543403e-05
241,10,1000,0.15,1.1262659944392242e-05
242,7,500,0.2,1.1320408391811215e-05
243,14,2000,0.3,1.1481920333254245e-05
244,14,1250,0.1,1.1508364958611725e-05
245,12,500,0.0,1.1591551051864717e-05
246,14,1250,0.2,1.1873035000276707e-05
247,14,750,0.0,1.2132065971430331e-05
248,14,2000,0.25,1.217331123894804e-05
249,15,2500,0.05,1.2398172668365504e-05
250,6,250,0.25,1.2862381800283058e-05
251,14,3750,0.25,1.2881749905856399e-05
252,13,1000,0.05,1.2886318232841041e-05
253,12,1000,0.05,1.2907143288097957e-05
254,12,1250,0.1,1.3324286849789508e-05
255,7,500,0.3,1.3438834168429165e-05
256,14,1250,0.05,1.367282849135739e-05
257,11,1000,0.25,1.3781169797152681e-05
258,13,1750,0.05,1.37880536376858e-05
259,8,500,0.2,1.3862473233345276e-05
260,15,2000,0.05,1.4048988474875132e-05
261,14,2250,0.25,1.4350368432983503e-05
262,15,2500,0.2,1.459291096640586e-05
263,13,2250,0.1,1.47033217680362e-05
264,7,500,0.25,1.5022173904511444e-05
265,11,1250,0.3,1.5108249326733916e-05
266,13,1250,0.2,1.528130019540642e-05
267,8,250,0.0,1.551289799925658e-05
268,14,2000,0.2,1.553837975920379e-05
269,12,1250,0.2,1.5607456890060963e-05
270,11,500,0.0,1.596281082056898e-05
271,15,1000,0.0,1.6157883688674524e-05
272,15,3250,0.2,1.6375701174400095e-05
273,13,2500,0.25,1.641504153630553e-05
274,15,2250,0.25,1.6483986930162223e-05
275,13,1250,0.15,1.6902208724816004e-05
276,13,1250,0.05,1.6939009733475217e-05
277,14,2750,0.3,1.7063417734447588e-05
278,12,1750,0.3,1.711081098986901e-05
279,12,1500,0.1,1.7295878256857264e-05
280,9,750,0.15,1.7426403826322356e-05
281,10,750,0.05,1.743715180260246e-05
282,15,3500,0.3,1.7507205464811662e-05
283,9,1000,0.1,1.7792473411626627e-05
284,5,250,0.15,1.784972959694224e-05
285,8,750,0.2,1.796500955416262e-05
286,11,1000,0.05,1.7973156681037135e-05
287,14,1750,0.1,1.80390723409813e-05
288,13,2750,0.2,1.8046070968579344e-05
289,11,1500,0.3,1.823058226102023e-05
290,14,3250,0.2,1.8239460788341703e-05
291,14,1500,0.25,1.8546719745129878e-05
292,10,1500,0.2,1.878361448905083e-05
293,13,1500,0.3,1.8857377755025935e-05
294,15,2500,0.15,1.8985953034759046e-05
295,13,1500,0.1,1.9021881562384635e-05
296,14,1500,0.3,1.9322638798894602e-05
297,15,2250,0.1,1.9779521228918664e-05
298,11,2000,0.05,1.9783329581669743e-05
299,13,750,0.0,1.983790542450182e-05
300,8,750,0.15,2.037331155643957e-05
301,11,1000,0.3,2.089752092234277e-05
302,13,1750,0.1,2.0930798989640506e-05
303,11,1750,0.2,2.1166132698099474e-05
304,14,4000,0.25,2.1194584402041503e-05
305,10,1250,0.25,2.121553820305942e-05
306,13,2500,0.3,2.132987001022567e-05
307,11,1500,0.25,2.1459508501914755e-05
308,13,3250,0.2,2.174322176555897e-05
309,11,1000,0.2,2.1748503807448843e-05
310,11,1750,0.3,2.181591015068216e-05
311,13,2250,0.25,2.1866279281144804e-05
312,15,2250,0.15,2.1904208674326505e-05
313,14,3000,0.2,2.2007920903492367e-05
314,14,2500,0.05,2.2232552711008506e-05
315,14,3750,0.1,2.255565092080849e-05
316,13,2750,0.1,2.260758700328752e-05
317,8,500,0.15,2.2774072314418697e-05
318,14,1500,0.2,2.2919709634176158e-05
319,10,1250,0.15,2.2991629261298888e-05
320,6,250,0.3,2.3537986837730258e-05
321,13,2000,0.25,2.3552245561314207e-05
322,12,1500,0.2,2.3715025349686396e-05
323,12,750,0.0,2.434503060544897e-05
324,7,250,0.0,2.4367952243308706e-05
325,9,1000,0.25,2.4800268177427195e-05
326,11,1500,0.2,2.4922506219631558e-05
327,14,1500,0.15,2.49902332325254e-05
328,8,1000,0.05,2.5037202613528393e-05
329,14,2000,0.05,2.5171786163758035e-05
330,12,1750,0.2,2.5559148245615992e-05
331,15,2000,0.25,2.5730622830289282e-05
332,15,2000,0.1,2.5769839701293978e-05
333,14,3500,0.25,2.578599104346107e-05
334,11,1000,0.1,2.595327647996531e-05
335,14,2750,0.2,2.599805908181135e-05
336,10,1000,0.1,2.6139579876291988e-05
337,15,4500,0.3,2.6265459385772288e-05
338,13,2250,0.05,2.647961544473174e-05
339,13,2750,0.15,2.6695353747517736e-05
340,10,500,0.0,2.673476449119186e-05
341,8,500,0.05,2.6745269555624633e-05
342,14,2250,0.15,2.67475085932017e-05
343,14,1000,0.0,2.695262081083927e-05
344,14,3000,0.05,2.794558983213088e-05
345,14,3000,0.25,2.8031944761235346e-05
346,13,2500,0.1,2.8372419548704306e-05
347,10,1000,0.05,2.847539453888679e-05
348,9,750,0.1,2.873512928528286e-05
349,14,2750,0.15,2.881847176192756e-05
350,14,4250,0.2,2.9287774520618853e-05
351,11,1250,0.05,2.9377540959288852e-05
352,15,2750,0.05,2.9451789045920937e-05
353,14,2750,0.1,2.9752476494690343e-05
354,15,2750,0.25,3.0167641604956055e-05
355,8,1000,0.2,3.0299503247804698e-05
356,15,2750,0.1,3.074396449022845e-05
357,12,2750,0.25,3.079874897734208e-05
358,13,2250,0.3,3.081172501399607e-05
359,15,3250,0.1,3.0955652714807534e-05
360,7,500,0.1,3.134466549151553e-05
361,11,2500,0.25,3.1392220158593233e-05
362,8,1250,0.2,3.1529109044528855e-05
363,13,1000,0.0,3.162272529654105e-05
364,15,2750,0.15,3.2119937352530456e-05
365,13,3500,0.25,3.2167120939899085e-05
366,14,2500,0.2,3.2228049324891675e-05
367,13,2000,0.3,3.279941634433219e-05
368,14,2250,0.1,3.299674254924553e-05
369,9,1250,0.25,3.310693095522225e-05
370,15,3250,0.3,3.339478489803249e-05
371,15,2500,0.3,3.3419389308127896e-05
372,6,500,0.15,3.367360146830276e-05
373,15,2000,0.15,3.368619710130304e-05
374,15,4000,0.2,3.380267311208495e-05
375,15,2250,0.2,3.3887324288490046e-05
376,11,1250,0.1,3.390261420805743e-05
377,13,3000,0.1,3.423124290640051e-05
378,5,250,0.2,3.445023195044765e-05
379,11,2000,0.3,3.455997277785373e-05
380,15,1250,0.0,3.4664011680928115e-05
381,9,1250,0.15,3.5076414808321536e-05
382,9,500,0.0,3.5667964618818866e-05
383,11,1250,0.25,3.567855989086565e-05
384,13,2250,0.15,3.5797126477011525e-05
385,13,2500,0.2,3.581829554913429e-05
386,15,2500,0.25,3.598459362604296e-05
387,8,1000,0.3,3.612014703173837e-05
388,11,1750,0.25,3.630503626912875e-05
389,15,2750,0.2,3.639944991203769e-05
390,11,2000,0.2,3.643589679621201e-05
391,6,500,0.3,3.6865977722684295e-05
392,11,2000,0.15,3.695099742532821e-05
393,6,250,0.05,3.695489147727629e-05
394,11,1250,0.2,3.699847409061788e-05
395,11,1250,0.15,3.7377972768992295e-05
396,13,3000,0.3,3.774342796110346e-05
397,8,1500,0.3,3.785530784074751e-05
398,14,2750,0.25,3.78863480939462e-05
399,12,2250,0.1,3.7907695283907964e-05
400,14,3000,0.1,3.801025534759967e-05
401,13,3500,0.2,3.825338675841672e-05
402,8,750,0.05,3.832014415443169e-05
403,15,3750,0.25,3.8342941908831537e-05
404,14,2000,0.1,3.849847653265939e-05
405,15,3750,0.1,3.8550215378680916e-05
406,11,1750,0.15,3.905116932045472e-05
407,14,1250,0.0,3.962844518278725e-05
408,14,2500,0.3,4.034474813073672e-05
409,9,1250,0.2,4.0546325182344086e-05
410,15,3250,0.05,4.057998274065818e-05
411,14,2250,0.2,4.05968158996174e-05
412,11,750,0.0,4.073500409312047e-05
413,12,2250,0.25,4.1105897659815e-05
414,15,3000,0.25,4.1168200800629755e-05
415,13,2500,0.05,4.127044767983894e-05
416,12,2000,0.25,4.1364527046357775e-05
417,10,1250,0.3,4.1430914656775315e-05
418,15,2250,0.3,4.170063652157394e-05
419,11,2750,0.2,4.170732119439155e-05
420,13,2750,0.25,4.174054232088212e-05
421,11,1750,0.05,4.1930606602291455e-05
422,14,4000,0.15,4.200358247439383e-05
423,15,3500,0.15,4.206440492207399e-05
424,13,3500,0.3,4.2159004764284034e-05
425,5,250,0.3,4.245985720041986e-05
426,14,2750,0.05,4.266149155876447e-05
427,7,750,0.3,4.266236125617412e-05
428,8,750,0.25,4.2819513956644196e-05
429,12,2000,0.15,4.292280468712133e-05
430,13,2250,0.2,4.2955468340619105e-05
431,15,1500,0.0,4.3421272412297286e-05
432,8,1000,0.25,4.367408820572847e-05
433,11,2250,0.1,4.3751667205972215e-05
434,12,2000,0.3,4.390479720204257e-05
435,14,3750,0.3,4.4279673480374294e-05
436,7,750,0.2,4.43266212377374e-05
437,11,1500,0.1,4.450349092453278e-05
438,11,1500,0.05,4.4592250451667566e-05
439,13,3000,0.15,4.482182159213158e-05
440,15,2250,0.05,4.5409721580525324e-05
441,10,1250,0.1,4.542369747325257e-05
442,10,1750,0.3,4.592334667041164e-05
443,13,3000,0.05,4.618281051646665e-05
444,12,1750,0.25,4.6288768839219714e-05
445,15,4250,0.1,4.631743504306922e-05
446,14,2250,0.05,4.653064280442102e-05
447,15,4750,0.3,4.7840819299456474e-05
448,13,3750,0.3,4.846262959835746e-05
449,13,3250,0.15,4.921246618155269e-05
450,14,3250,0.05,4.972875734041746e-05
451,9,750,0.05,5.0111181902317734e-05
452,10,1500,0.05,5.03307253744488e-05
453,14,4250,0.15,5.0343732471839234e-05
454,7,750,0.25,5.083358524639073e-05
455,12,2750,0.15,5.086331143623175e-05
456,14,3500,0.3,5.215336677901401e-05
457,14,4000,0.05,5.315416529607701e-05
458,14,3000,0.3,5.3339655276132236e-05
459,11,3000,0.25,5.347131752450368e-05
460,11,2250,0.05,5.3551677803280085e-05
461,12,1000,0.0,5.367176261576512e-05
462,11,2250,0.15,5.411704730457365e-05
463,13,4000,0.2,5.435273773050023e-05
464,15,2750,0.3,5.471886557211853e-05
465,15,3500,0.25,5.4910338495409634e-05
466,8,1250,0.15,5.502739025525284e-05
467,12,2750,0.3,5.5283612418315894e-05
468,7,750,0.15,5.566312963196974e-05
469,14,3500,0.2,5.571426932263578e-05
470,4,250,0.1,5.6570148742593806e-05
471,5,250,0.05,5.6579390362594335e-05
472,15,4500,0.2,5.668626308872643e-05
473,12,2750,0.2,5.677349328010529e-05
474,15,3500,0.05,5.694741382767255e-05
475,14,4500,0.3,5.694952349372297e-05
476,15,4000,0.3,5.7212191884591916e-05
477,4,250,0.3,5.750964499491218e-05
478,13,3250,0.1,5.7729813071934456e-05
479,15,4500,0.1,5.7767143753386586e-05
480,13,2500,0.15,5.8000064746435075e-05
481,12,1500,0.05,5.807797712028046e-05
482,13,4250,0.2,5.8267425229556255e-05
483,10,1750,0.25,5.8426345915203985e-05
484,14,4500,0.25,5.868156682566755e-05
485,10,3000,0.25,5.8809563626626415e-05
486,15,3500,0.2,5.881361732881259e-05
487,14,4000,0.3,5.8917747011408994e-05
488,13,2750,0.3,5.8928417090909095e-05
489,6,500,0.2,5.9007673105321e-05
490,8,1250,0.1,5.920539800956125e-05
491,15,3000,0.1,5.98719562021788e-05
492,8,750,0.1,5.997087848952485e-05
493,6,250,0.0,6.0282603331256547e-05
494,6,500,0.25,6.0562540374193614e-05
495,13,2750,0.05,6.065704554623535e-05
496,15,4250,0.2,6.128510107538886e-05
497,14,2500,0.25,6.205529502952577e-05
498,11,2500,0.15,6.226618081916941e-05
499,15,3000,0.2,6.228091672154808e-05
500,13,3250,0.25,6.280983928378715e-05
501,15,3750,0.05,6.316190920604575e-05
502,14,3250,0.3,6.318283691948149e-05
503,13,1250,0.0,6.321874653750657e-05
504,14,4250,0.05,6.334946013649251e-05
505,10,2000,0.1,6.392944440242446e-05
506,5,250,0.1,6.403420700394543e-05
507,13,3750,0.25,6.451935634308054e-05
508,13,3500,0.15,6.45416404660499e-05
509,8,1250,0.3,6.471833251434154e-05
510,4,250,0.2,6.491007152583906e-05
511,5,250,0.25,6.495640255513005e-05
512,9,1250,0.05,6.496539867195031e-05
513,12,2000,0.05,6.505804245599072e-05
514,5,500,0.25,6.535029235155546e-05
515,12,2500,0.2,6.5539709056884e-05
516,10,3750,0.3,6.574596353140804e-05
517,13,4750,0.25,6.594407084356225e-05
518,9,1000,0.05,6.599147728376396e-05
519,13,4000,0.3,6.608048764375268e-05
520,11,2750,0.3,6.614745536069407e-05
521,13,3000,0.2,6.633098048843489e-05
522,8,1750,0.2,6.658573356901522e-05
523,8,1250,0.25,6.670331305590942e-05
524,12,1750,0.05,6.683299258942562e-05
525,9,1250,0.3,6.701285392458415e-05
526,12,2500,0.25,6.711007738541142e-05
527,15,5250,0.3,6.73295360704032e-05
528,11,2250,0.3,6.741547419517394e-05
529,12,2750,0.1,6.742872556928469e-05
530,15,3250,0.25,6.778524665321409e-05
531,6,500,0.05,6.812134770766567e-05
532,12,2250,0.3,6.835507243583444e-05
533,14,3250,0.15,6.835599235015788e-05
534,14,3750,0.15,6.863681788968546e-05
535,14,3000,0.15,6.895143342583168e-05
536,14,3250,0.1,6.92844723846839e-05
537,15,3750,0.15,6.950291246349858e-05
538,14,4250,0.25,7.03667544899855e-05
539,13,3250,0.05,7.068933936280207e-05
540,15,3500,0.1,7.087688762784495e-05
541,15,4000,0.15,7.112212529589601e-05
542,11,2500,0.2,7.171611368229554e-05
543,15,3750,0.2,7.195460088527834e-05
544,14,3750,0.05,7.29688917162171e-05
545,11,3500,0.1,7.313073802870537e-05
546,15,4250,0.3,7.332832464191308e-05
547,14,3500,0.05,7.349553636567837e-05
548,12,3500,0.3,7.35620014788624e-05
549,9,1750,0.2,7.371244434193493e-05
550,15,4500,0.05,7.378111206378858e-05
551,10,1500,0.3,7.41776901508541e-05
552,4,250,0.15,7.424890396177978e-05
553,14,4750,0.3,7.428160320400382e-05
554,14,4250,0.1,7.497088853939283e-05
555,14,5000,0.15,7.533274771229462e-05
556,12,4000,0.2,7.565843732392128e-05
557,15,3000,0.15,7.60140071605588e-05
558,11,3750,0.3,7.618575737428125e-05
559,14,4000,0.2,7.633222681768555e-05
560,15,4250,0.05,7.656311007707108e-05
561,8,1750,0.15,7.66510057085137e-05
562,3,250,0.3,7.707658679077136e-05
563,12,3000,0.1,7.741757734763237e-05
564,10,2000,0.05,7.853271653316655e-05
565,8,500,0.0,7.886491832684673e-05
566,13,3250,0.3,7.895014822647052e-05
567,11,2250,0.2,7.977664013521634e-05
568,13,4250,0.25,8.096915802953456e-05
569,14,3250,0.25,8.143814178309896e-05
570,15,4250,0.25,8.144562121642077e-05
571,8,1000,0.15,8.194784981572135e-05
572,12,2000,0.1,8.210557010393837e-05
573,12,1750,0.1,8.272807465136529e-05
574,11,3500,0.15,8.284279960102342e-05
575,8,1000,0.1,8.291448727159754e-05
576,14,4250,0.3,8.442955894645343e-05
577,7,1250,0.2,8.44840471666834e-05
578,12,2500,0.15,8.452329178423211e-05
579,11,2250,0.25,8.478487670521628e-05
580,12,3500,0.05,8.528859105311852e-05
581,14,5750,0.2,8.544095542578651e-05
582,9,1000,0.15,8.579227329638764e-05
583,15,6750,0.2,8.630938313956382e-05
584,15,5000,0.1,8.658069527626388e-05
585,9,1750,0.15,8.664584048376608e-05
586,11,2000,0.25,8.685335274821797e-05
587,10,1750,0.15,8.716505282919826e-05
588,10,3250,0.3,8.720186062641534e-05
589,11,1750,0.1,8.746128256539831e-05
590,12,2000,0.2,8.7964179906641e-05
591,8,1750,0.1,8.817782641374551e-05
592,13,5000,0.3,8.822710640572891e-05
593,12,3500,0.25,8.883053001931557e-05
594,12,2250,0.05,8.907924904893011e-05
595,14,6000,0.15,8.930842491035997e-05
596,11,2000,0.1,8.94791863801714e-05
597,15,5750,0.25,9.005693576664139e-05
598,9,1500,0.25,9.005920800246901e-05
599,13,4250,0.3,9.023122555536931e-05
600,15,5500,0.15,9.036149802204489e-05
601,11,4750,0.25,9.038208485554294e-05
602,14,5250,0.3,9.076402092731882e-05
603,9,1500,0.05,9.09289690262069e-05
604,9,2250,0.3,9.096249434937953e-05
605,9,2000,0.05,9.096434401897333e-05
606,9,1500,0.1,9.097920029078355e-05
607,15,3250,0.15,9.136871341548887e-05
608,15,6000,0.1,9.159108142435804e-05
609,14,3750,0.2,9.195137009719463e-05
610,13,4000,0.05,9.22069420911457e-05
611,10,1500,0.25,9.284615729447796e-05
612,10,1500,0.1,9.291813610263272e-05
613,10,2250,0.25,9.292835437859556e-05
614,10,1750,0.05,9.348097199247513e-05
615,8,1500,0.15,9.37373536544395e-05
616,15,6500,0.3,9.42535177303891e-05
617,6,500,0.1,9.42807400225437e-05
618,10,750,0.0,9.491126965309534e-05
619,14,3500,0.1,9.512901652475624e-05
620,9,1750,0.25,9.53958314005743e-05
621,12,3250,0.25,9.552694923595265e-05
622,11,3250,0.05,9.57154401371335e-05
623,15,6000,0.3,9.624614510549183e-05
624,6,750,0.1,9.635243867248655e-05
625,7,1000,0.25,9.652765245209679e-05
626,12,2750,0.05,9.695357121663274e-05
627,5,500,0.2,9.72231859519956e-05
628,14,1500,0.0,9.740840964032352e-05
629,12,3500,0.15,9.785969955337229e-05
630,15,6000,0.25,9.787092564423486e-05
631,10,2250,0.1,9.794659347936132e-05
632,12,3000,0.15,9.79530889020187e-05
633,11,3250,0.15,9.803254017011735e-05
