TIMESTAMP,WSHEC_OPEN_PRICE_USD,WSHEC_HIGH_PRICE_USD,WSHEC_LOW_PRICE_USD,WSHEC_CLOSE_PRICE_USD,WSHEC_VOLUME_USD,WSHEC_DIVIDENDS_USD,WSHEC_STOCK_SPLITS_USD
2021-12-16 00:00:00+00:00,275.8056335449219,287.39776611328125,262.1588439941406,265.58233642578125,357663,0.0,0.0
2021-12-17 00:00:00+00:00,265.6705627441406,266.3516845703125,219.31341552734375,219.56033325195312,269079,0.0,0.0
2021-12-18 00:00:00+00:00,219.584228515625,258.33685302734375,190.79454040527344,242.6059112548828,394890,0.0,0.0
2021-12-19 00:00:00+00:00,242.69854736328125,248.88658142089844,226.7399139404297,227.14979553222656,197664,0.0,0.0
2021-12-20 00:00:00+00:00,227.06356811523438,227.06356811523438,198.72169494628906,216.21273803710938,214204,0.0,0.0
2021-12-21 00:00:00+00:00,216.22251892089844,245.03012084960938,209.54942321777344,223.96881103515625,275418,0.0,0.0
2021-12-22 00:00:00+00:00,224.03195190429688,265.5003967285156,222.7870635986328,258.82879638671875,239441,0.0,0.0
2021-12-23 00:00:00+00:00,258.6452941894531,301.784423828125,253.59779357910156,297.9740905761719,444002,0.0,0.0
2021-12-24 00:00:00+00:00,297.93475341796875,355.4500732421875,295.3042297363281,347.93316650390625,537158,0.0,0.0
2021-12-25 00:00:00+00:00,348.04400634765625,348.04400634765625,298.2388000488281,303.0182189941406,375627,0.0,0.0
2021-12-26 00:00:00+00:00,302.9304504394531,308.4051208496094,273.29083251953125,294.8384094238281,393208,0.0,0.0
2021-12-27 00:00:00+00:00,294.8739929199219,301.42523193359375,273.16888427734375,287.841552734375,334619,0.0,0.0
2021-12-28 00:00:00+00:00,287.8717041015625,304.2689208984375,264.4735412597656,273.09442138671875,721303,0.0,0.0
2021-12-29 00:00:00+00:00,273.0712585449219,283.65435791015625,256.51348876953125,262.8321228027344,372731,0.0,0.0
2021-12-30 00:00:00+00:00,262.619873046875,285.22857666015625,259.2749328613281,283.6011962890625,279588,0.0,0.0
2021-12-31 00:00:00+00:00,283.5905456542969,295.6080627441406,269.5179443359375,284.9790344238281,413669,0.0,0.0
2022-01-01 00:00:00+00:00,284.9790344238281,318.517578125,277.06463623046875,318.517578125,170286,0.0,0.0
2022-01-02 00:00:00+00:00,318.517578125,336.6173400878906,306.9858703613281,317.4476623535156,253099,0.0,0.0
2022-01-03 00:00:00+00:00,317.4476623535156,342.35162353515625,270.2252197265625,282.5298767089844,352241,0.0,0.0
2022-01-04 00:00:00+00:00,283.10052490234375,321.5433349609375,276.8824462890625,307.0967712402344,273405,0.0,0.0
2022-01-05 00:00:00+00:00,307.0967712402344,340.6251220703125,280.70257568359375,289.2994689941406,586740,0.0,0.0
2022-01-06 00:00:00+00:00,289.2994689941406,339.74859619140625,282.1490478515625,323.5518493652344,374578,0.0,0.0
2022-01-07 00:00:00+00:00,323.5518493652344,387.8952331542969,304.4249572753906,371.8928527832031,670734,0.0,0.0
2022-01-08 00:00:00+00:00,371.8928527832031,388.0178527832031,335.4370422363281,350.69073486328125,555804,0.0,0.0
2022-01-09 00:00:00+00:00,350.69073486328125,378.8321228027344,346.5270080566406,362.64068603515625,394629,0.0,0.0
2022-01-10 00:00:00+00:00,362.64068603515625,379.005615234375,353.155029296875,375.79852294921875,473239,0.0,0.0
2022-01-11 00:00:00+00:00,375.79852294921875,465.7275390625,368.9627685546875,448.8948059082031,1028124,0.0,0.0
2022-01-12 00:00:00+00:00,448.8948059082031,481.22900390625,438.7317199707031,477.3580627441406,773023,0.0,0.0
2022-01-13 00:00:00+00:00,477.3580627441406,479.91412353515625,430.01715087890625,430.01715087890625,610105,0.0,0.0
2022-01-14 00:00:00+00:00,430.01715087890625,443.7647399902344,352.55364990234375,386.126708984375,3753988,0.0,0.0
2022-01-15 00:00:00+00:00,386.126708984375,397.7073974609375,372.3597106933594,379.3846435546875,627548,0.0,0.0
2022-01-16 00:00:00+00:00,379.3846435546875,381.6460266113281,343.1566162109375,357.1385498046875,595246,0.0,0.0
2022-01-17 00:00:00+00:00,357.1385498046875,362.38006591796875,270.4289855957031,299.29754638671875,1512057,0.0,0.0
2022-01-18 00:00:00+00:00,299.29754638671875,307.9388427734375,242.34228515625,258.6842956542969,1051167,0.0,0.0
2022-01-19 00:00:00+00:00,258.6842956542969,324.42315673828125,255.8409881591797,299.7695007324219,861263,0.0,0.0
2022-01-20 00:00:00+00:00,299.7695007324219,329.0616149902344,298.6065979003906,303.3919677734375,481849,0.0,0.0
2022-01-21 00:00:00+00:00,303.3919677734375,306.9725341796875,246.3340301513672,247.43307495117188,603921,0.0,0.0
2022-01-22 00:00:00+00:00,247.43307495117188,259.7078552246094,226.3541259765625,242.2703094482422,621515,0.0,0.0
2022-01-23 00:00:00+00:00,242.2703094482422,267.28662109375,241.75927734375,260.1747741699219,431191,0.0,0.0
2022-01-24 00:00:00+00:00,260.1747741699219,260.1747741699219,224.07325744628906,254.6514892578125,828531,0.0,0.0
2022-01-25 00:00:00+00:00,254.6514892578125,262.0616455078125,178.72682189941406,213.01292419433594,1190327,0.0,0.0
