TIMESTAMP,MUMU30285_OPEN_PRICE_USD,MUMU30285_HIGH_PRICE_USD,MUMU30285_LOW_PRICE_USD,MUMU30285_CLOSE_PRICE_USD,MUMU30285_VOLUME_USD,MUMU30285_DIVIDENDS_USD,MUMU30285_STOCK_SPLITS_USD
2024-04-01 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,9.000000318337698e-06,9.999999747378752e-06,6087128,0.0,0.0
2024-04-02 00:00:00+00:00,9.999999747378752e-06,1.4000000192027073e-05,7.000000096013537e-06,9.999999747378752e-06,6015851,0.0,0.0
2024-04-03 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,3137389,0.0,0.0
2024-04-04 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.000000096013537e-06,9.999999747378752e-06,3271070,0.0,0.0
2024-04-05 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,9.000000318337698e-06,9.999999747378752e-06,5718555,0.0,0.0
2024-04-06 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.000000318337698e-06,9.000000318337698e-06,2579159,0.0,0.0
2024-04-07 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,7.999999979801942e-06,1651973,0.0,0.0
2024-04-08 00:00:00+00:00,7.999999979801942e-06,1.2000000424450263e-05,7.999999979801942e-06,1.1000000085914508e-05,2876904,0.0,0.0
2024-04-09 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.000000318337698e-06,9.000000318337698e-06,1662793,0.0,0.0
2024-04-10 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.000000096013537e-06,9.000000318337698e-06,1989312,0.0,0.0
2024-04-11 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,2187272,0.0,0.0
2024-04-12 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,6.000000212225132e-06,7.999999979801942e-06,3736335,0.0,0.0
2024-04-13 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,4.999999873689376e-06,6.000000212225132e-06,2514801,0.0,0.0
2024-04-14 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,1568908,0.0,0.0
2024-04-15 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,1748230,0.0,0.0
2024-04-16 00:00:00+00:00,7.000000096013537e-06,9.999999747378752e-06,7.000000096013537e-06,9.999999747378752e-06,3026041,0.0,0.0
2024-04-17 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,7.999999979801942e-06,1.1000000085914508e-05,7130253,0.0,0.0
2024-04-18 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,9.000000318337698e-06,1.2000000424450263e-05,4978443,0.0,0.0
2024-04-19 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.000000318337698e-06,9.999999747378752e-06,2664802,0.0,0.0
2024-04-20 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,1575270,0.0,0.0
2024-04-21 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.999999747378752e-06,9.999999747378752e-06,2274388,0.0,0.0
2024-04-22 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,7.999999979801942e-06,1.1000000085914508e-05,3541568,0.0,0.0
2024-04-23 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,4983530,0.0,0.0
2024-04-24 00:00:00+00:00,9.999999747378752e-06,1.4999999621068127e-05,9.999999747378752e-06,1.2999999853491317e-05,5803768,0.0,0.0
2024-04-25 00:00:00+00:00,1.2999999853491317e-05,1.9999999494757503e-05,1.2999999853491317e-05,1.8000000636675395e-05,8981823,0.0,0.0
2024-04-26 00:00:00+00:00,1.8000000636675395e-05,2.9000000722589903e-05,1.4999999621068127e-05,1.9999999494757503e-05,13766393,0.0,0.0
2024-04-27 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.5999999959603883e-05,1.700000029813964e-05,8578484,0.0,0.0
2024-04-28 00:00:00+00:00,1.700000029813964e-05,1.8999999156221747e-05,1.4999999621068127e-05,1.700000029813964e-05,4952914,0.0,0.0
2024-04-29 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.2999999853491317e-05,1.5999999959603883e-05,3647949,0.0,0.0
2024-04-30 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.1000000085914508e-05,1.4000000192027073e-05,3502940,0.0,0.0
2024-05-01 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.1000000085914508e-05,1.4000000192027073e-05,2896725,0.0,0.0
2024-05-02 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.1000000085914508e-05,1.4000000192027073e-05,3506426,0.0,0.0
2024-05-03 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.4000000192027073e-05,2619098,0.0,0.0
2024-05-04 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,2124626,0.0,0.0
