TIMESTAMP,VITALIK_OPEN_PRICE_USD,VITALIK_HIGH_PRICE_USD,VITALIK_LOW_PRICE_USD,VITALIK_CLOSE_PRICE_USD,VITALIK_VOLUME_USD,VITALIK_DIVIDENDS_USD,VITALIK_STOCK_SPLITS_USD
2025-03-09 00:00:00+00:00,0.0001630000042496249,0.0001630000042496249,0.00014699999883305281,0.00014699999883305281,0,0.0,0.0
2025-03-10 00:00:00+00:00,0.00014699999883305281,0.0001539999939268455,0.00014699999883305281,0.0001539999939268455,0,0.0,0.0
2025-03-11 00:00:00+00:00,0.0001539999939268455,0.00016199999663513154,0.00013499999477062374,0.00015799999528098851,0,0.0,0.0
2025-03-12 00:00:00+00:00,0.00015799999528098851,0.00016199999663513154,0.00014200000441633165,0.00016199999663513154,0,0.0,0.0
2025-03-13 00:00:00+00:00,0.00016199999663513154,0.00016199999663513154,0.00016199999663513154,0.00016199999663513154,0,0.0,0.0
2025-03-14 00:00:00+00:00,0.00016199999663513154,0.00016900000628083944,0.00016199999663513154,0.00016799999866634607,0,0.0,0.0
2025-03-15 00:00:00+00:00,0.00016799999866634607,0.00017100000695791095,0.00016799999866634607,0.00017100000695791095,0,0.0,0.0
2025-03-16 00:00:00+00:00,0.00017100000695791095,0.00017100000695791095,0.00015999999595806003,0.00015999999595806003,0,0.0,0.0
2025-03-17 00:00:00+00:00,0.00015999999595806003,0.00015999999595806003,0.0001500000071246177,0.00015199999324977398,0,0.0,0.0
2025-03-18 00:00:00+00:00,0.00015199999324977398,0.00015199999324977398,0.00014899999951012433,0.00014899999951012433,0,0.0,0.0
2025-03-19 00:00:00+00:00,0.00014899999951012433,0.00015199999324977398,0.00014899999951012433,0.00015199999324977398,0,0.0,0.0
2025-03-20 00:00:00+00:00,0.00015199999324977398,0.00015799999528098851,0.00015199999324977398,0.00015500000154133886,0,0.0,0.0
2025-03-21 00:00:00+00:00,0.00015500000154133886,0.00015500000154133886,0.0001539999939268455,0.0001539999939268455,0,0.0,0.0
2025-03-22 00:00:00+00:00,0.0001539999939268455,0.00017600000137463212,0.0001539999939268455,0.00017600000137463212,0,0.0,0.0
2025-03-23 00:00:00+00:00,0.00017600000137463212,0.00018400000408291817,0.00017600000137463212,0.00018099999579135329,0,0.0,0.0
2025-03-24 00:00:00+00:00,0.00018099999579135329,0.00018699999782256782,0.00018099999579135329,0.00018699999782256782,0,0.0,0.0
2025-03-25 00:00:00+00:00,0.00018699999782256782,0.00018699999782256782,0.0001829999964684248,0.0001829999964684248,0,0.0,0.0
2025-03-26 00:00:00+00:00,0.0001829999964684248,0.0001829999964684248,0.0001720000000204891,0.0001720000000204891,0,0.0,0.0
2025-03-27 00:00:00+00:00,0.0001720000000204891,0.0001720000000204891,0.0001720000000204891,0.0001720000000204891,0,0.0,0.0
2025-03-28 00:00:00+00:00,0.0001720000000204891,0.0001720000000204891,0.00015500000154133886,0.00015500000154133886,0,0.0,0.0
2025-03-29 00:00:00+00:00,0.00015500000154133886,0.00015500000154133886,0.00015500000154133886,0.00015500000154133886,0,0.0,0.0
2025-03-30 00:00:00+00:00,0.00015500000154133886,0.00015500000154133886,0.00014200000441633165,0.00014200000441633165,0,0.0,0.0
2025-03-31 00:00:00+00:00,0.00014200000441633165,0.00014200000441633165,0.00012799999967683107,0.00013600000238511711,0,0.0,0.0
2025-04-01 00:00:00+00:00,0.00013600000238511711,0.00013600000238511711,0.00013600000238511711,0.00013600000238511711,0,0.0,0.0
2025-04-02 00:00:00+00:00,0.00013600000238511711,0.00013600000238511711,0.00013600000238511711,0.00013600000238511711,0,0.0,0.0
2025-04-03 00:00:00+00:00,0.00012599999899975955,0.00012599999899975955,0.0001140000022132881,0.0001140000022132881,698,0.0,0.0
2025-04-04 00:00:00+00:00,0.0001140000022132881,0.0001340000017080456,0.00011200000153621659,0.00011200000153621659,0,0.0,0.0
2025-04-05 00:00:00+00:00,0.00011200000153621659,0.0001140000022132881,0.00011200000153621659,0.0001140000022132881,0,0.0,0.0
2025-04-06 00:00:00+00:00,0.0001140000022132881,0.0001140000022132881,0.00011100000119768083,0.00011100000119768083,0,0.0,0.0
2025-04-07 00:00:00+00:00,0.00011100000119768083,0.00011100000119768083,7.999999797903001e-05,7.999999797903001e-05,499,0.0,0.0
2025-04-08 00:00:00+00:00,7.999999797903001e-05,7.999999797903001e-05,7.999999797903001e-05,7.999999797903001e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,7.999999797903001e-05,8.399999933317304e-05,7.000000186963007e-05,8.399999933317304e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,8.399999933317304e-05,9.699999645818025e-05,7.699999696342275e-05,7.699999696342275e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,7.699999696342275e-05,7.699999696342275e-05,7.699999696342275e-05,7.699999696342275e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,7.699999696342275e-05,7.699999696342275e-05,7.699999696342275e-05,7.699999696342275e-05,0,0.0,0.0
2025-04-13 00:00:00+00:00,8.299999899463728e-05,8.299999899463728e-05,7.999999797903001e-05,7.999999797903001e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,7.999999797903001e-05,8.299999899463728e-05,7.999999797903001e-05,8.299999899463728e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,8.299999899463728e-05,8.900000102585182e-05,8.299999899463728e-05,8.399999933317304e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,8.399999933317304e-05,8.399999933317304e-05,8.399999933317304e-05,8.399999933317304e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,8.399999933317304e-05,8.600000001024455e-05,8.099999831756577e-05,8.600000001024455e-05,8,0.0,0.0
2025-04-18 00:00:00+00:00,8.600000001024455e-05,9.100000170292333e-05,8.600000001024455e-05,8.900000102585182e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,8.900000102585182e-05,8.900000102585182e-05,8.70000003487803e-05,8.800000068731606e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,8.800000068731606e-05,8.800000068731606e-05,8.399999933317304e-05,8.399999933317304e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,8.399999933317304e-05,8.399999933317304e-05,8.399999933317304e-05,8.399999933317304e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,8.399999933317304e-05,0.00010699999984353781,8.399999933317304e-05,0.00010699999984353781,0,0.0,0.0
2025-04-23 00:00:00+00:00,0.00010699999984353781,0.00011700000322889537,9.899999713525176e-05,9.899999713525176e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,9.899999713525176e-05,0.0001320000010309741,9.899999713525176e-05,0.00011999999696854502,0,0.0,0.0
2025-04-25 00:00:00+00:00,0.00011999999696854502,0.0001230000052601099,0.00011500000255182385,0.00011500000255182385,0,0.0,0.0
2025-04-26 00:00:00+00:00,0.00011500000255182385,0.00014099999680183828,0.0001140000022132881,0.00014099999680183828,0,0.0,0.0
2025-04-27 00:00:00+00:00,0.00014099999680183828,0.00014099999680183828,0.00010199999815085903,0.00010299999848939478,0,0.0,0.0
2025-04-28 00:00:00+00:00,0.00010299999848939478,0.00010399999882793054,9.999999747378752e-05,0.00010399999882793054,0,0.0,0.0
2025-04-29 00:00:00+00:00,0.00010399999882793054,0.00010399999882793054,0.00010399999882793054,0.00010399999882793054,0,0.0,0.0
2025-04-30 00:00:00+00:00,0.00010399999882793054,0.00010399999882793054,0.00010099999781232327,0.00010099999781232327,0,0.0,0.0
2025-05-01 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0,0.0,0.0
2025-05-02 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0.00010099999781232327,0,0.0,0.0
2025-05-03 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,9.7999996796716e-05,9.7999996796716e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,9.7999996796716e-05,9.7999996796716e-05,9.600000339560211e-05,9.600000339560211e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,9.600000339560211e-05,9.600000339560211e-05,9.500000305706635e-05,9.500000305706635e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,9.500000305706635e-05,9.500000305706635e-05,9.000000136438757e-05,9.000000136438757e-05,0,0.0,0.0
