TIMESTAMP,BB15231_OPEN_PRICE_USD,BB15231_HIGH_PRICE_USD,BB15231_LOW_PRICE_USD,BB15231_CLOSE_PRICE_USD,BB15231_VOLUME_USD,BB15231_DIVIDENDS_USD,BB15231_STOCK_SPLITS_USD
2021-11-27 00:00:00+00:00,,,,0.0,1566145,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,1576914,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,308185,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,158937,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,176922,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,168237,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,118500,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,76034,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,85676,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,90297,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,46106,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,48129,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,31122,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,55425,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,82530,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,91738,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,184252,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,174407,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,56838,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,33912,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,34525,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,33069,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,31530,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,40413,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,45375,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,66023,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,82779,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,32669,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,17663,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,40976,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,79285,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,43935,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,26160,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,30883,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,15017,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,23331,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,15307,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,49932,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,135180,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,134036,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,89959,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,131755,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,140624,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,36871,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,54005,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,106705,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,86551,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,71805,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,77592,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,35766,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,18971,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,43558,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,29643,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,68580,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,50948,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,37596,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,13087,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,7230,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,29047,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,35946,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,21115,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,26690,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,29096,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,8349,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,20082,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,46379,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,69738,0.0,0.0
