TIMESTAMP,ET31686_OPEN_PRICE_USD,ET31686_HIGH_PRICE_USD,ET31686_LOW_PRICE_USD,ET31686_CLOSE_PRICE_USD,ET31686_VOLUME_USD,ET31686_DIVIDENDS_USD,ET31686_STOCK_SPLITS_USD
2024-06-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,139878,0.0,0.0
2024-06-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,204090,0.0,0.0
2024-06-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,559520,0.0,0.0
2024-06-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,171873,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,421240,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,323605,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,346734,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,296379,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,354686,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,370221,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,391357,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,320751,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,367829,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,420125,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,351712,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,369033,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,364159,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,374602,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,380964,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,360289,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,313847,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,313643,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,459168,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,449844,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,273909,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,285615,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,436007,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,383191,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,315001,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,373916,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,344303,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,264974,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,298197,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,448119,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,328240,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,211250,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,234727,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,345378,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,353300,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,333994,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,323582,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,243789,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,196788,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,178643,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,31673,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,26198,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,91318,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,130901,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,137695,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,255557,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,182713,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,126148,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,127783,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,134756,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,133757,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,84606,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,73278,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,72978,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,155775,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,179019,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,209881,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,199638,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,204802,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,167515,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,171088,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,157030,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,138331,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,152383,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,175881,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,122487,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,163652,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,210129,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,182027,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,189781,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,173577,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,177999,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,196748,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,147108,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,153859,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,132841,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,141533,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,105655,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,115484,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,98357,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,45510,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,61657,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,7416,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,1895,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,224,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,106,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,955,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,1731,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,296,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,106,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,397,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,1317,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,280,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,267,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,344,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,223,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,5961,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,6436,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,2627,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,1385,0.0,0.0
