TIMESTAMP,LIZD_OPEN_PRICE_USD,LIZD_HIGH_PRICE_USD,LIZD_LOW_PRICE_USD,LIZD_CLOSE_PRICE_USD,LIZD_VOLUME_USD,LIZD_DIVIDENDS_USD,LIZD_STOCK_SPLITS_USD
2023-06-06 00:00:00+00:00,,,,0.0,1125,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,21,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,77,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,10122,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,1201,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,1605,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,2258,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,823,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,1142,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,2301,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,2224,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,2472,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,1780,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,1951,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,2128,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,2364,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,7396,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,11527,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,79,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,7477,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,712,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,2761,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,3869,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,554,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,577,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,976,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,112,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,245,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,140,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,393,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,544,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,381,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,71,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,117,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,163,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,87,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,83,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,221,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,134,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,99,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,144,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,344,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,1171,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,382,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,61,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,237,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,61,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,768,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,43,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,602,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,197,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,149,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,59,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,56,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,407,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,261,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,218,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,1401,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,337,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,683,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,535,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,608,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,474,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,405,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,731,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,425,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,985,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,968,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,63,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,132,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,284,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,182,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,203,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,740,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,930,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,547,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,453,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,57,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,781,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,354,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,64,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,633,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,92,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,276,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,62,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,95,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,185,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,508,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,1796,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,275,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,150,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,120,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,109,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,130,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,91,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,276,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,655,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,82,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,160,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,309,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,275,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,49,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,136,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,197,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,105,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,49,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,164,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,75,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,18,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,62,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,231,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,101,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,58,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,104,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,1,0.0,0.0
