TIMESTAMP,SENKU_OPEN_PRICE_USD,SENKU_HIGH_PRICE_USD,SENKU_LOW_PRICE_USD,SENKU_CLOSE_PRICE_USD,SENKU_VOLUME_USD,SENKU_DIVIDENDS_USD,SENKU_STOCK_SPLITS_USD
2025-02-28 00:00:00+00:00,7.79999973019585e-05,7.79999973019585e-05,7.100000220816582e-05,7.599999662488699e-05,351,0.0,0.0
2025-03-01 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,7.400000322377309e-05,7.500000356230885e-05,190,0.0,0.0
2025-03-02 00:00:00+00:00,7.500000356230885e-05,8.600000001024455e-05,7.500000356230885e-05,8.600000001024455e-05,139,0.0,0.0
2025-03-03 00:00:00+00:00,8.600000001024455e-05,8.600000001024455e-05,6.800000119255856e-05,6.800000119255856e-05,628,0.0,0.0
2025-03-04 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,5.999999848427251e-05,6.299999949987978e-05,0,0.0,0.0
2025-03-05 00:00:00+00:00,6.299999949987978e-05,6.399999983841553e-05,6.0999998822808266e-05,6.0999998822808266e-05,0,0.0,0.0
2025-03-06 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.8000001445179805e-05,5.8000001445179805e-05,0,0.0,0.0
2025-03-07 00:00:00+00:00,5.8000001445179805e-05,5.8000001445179805e-05,5.0999999075429514e-05,5.199999941396527e-05,0,0.0,0.0
2025-03-08 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,5.0999999075429514e-05,5.0999999075429514e-05,0,0.0,0.0
2025-03-09 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.3000000005122274e-05,4.3000000005122274e-05,2,0.0,0.0
2025-03-10 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,4.199999966658652e-05,4.199999966658652e-05,0,0.0,0.0
2025-03-11 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.600000127335079e-05,3.899999865097925e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,3.899999865097925e-05,4.199999966658652e-05,3.7000001611886546e-05,4.199999966658652e-05,0,0.0,0.0
2025-03-13 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,3.899999865097925e-05,4.600000102072954e-05,3.899999865097925e-05,4.600000102072954e-05,0,0.0,0.0
2025-03-15 00:00:00+00:00,4.600000102072954e-05,4.8999998398358e-05,4.600000102072954e-05,4.8999998398358e-05,0,0.0,0.0
2025-03-16 00:00:00+00:00,4.8999998398358e-05,5.199999941396527e-05,4.8000001697801054e-05,4.8000001697801054e-05,0,0.0,0.0
2025-03-17 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.70000013592653e-05,4.8000001697801054e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.400000034365803e-05,4.400000034365803e-05,0,0.0,0.0
2025-03-19 00:00:00+00:00,4.400000034365803e-05,4.600000102072954e-05,4.400000034365803e-05,4.5000000682193786e-05,0,0.0,0.0
2025-03-20 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.199999966658652e-05,4.199999966658652e-05,0,0.0,0.0
2025-03-21 00:00:00+00:00,4.199999966658652e-05,4.5000000682193786e-05,4.199999966658652e-05,4.5000000682193786e-05,0,0.0,0.0
2025-03-22 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,4.5000000682193786e-05,4.70000013592653e-05,0,0.0,0.0
2025-03-23 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.70000013592653e-05,4.8000001697801054e-05,0,0.0,0.0
2025-03-24 00:00:00+00:00,4.8000001697801054e-05,5.199999941396527e-05,4.70000013592653e-05,5.0999999075429514e-05,0,0.0,0.0
2025-03-25 00:00:00+00:00,5.0999999075429514e-05,5.2999999752501026e-05,5.0999999075429514e-05,5.0999999075429514e-05,0,0.0,0.0
2025-03-26 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
