TIMESTAMP,JINGLE_OPEN_PRICE_USD,JINGLE_HIGH_PRICE_USD,JINGLE_LOW_PRICE_USD,JINGLE_CLOSE_PRICE_USD,JINGLE_VOLUME_USD,JINGLE_DIVIDENDS_USD,JINGLE_STOCK_SPLITS_USD
2025-04-28 00:00:00+00:00,0.021014999598264694,0.02223999984562397,0.019293999299407005,0.020407000556588173,358711,0.0,0.0
2025-04-29 00:00:00+00:00,0.020304000005126,0.020881999284029007,0.016925999894738197,0.018007000908255577,350016,0.0,0.0
2025-04-30 00:00:00+00:00,0.018007000908255577,0.019997000694274902,0.01573600061237812,0.017170999199151993,373687,0.0,0.0
2025-05-01 00:00:00+00:00,0.017097000032663345,0.017178000882267952,0.010018999688327312,0.010707000270485878,953366,0.0,0.0
2025-05-02 00:00:00+00:00,0.010707000270485878,0.012431999668478966,0.008609999902546406,0.011102000251412392,319843,0.0,0.0
2025-05-03 00:00:00+00:00,0.011105000041425228,0.013447999954223633,0.010808000341057777,0.010808000341057777,107051,0.0,0.0
2025-05-04 00:00:00+00:00,0.010808000341057777,0.011111999861896038,0.008384999819099903,0.009069999679923058,171191,0.0,0.0
2025-05-05 00:00:00+00:00,0.009069999679923058,0.009150000289082527,0.008062999695539474,0.00820900034159422,14051,0.0,0.0
2025-05-06 00:00:00+00:00,0.00820900034159422,0.009189000353217125,0.007799999788403511,0.008465999737381935,30184,0.0,0.0
2025-05-07 00:00:00+00:00,0.008465999737381935,0.008899999782443047,0.0084610003978014,0.008586999960243702,3123,0.0,0.0
2025-05-08 00:00:00+00:00,0.008586999960243702,0.008898000232875347,0.0015119999879971147,0.0016090000281110406,171059,0.0,0.0
2025-05-09 00:00:00+00:00,0.0016280000563710928,0.0016339999856427312,0.0008919999818317592,0.0009059999720193446,97702,0.0,0.0
2025-05-10 00:00:00+00:00,0.0009059999720193446,0.0009190000128000975,0.0007029999978840351,0.0007350000087171793,10880,0.0,0.0
2025-05-11 00:00:00+00:00,0.0007350000087171793,0.0007440000190399587,0.0006079999729990959,0.0006520000169984996,7969,0.0,0.0
2025-05-12 00:00:00+00:00,0.0006520000169984996,0.0006750000175088644,0.00011200000153621659,0.00013000000035390258,148178,0.0,0.0
2025-05-13 00:00:00+00:00,0.00013000000035390258,0.00013699999544769526,4.8999998398358e-05,6.199999916134402e-05,26651,0.0,0.0
2025-05-14 00:00:00+00:00,6.199999916134402e-05,6.299999949987978e-05,2.9999999242136255e-05,3.300000025774352e-05,10395,0.0,0.0
2025-05-15 00:00:00+00:00,3.300000025774352e-05,3.7999998312443495e-05,2.300000051036477e-05,2.8000000384054147e-05,28506,0.0,0.0
2025-05-16 00:00:00+00:00,2.8000000384054147e-05,3.099999958067201e-05,2.499999936844688e-05,2.5999999706982635e-05,7817,0.0,0.0
2025-05-17 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,1.9999999494757503e-05,2.099999983329326e-05,2547,0.0,0.0
2025-05-18 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8000000636675395e-05,1.8999999156221747e-05,1846,0.0,0.0
2025-05-19 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.5999999959603883e-05,1.700000029813964e-05,4742,0.0,0.0
2025-05-20 00:00:00+00:00,1.700000029813964e-05,2.099999983329326e-05,1.4999999621068127e-05,1.5999999959603883e-05,3002,0.0,0.0
2025-05-21 00:00:00+00:00,1.5999999959603883e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.8999999156221747e-05,1074,0.0,0.0
2025-05-22 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.8000000636675395e-05,1358,0.0,0.0
2025-05-23 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8000000636675395e-05,8822,0.0,0.0
2025-05-24 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8999999156221747e-05,1839,0.0,0.0
2025-05-25 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,872,0.0,0.0
2025-05-26 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,374,0.0,0.0
2025-05-27 00:00:00+00:00,1.700000029813964e-05,2.300000051036477e-05,1.5999999959603883e-05,1.700000029813964e-05,1385,0.0,0.0
2025-05-28 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.5999999959603883e-05,477,0.0,0.0
2025-05-29 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,664,0.0,0.0
2025-05-30 00:00:00+00:00,1.4999999621068127e-05,3.7999998312443495e-05,1.4999999621068127e-05,1.5999999959603883e-05,9265,0.0,0.0
2025-05-31 00:00:00+00:00,1.5999999959603883e-05,0.00018000000272877514,1.4999999621068127e-05,2.700000004551839e-05,564569,0.0,0.0
2025-06-01 00:00:00+00:00,2.6631838409230113e-05,3.6527660995488986e-05,2.3149015760282055e-05,2.4017308533075266e-05,26375,0.0,0.0
