TIMESTAMP,TRUMPE_OPEN_PRICE_USD,TRUMPE_HIGH_PRICE_USD,TRUMPE_LOW_PRICE_USD,TRUMPE_CLOSE_PRICE_USD,TRUMPE_VOLUME_USD,TRUMPE_DIVIDENDS_USD,TRUMPE_STOCK_SPLITS_USD
2024-05-24 00:00:00+00:00,0.050652001053094864,0.05376800149679184,0.019084999337792397,0.022269999608397484,2480431,0.0,0.0
2024-05-25 00:00:00+00:00,0.022269999608397484,0.06010499969124794,0.02071399986743927,0.04540099948644638,2192592,0.0,0.0
2024-05-26 00:00:00+00:00,0.04468100145459175,0.09032700210809708,0.02711999975144863,0.0816740021109581,3439197,0.0,0.0
2024-05-27 00:00:00+00:00,0.06888099759817123,0.07890500128269196,0.026763999834656715,0.04271699860692024,2739256,0.0,0.0
2024-05-28 00:00:00+00:00,0.04120799899101257,0.04754599928855896,0.02257400006055832,0.03541800007224083,1373771,0.0,0.0
2024-05-29 00:00:00+00:00,0.0534060001373291,0.06603500247001648,0.03317699953913689,0.03513700142502785,1953303,0.0,0.0
2024-05-30 00:00:00+00:00,0.0345739983022213,0.04246100038290024,0.027494000270962715,0.034014999866485596,889651,0.0,0.0
2024-05-31 00:00:00+00:00,0.040355999022722244,0.040382999926805496,0.023987000808119774,0.025721000507473946,1092003,0.0,0.0
2024-06-01 00:00:00+00:00,0.02685599960386753,0.045705001801252365,0.02120799943804741,0.03763600066304207,1334287,0.0,0.0
2024-06-02 00:00:00+00:00,0.0417650006711483,0.057725001126527786,0.03426700085401535,0.038141001015901566,1809610,0.0,0.0
2024-06-03 00:00:00+00:00,0.0417729988694191,0.046875,0.026451999321579933,0.03242700174450874,1137410,0.0,0.0
2024-06-04 00:00:00+00:00,0.03250100091099739,0.04915300011634827,0.03193400055170059,0.04234199970960617,521174,0.0,0.0
2024-06-05 00:00:00+00:00,0.0395830012857914,0.06407400220632553,0.035255998373031616,0.041460998356342316,1000400,0.0,0.0
2024-06-06 00:00:00+00:00,0.038346998393535614,0.03864600136876106,0.025120999664068222,0.027727000415325165,1047434,0.0,0.0
2024-06-07 00:00:00+00:00,0.025821000337600708,0.03056499920785427,0.021152999252080917,0.02230999991297722,657723,0.0,0.0
2024-06-08 00:00:00+00:00,0.02230999991297722,0.032628998160362244,0.019144000485539436,0.02675599977374077,565921,0.0,0.0
2024-06-09 00:00:00+00:00,0.02675599977374077,0.03393400087952614,0.022112000733613968,0.02523699961602688,437630,0.0,0.0
2024-06-10 00:00:00+00:00,0.025124000385403633,0.033643998205661774,0.016423000022768974,0.01882999949157238,818489,0.0,0.0
2024-06-11 00:00:00+00:00,0.01882999949157238,0.019247999414801598,0.01032899972051382,0.01146399974822998,658167,0.0,0.0
2024-06-12 00:00:00+00:00,0.01146399974822998,0.01680300012230873,0.011095000430941582,0.012507000006735325,233323,0.0,0.0
2024-06-13 00:00:00+00:00,0.012507000006735325,0.015999000519514084,0.010200999677181244,0.012715999968349934,180866,0.0,0.0
2024-06-14 00:00:00+00:00,0.012715999968349934,0.012715999968349934,0.0051739998161792755,0.006128999870270491,303257,0.0,0.0
2024-06-15 00:00:00+00:00,0.006128999870270491,0.010049000382423401,0.005708999931812286,0.006562999915331602,121086,0.0,0.0
2024-06-16 00:00:00+00:00,0.006562999915331602,0.006690999958664179,0.0037430000957101583,0.0046339998953044415,135202,0.0,0.0
2024-06-17 00:00:00+00:00,0.0046339998953044415,0.009434999898076057,0.0046179997734725475,0.006672999821603298,188547,0.0,0.0
2024-06-18 00:00:00+00:00,0.006672999821603298,0.01536600012332201,0.005355999805033207,0.010045000351965427,505774,0.0,0.0
2024-06-19 00:00:00+00:00,0.010045000351965427,0.011824999935925007,0.007431999780237675,0.007445000112056732,70705,0.0,0.0
2024-06-20 00:00:00+00:00,0.007445000112056732,0.008377999998629093,0.005382999777793884,0.0062049999833106995,112009,0.0,0.0
2024-06-21 00:00:00+00:00,0.0062049999833106995,0.0062049999833106995,0.005144000053405762,0.005830000154674053,41805,0.0,0.0
2024-06-22 00:00:00+00:00,0.005830000154674053,0.008325000293552876,0.004650000017136335,0.005644999910145998,130301,0.0,0.0
2024-06-23 00:00:00+00:00,0.005644999910145998,0.006709999870508909,0.004906000103801489,0.006347999908030033,42593,0.0,0.0
2024-06-24 00:00:00+00:00,0.006347999908030033,0.00785799976438284,0.005264999810606241,0.007672999985516071,57416,0.0,0.0
2024-06-25 00:00:00+00:00,0.007672999985516071,0.007672999985516071,0.00447099981829524,0.0049760001711547375,73601,0.0,0.0
2024-06-26 00:00:00+00:00,0.0049760001711547375,0.00558000011369586,0.004712999798357487,0.0052280002273619175,18961,0.0,0.0
2024-06-27 00:00:00+00:00,0.0052280002273619175,0.005566000007092953,0.005024999845772982,0.005566000007092953,11419,0.0,0.0
2024-06-28 00:00:00+00:00,0.005566000007092953,0.00570600014179945,0.005096999928355217,0.005198999773710966,16360,0.0,0.0
2024-06-29 00:00:00+00:00,0.005198999773710966,0.005421999841928482,0.004639000166207552,0.00483600003644824,28059,0.0,0.0
