TIMESTAMP,MOE_OPEN_PRICE_USD,MOE_HIGH_PRICE_USD,MOE_LOW_PRICE_USD,MOE_CLOSE_PRICE_USD,MOE_VOLUME_USD,MOE_DIVIDENDS_USD,MOE_STOCK_SPLITS_USD
2023-05-22 00:00:00+00:00,,,,0.0,19715,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,754,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,518,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,63,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,1060,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,2749,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,3469,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,1012,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,940,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,1658,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,1246,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,42,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,634,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,1377,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,235,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,1567,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,300,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,185,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,280,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,1951,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,1295,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,321,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,150,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,943,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,161,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,156,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,274,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,563,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,108,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,56,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,3289,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,3156,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,2324,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,10915,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,13059,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,2524,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,2765,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,740,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,815,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,3395,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,2068,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,7277,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,5992,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,3553,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,5378,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,10087,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,123759,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,152185,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,122476,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,128166,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,117906,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,87002,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,80921,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,79450,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,86604,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,94680,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,87596,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,156681,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,95276,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,94125,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,86443,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,95522,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,106944,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,109190,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,112477,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,211939,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,122738,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,79796,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,99586,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,96435,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,90605,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,87866,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,84293,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,96577,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,90545,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,98238,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,91315,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,89547,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,84581,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,81205,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,86513,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,89925,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,87202,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,87347,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,66781,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,68229,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,82719,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,85311,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,82464,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,71739,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,94677,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,72451,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,61815,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,67782,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,67603,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,80719,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,97046,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,94714,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,40375,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,55867,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,30123,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,30682,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,26401,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,20987,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,19568,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,40133,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,11962,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,11737,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,61856,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,56884,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,55396,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,41823,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,41786,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,36627,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,36114,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,30829,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,29207,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,27642,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,24487,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,22538,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,18625,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,15852,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,15219,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,12715,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,3533,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,29595,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,52817,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,61713,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,57890,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,48723,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,36648,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,24316,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,19516,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,20503,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,23589,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,23892,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,26813,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,22977,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,19855,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,17856,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,2713,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,278,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,262,0.0,0.0
