,MSE,RMSE,MAE,MAPE,R2
0,12516494.812537482,3537.865855644824,2836.679862055279,0.08112903356489888,-1.1367022821343564
1,12498375.378028939,3535.3041422243914,2575.5131184969664,0.07088560131422283,-0.3065117882309596
2,8302531.273367286,2881.411333594578,2219.2288645803883,0.04841256913297292,0.1929761880061761
3,12402502.145791255,3521.7186352392287,3018.0890217826322,0.06651303470565906,-0.3007448001774544
4,28979703.365210887,5383.279982056561,4459.87438057297,0.0796041252233173,-0.17238161016102183
5,12487337.071952363,3533.742643706862,2943.909937017701,0.04888137334787056,0.032403280437585225
6,14576527.838642605,3817.9219267348312,3071.4052439199986,0.06244624955694229,-1.0513694082969725
7,12030191.938449033,3468.456708458249,2839.481168980224,0.07157328429436162,-0.0315964136333744
8,11724051.988379553,3424.040301804223,2648.282749122965,0.06486540740004247,-0.8778952163722233
9,10820328.291127626,3289.4267420217197,2646.087629260033,0.06235409075121618,-0.292759605425023
10,4919977.396136456,2218.102205971685,1770.6029175018643,0.04290671788795812,0.21317698163318544
11,11150845.114449592,3339.2881149205427,2349.6174589592256,0.07584415677478265,0.018919136515882173
Mean,12700738.884506091,3495.8798826981415,2781.5643626875208,0.06461797032952041,-0.3093737948198797
