TIMESTAMP,POLLUK_OPEN_PRICE_USD,POLLUK_HIGH_PRICE_USD,POLLUK_LOW_PRICE_USD,POLLUK_CLOSE_PRICE_USD,POLLUK_VOLUME_USD,POLLUK_DIVIDENDS_USD,POLLUK_STOCK_SPLITS_USD
2024-06-05 00:00:00+00:00,0.0010499999625608325,0.003020999953150749,0.0009210000280290842,0.002392000053077936,3908351,0.0,0.0
2024-06-06 00:00:00+00:00,0.001961000030860305,0.003163000103086233,0.0010270000202581286,0.0013689999468624592,2561351,0.0,0.0
2024-06-07 00:00:00+00:00,0.001572999986819923,0.001673000049777329,0.0007960000075399876,0.0012120000319555402,931670,0.0,0.0
2024-06-08 00:00:00+00:00,0.0012039999710395932,0.001753999968059361,0.000977999996393919,0.0012280000373721123,424611,0.0,0.0
2024-06-09 00:00:00+00:00,0.001247999956831336,0.0015699999639764428,0.0009720000089146197,0.001281999982893467,279794,0.0,0.0
2024-06-10 00:00:00+00:00,0.001281999982893467,0.002182000083848834,0.001281999982893467,0.0015539999585598707,657671,0.0,0.0
2024-06-11 00:00:00+00:00,0.0015539999585598707,0.0015539999585598707,0.0008009999874047935,0.0009360000258311629,504927,0.0,0.0
2024-06-12 00:00:00+00:00,0.0009360000258311629,0.0010209999745711684,0.0005319999763742089,0.0006370000191964209,493535,0.0,0.0
2024-06-13 00:00:00+00:00,0.0006370000191964209,0.0008360000210814178,0.00046800001291558146,0.0005239999736659229,238124,0.0,0.0
2024-06-14 00:00:00+00:00,0.0005239999736659229,0.0006079999729990959,0.000387999985832721,0.0005200000014156103,142182,0.0,0.0
2024-06-15 00:00:00+00:00,0.0005210000090301037,0.0005949999904260039,0.00042799999937415123,0.0004720000142697245,106329,0.0,0.0
2024-06-16 00:00:00+00:00,0.0004720000142697245,0.0006859999848529696,0.00044800000614486635,0.0005290000117383897,78974,0.0,0.0
2024-06-17 00:00:00+00:00,0.0005290000117383897,0.0005959999980404973,0.00039900001138448715,0.00040099999750964344,69489,0.0,0.0
2024-06-18 00:00:00+00:00,0.00040099999750964344,0.0004070000140927732,0.0003000000142492354,0.000311999989207834,90237,0.0,0.0
2024-06-19 00:00:00+00:00,0.0003169999981764704,0.0004990000161342323,0.0003169999981764704,0.0004440000047907233,61135,0.0,0.0
2024-06-20 00:00:00+00:00,0.0004440000047907233,0.0012919999426230788,0.00042600001324899495,0.0006040000007487833,992158,0.0,0.0
