TIMESTAMP,PRIMATE_OPEN_PRICE_USD,PRIMATE_HIGH_PRICE_USD,PRIMATE_LOW_PRICE_USD,PRIMATE_CLOSE_PRICE_USD,PRIMATE_VOLUME_USD,PRIMATE_DIVIDENDS_USD,PRIMATE_STOCK_SPLITS_USD
2022-04-26 00:00:00+00:00,0.050443001091480255,0.05548999831080437,0.04955599829554558,0.055326998233795166,1612727,0.0,0.0
2022-04-27 00:00:00+00:00,0.055364999920129776,0.18966999650001526,0.055364999920129776,0.10941000282764435,29218915,0.0,0.0
2022-04-28 00:00:00+00:00,0.1094219982624054,0.16214199364185333,0.10667599737644196,0.14059799909591675,7650038,0.0,0.0
2022-04-29 00:00:00+00:00,0.14059799909591675,0.1521739959716797,0.11503099650144577,0.1273140013217926,5759207,0.0,0.0
2022-04-30 00:00:00+00:00,0.1273149996995926,0.16366299986839294,0.1273149996995926,0.1371140033006668,5659671,0.0,0.0
2022-05-01 00:00:00+00:00,0.13717100024223328,0.13800199329853058,0.1137010008096695,0.11440599709749222,4987696,0.0,0.0
2022-05-02 00:00:00+00:00,0.11440599709749222,0.12133800238370895,0.10434500128030777,0.10638900101184845,2789944,0.0,0.0
2022-05-03 00:00:00+00:00,0.10638900101184845,0.10906600207090378,0.09946800023317337,0.09946800023317337,2475128,0.0,0.0
2022-05-04 00:00:00+00:00,0.09946800023317337,0.10592299699783325,0.09862100332975388,0.10242000222206116,3360179,0.0,0.0
2022-05-05 00:00:00+00:00,0.10242000222206116,0.10345800220966339,0.08190900087356567,0.08298700302839279,3593216,0.0,0.0
2022-05-06 00:00:00+00:00,0.08322499692440033,0.08349800109863281,0.07762400060892105,0.07762400060892105,4973651,0.0,0.0
2022-05-07 00:00:00+00:00,0.07762499898672104,0.07826899737119675,0.0679130032658577,0.06862100213766098,1449899,0.0,0.0
2022-05-08 00:00:00+00:00,0.068511001765728,0.06868699938058853,0.06250700354576111,0.06250700354576111,824410,0.0,0.0
2022-05-09 00:00:00+00:00,0.06251700222492218,0.0634550005197525,0.05035100132226944,0.05035100132226944,911763,0.0,0.0
2022-05-10 00:00:00+00:00,0.050345998257398605,0.05459500104188919,0.04917300119996071,0.051298998296260834,919815,0.0,0.0
2022-05-11 00:00:00+00:00,0.051291000097990036,0.05239899829030037,0.036072999238967896,0.03669099882245064,1711235,0.0,0.0
2022-05-12 00:00:00+00:00,0.03669099882245064,0.04270999878644943,0.03213400021195412,0.04040199890732765,1152332,0.0,0.0
2022-05-13 00:00:00+00:00,0.04040199890732765,0.0486610010266304,0.0398389995098114,0.04481999948620796,1586088,0.0,0.0
