TIMESTAMP,TALE35136_OPEN_PRICE_USD,TALE35136_HIGH_PRICE_USD,TALE35136_LOW_PRICE_USD,TALE35136_CLOSE_PRICE_USD,TALE35136_VOLUME_USD,TALE35136_DIVIDENDS_USD,TALE35136_STOCK_SPLITS_USD
2025-03-03 00:00:00+00:00,0.00020500000391621143,0.00022200000239536166,0.00018400000408291817,0.0001849999971454963,5760,0.0,0.0
2025-03-04 00:00:00+00:00,0.0001849999971454963,0.00023099999816622585,0.00018099999579135329,0.00022899999748915434,0,0.0,0.0
2025-03-05 00:00:00+00:00,0.00022899999748915434,0.0002579999854788184,0.0002119999990100041,0.0002300000051036477,8026,0.0,0.0
2025-03-06 00:00:00+00:00,0.0002300000051036477,0.0002479999966453761,0.00021899999410379678,0.00021899999410379678,3827,0.0,0.0
2025-03-07 00:00:00+00:00,0.00021899999410379678,0.0002300000051036477,0.0002099999983329326,0.00021300000662449747,0,0.0,0.0
2025-03-08 00:00:00+00:00,0.00021300000662449747,0.00021399999968707561,0.00019700000120792538,0.00021100000594742596,4474,0.0,0.0
2025-03-09 00:00:00+00:00,0.00021100000594742596,0.00021100000594742596,0.0001900000061141327,0.00020300000323913991,5228,0.0,0.0
2025-03-10 00:00:00+00:00,0.00020300000323913991,0.00020300000323913991,0.0001849999971454963,0.00019200000679120421,7228,0.0,0.0
2025-03-11 00:00:00+00:00,0.00019200000679120421,0.00019299999985378236,0.00017899999511428177,0.0001829999964684248,5114,0.0,0.0
2025-03-12 00:00:00+00:00,0.0001829999964684248,0.0001939999929163605,0.00016999999934341758,0.00018600000475998968,5161,0.0,0.0
2025-03-13 00:00:00+00:00,0.00018600000475998968,0.00026199998683296144,0.00018000000272877514,0.00025599999935366213,10275,0.0,0.0
2025-03-14 00:00:00+00:00,0.00025599999935366213,0.0002770000137388706,0.00021899999410379678,0.00021899999410379678,12868,0.0,0.0
2025-03-15 00:00:00+00:00,0.00021899999410379678,0.0002460000105202198,0.0001990000018849969,0.00021600000036414713,9749,0.0,0.0
2025-03-16 00:00:00+00:00,0.00021600000036414713,0.00021899999410379678,0.0001990000018849969,0.00020500000391621143,6758,0.0,0.0
