TIMESTAMP,ETH_OPEN_PRICE_USD,ETH_HIGH_PRICE_USD,ETH_LOW_PRICE_USD,ETH_CLOSE_PRICE_USD,ETH_FIRST_TRADE_PRICE_USD,ETH_HIGH_TRADE_PRICE_USD,ETH_LOW_TRADE_PRICE_USD,ETH_LAST_TRADE_PRICE_USD,ETH_TOTAL_TRADE_COUNT,ETH_TOTAL_TRADES_BUY,ETH_TOTAL_TRADES_SELL,ETH_VOLUME_USD,ETH_QUOTE_VOLUME,ETH_VOLUME_BUY,ETH_QUOTE_VOLUME_BUY,ETH_VOLUME_SELL,ETH_QUOTE_VOLUME_SELL
2017-08-20 20:00:00,297.88,300.53,294.51,299.1,297.87,300.53,294.51,299.1,885,784,101,1519.78418,452405.2059021,1389.14305,413412.5072772,130.64113,38992.6986249
2017-08-21 00:00:00,299.1,300.9,294.6,299.85,299.1,300.9,294.6,299.85,649,414,235,723.80595,215847.2731584,544.49312,162591.880143,179.31283,53255.3930154
2017-08-21 04:00:00,299.85,329.49,299.11,318.5,300.03,329.49,299.11,318.5,915,764,151,888.57113,276314.8593611,702.76604,217536.5398401,185.80509,58778.319521
2017-08-21 08:00:00,318.5,333.66,312.6,331.53,317.48,333.66,312.6,331.53,360,198,162,207.37686,66440.8503875,127.5513,40967.7248738,79.82556,25473.1255137
2017-08-21 12:00:00,331.53,346.52,325.42,334.94,331.33,346.52,325.42,334.94,801,644,157,1227.44025,412065.439751,1053.69938,354085.6643325,173.74087,57979.7754185
2017-08-21 16:00:00,334.94,342.72,316.82,329.71,334.34,342.72,316.82,329.71,797,580,217,1715.07272,569920.2927121,1269.93171,422705.9071844,445.14101,147214.3855277
2017-08-21 20:00:00,329.71,332.74,316.12,323.29,332.27,332.74,316.12,323.29,403,255,148,457.17851,148883.6258439,305.75812,100089.7067404,151.42039,48793.9191035
2017-08-22 00:00:00,323.29,330.41,280.0,280.0,321.04,330.41,280.0,280.0,722,339,383,809.61524,257673.9634469,394.31539,126391.7341766,415.29985,131282.2292703
2017-08-22 04:00:00,280.0,310.24,144.21,300.35,144.21,310.24,144.21,300.35,776,661,115,707.47249,210310.1205076,586.53369,174377.6023665,120.9388,35932.5181411
2017-08-22 08:00:00,300.35,313.16,296.0,308.03,300.35,313.16,296.0,308.03,1482,1218,264,2176.12505,666105.6986715,1658.87408,506641.8263887,517.25097,159463.8722828
2017-08-22 12:00:00,308.03,311.24,301.48,308.39,311.16,311.24,301.48,308.39,1612,1001,611,1756.8306,540204.5904187,829.22258,255456.2530277,927.60802,284748.337391
2017-08-22 16:00:00,308.39,320.76,305.08,307.03,305.08,320.76,305.08,307.03,1071,583,488,1304.2511,408170.1190835,588.44737,184557.7136789,715.80373,223612.4054046
2017-08-22 20:00:00,307.03,313.99,305.08,309.8,307.03,313.99,305.08,309.8,914,370,544,1202.0564,371961.3111855,376.38821,117047.3586946,825.66819,254913.9524909
2017-08-23 00:00:00,309.8,319.78,309.41,317.26,312.25,319.78,309.41,317.26,979,492,487,1088.33347,341746.6220416,450.69375,142263.3018738,637.63972,199483.3201678
2017-08-23 04:00:00,317.26,324.99,315.35,319.06,315.45,324.99,315.35,319.06,1114,570,544,1376.06321,440244.7944379,463.17818,148597.7023709,912.88503,291647.092067
2017-08-23 08:00:00,319.06,324.51,318.02,319.2,319.06,324.51,318.02,319.2,1066,283,783,1285.87403,412512.5183367,316.63519,102056.4213927,969.23884,310456.096944
2017-08-23 12:00:00,319.2,322.0,313.75,319.2,319.2,322.0,313.75,319.2,2560,355,2205,2106.38559,667166.2692483,366.97554,116642.3172453,1739.41005,550523.952003
2017-08-23 16:00:00,319.2,322.34,315.53,318.57,317.87,322.34,315.53,318.57,1921,390,1531,1635.49673,520572.1007219,433.60926,138679.3998736,1201.88747,381892.7008483
2017-08-23 20:00:00,318.57,320.2,312.05,315.74,320.2,320.2,312.05,315.74,900,268,632,1173.57266,371222.6402544,251.14441,79967.7748586,922.42825,291254.8653958
2017-08-24 00:00:00,315.74,318.45,314.01,315.22,315.74,318.45,314.01,315.22,909,339,570,1061.17398,335440.9332382,230.09831,73112.4483824,831.07567,262328.4848558
2017-08-24 04:00:00,315.22,322.36,314.31,318.54,315.22,322.36,314.31,318.54,898,310,588,1074.07592,341646.9327902,422.03713,134904.5376312,652.03879,206742.395159
2017-08-24 08:00:00,318.54,323.61,316.14,323.61,318.54,323.61,316.14,323.61,1657,302,1355,1670.50319,532991.5709206,307.68425,98430.9169854,1362.81894,434560.6539352
2017-08-24 12:00:00,323.61,328.04,317.9,321.2,322.51,328.04,317.9,321.2,1325,562,763,1138.04846,366358.3770851,473.3061,152817.7828439,664.74236,213540.5942412
2017-08-24 16:00:00,321.2,325.35,318.97,321.23,323.67,325.35,318.97,321.23,866,355,511,909.12592,292864.2247642,305.48131,98706.2195868,603.64461,194158.0051774
2017-08-24 20:00:00,321.23,326.33,318.97,323.42,321.23,326.33,318.97,323.42,840,246,594,900.34445,290115.0753554,163.29319,52957.2417382,737.05126,237157.8336172
2017-08-25 00:00:00,323.42,330.44,323.42,326.55,323.42,330.44,323.42,326.55,1553,943,610,1406.8485,459116.5390442,527.38862,172522.1223975,879.45988,286594.4166467
2017-08-25 04:00:00,326.55,335.0,326.55,330.29,326.55,335.0,326.55,330.29,1015,421,594,1115.60692,369187.3435858,250.64415,83172.179134,864.96277,286015.1644518
2017-08-25 08:00:00,330.29,335.41,327.4,331.26,330.29,335.41,327.4,331.26,946,446,500,1199.42604,396584.5435174,407.73581,134752.801541,791.69023,261831.7419764
2017-08-25 12:00:00,331.26,335.33,328.72,333.15,329.68,335.33,328.72,333.15,2534,1975,559,1961.178,651830.8800525,1175.79502,391087.1101333,785.38298,260743.7699192
2017-08-25 16:00:00,333.15,338.28,325.42,328.71,335.29,338.28,325.42,328.71,703,193,510,751.25954,250215.0180516,126.14582,42092.6043519,625.11372,208122.4136997
2017-08-25 20:00:00,328.71,332.27,324.9,327.24,329.92,332.27,324.9,327.24,701,201,500,691.65062,227227.7140425,108.11619,35687.8659607,583.53443,191539.8480818
2017-08-26 00:00:00,327.24,332.27,323.41,323.46,327.24,332.27,323.41,323.46,669,153,516,569.57801,186192.6597812,113.40231,37257.7635578,456.1757,148934.8962234
2017-08-26 04:00:00,323.46,329.69,323.41,327.9,323.46,329.69,323.41,327.9,752,109,643,1070.6985,348905.0036307,133.28904,43658.613168,937.40946,305246.3904627
2017-08-26 08:00:00,327.9,331.25,326.69,327.89,328.45,331.25,326.69,327.89,704,178,526,856.541,281625.5336969,197.71529,65340.753068,658.82571,216284.7806289
2017-08-26 12:00:00,327.89,335.44,324.06,327.0,328.25,335.44,324.06,327.0,759,212,547,940.58482,309311.3354243,231.94419,76581.1243994,708.64063,232730.2110249
2017-08-26 16:00:00,327.0,334.17,326.7,331.19,327.01,334.17,326.7,331.19,946,225,721,803.00095,264634.2610997,155.9936,51763.3678225,647.00735,212870.8932772
2017-08-26 20:00:00,331.19,334.17,329.33,330.79,332.68,334.17,329.33,330.79,570,146,424,637.28193,211325.5836838,109.65212,36530.6410846,527.62981,174794.9425992
2017-08-27 00:00:00,330.79,338.28,330.79,331.62,332.18,338.28,330.79,331.62,1063,397,666,1056.62234,352807.9315293,321.08828,107431.7661121,735.53406,245376.1654172
2017-08-27 04:00:00,331.62,338.29,331.49,332.77,334.59,338.29,331.49,332.77,825,330,495,689.1668,230458.1759741,201.0692,67504.4551811,488.0976,162953.720793
2017-08-27 08:00:00,332.77,338.42,330.73,333.94,332.77,338.42,330.73,333.94,1075,420,655,857.24989,286668.4148984,270.24722,90883.8437769,587.00267,195784.5711215
2017-08-27 12:00:00,333.94,336.99,331.88,334.67,333.93,336.99,331.88,334.67,722,280,442,665.54231,222379.461745,125.57197,42149.5213787,539.97034,180229.9403663
2017-08-27 16:00:00,334.67,341.47,332.97,339.64,335.04,341.47,332.97,339.64,710,207,503,795.13177,267858.0880371,165.71474,56029.2771869,629.41703,211828.8108502
2017-08-27 20:00:00,339.64,348.13,337.12,348.13,341.47,348.13,337.12,348.13,578,118,460,571.72404,194305.2859764,82.50888,28131.2515629,489.21516,166174.0344135
2017-08-28 00:00:00,348.13,351.0,343.44,343.44,348.13,351.0,343.44,343.44,798,420,378,740.63428,256788.4196689,302.95491,105299.2580212,437.67937,151489.1616477
2017-08-28 04:00:00,343.44,343.69,331.95,338.77,343.43,343.69,331.95,338.77,1142,102,1040,1139.94898,385140.9572799,166.38684,56276.1291365,973.56214,328864.8281434
2017-08-28 08:00:00,338.77,342.86,336.54,341.9,340.89,342.86,336.54,341.9,646,187,459,636.04761,215944.2580237,134.98637,46000.5920161,501.06124,169943.6660076
2017-08-28 12:00:00,341.9,347.41,339.34,341.83,339.62,347.41,339.34,341.83,729,254,475,587.29518,201555.7201468,154.4215,53171.7864744,432.87368,148383.9336724
2017-08-28 16:00:00,341.83,347.42,340.49,344.3,341.83,347.42,340.49,344.3,743,353,390,759.06227,260744.5897698,226.86959,78170.1859912,532.19268,182574.4037786
2017-08-28 20:00:00,344.3,348.5,342.16,346.0,342.54,348.5,342.16,346.0,468,211,257,416.19338,143584.224215,128.64358,44556.0372709,287.5498,99028.1869441
2017-08-29 00:00:00,346.0,353.23,346.0,350.03,347.0,353.23,346.0,350.03,427,147,280,276.84576,96919.4161415,138.78391,48662.1039417,138.06185,48257.3121998
2017-08-29 04:00:00,350.03,360.79,350.02,354.18,350.35,360.79,350.02,354.18,460,129,331,381.6272,136061.1443351,193.75138,69262.2200616,187.87582,66798.9242735
2017-08-29 08:00:00,354.18,367.13,354.01,356.75,354.17,367.13,354.01,356.75,588,185,403,463.44028,167344.6792144,124.88211,45222.5021624,338.55817,122122.177052
2017-08-29 12:00:00,356.75,367.4,356.75,364.57,358.1,367.4,358.1,364.57,671,282,389,737.9557,268017.1845437,195.88041,71294.5705205,542.07529,196722.6140232
2017-08-29 16:00:00,364.57,373.66,362.79,367.44,365.74,373.66,362.79,367.44,629,126,503,694.84255,256043.2519507,147.18369,54494.224822,547.65886,201549.0271287
2017-08-29 20:00:00,367.44,377.6,367.36,374.7,367.44,377.6,367.36,374.7,490,154,336,477.42276,177683.9443955,122.68634,45833.1889611,354.73642,131850.7554344
2017-08-30 00:00:00,374.7,377.8,367.37,373.0,374.7,377.8,367.37,373.0,577,217,360,344.29846,128183.3304733,130.46594,48532.943743,213.83252,79650.3867303
2017-08-30 04:00:00,373.0,393.71,372.92,378.14,373.0,393.71,372.92,378.14,464,107,357,452.43879,173898.6896342,155.05994,59987.6901994,297.37885,113910.9994348
2017-08-30 08:00:00,378.14,384.33,362.05,375.9,378.16,384.33,362.05,375.9,1317,282,1035,1349.92146,499901.7837801,320.61629,119299.445033,1029.30517,380602.3387471
2017-08-30 12:00:00,375.9,385.33,370.49,379.38,373.01,385.33,370.49,379.38,1153,108,1045,1027.5116,388806.5153587,252.01816,95637.399892,775.49344,293169.1154667
2017-08-30 16:00:00,379.38,389.8,378.72,383.38,379.38,389.8,378.72,383.38,669,139,530,678.10192,260552.8162492,209.0654,80547.6373256,469.03652,180005.1789236
2017-08-30 20:00:00,383.38,387.29,380.74,385.93,385.34,387.29,380.74,385.93,632,246,386,594.32385,228183.077016,218.15226,83832.6285647,376.17159,144350.4484513
2017-08-31 00:00:00,385.93,385.93,377.78,383.51,384.64,384.64,377.78,383.51,816,381,435,676.3998,258312.2502967,267.20206,102055.3251506,409.19774,156256.9251461
2017-08-31 04:00:00,383.51,385.94,379.21,383.14,383.51,385.94,379.21,383.14,462,160,302,482.67689,184822.1479978,169.12332,64867.3051311,313.55357,119954.8428667
2017-08-31 08:00:00,383.14,387.42,378.85,387.42,381.89,387.42,378.85,387.42,712,192,520,788.3641,301074.6978101,271.80475,104047.3441293,516.55935,197027.3536808
2017-08-31 12:00:00,387.42,389.36,383.48,383.76,385.82,389.36,383.48,383.76,1000,340,660,905.28394,350078.6385362,320.88738,124184.3903565,584.39656,225894.2481797
2017-08-31 16:00:00,383.76,387.39,383.13,384.45,383.76,387.39,383.13,384.45,857,122,735,878.88372,338377.8220518,186.15159,71778.8106189,692.73213,266599.0114329
2017-08-31 20:00:00,384.45,388.25,383.19,384.79,385.1,388.25,383.19,384.79,727,144,583,704.2601,271775.837574,217.02471,83875.4354976,487.23539,187900.4020764
2017-09-01 00:00:00,384.79,394.39,384.79,390.86,384.88,394.39,384.79,390.86,756,157,599,752.09698,293527.7257306,201.11884,78571.1747888,550.97814,214956.5509418
2017-09-01 04:00:00,390.86,394.27,383.18,388.4,392.65,394.27,383.18,388.4,611,247,364,754.44472,292784.9902432,341.22627,132517.3668947,413.21845,160267.6233485
2017-09-01 08:00:00,388.4,393.08,387.46,389.64,389.48,393.08,387.46,389.64,793,244,549,865.19825,337564.1476169,292.48529,114234.0377816,572.71296,223330.1098353
2017-09-01 12:00:00,389.64,391.2,385.88,387.01,389.56,391.2,385.88,387.01,768,219,549,827.84309,322013.5838791,289.6085,112719.5287631,538.23459,209294.055116
2017-09-01 16:00:00,387.01,393.4,386.05,388.08,387.91,393.4,386.05,388.08,864,441,423,797.61671,310631.4616971,350.21656,136566.2065924,447.40015,174065.2551047
2017-09-01 20:00:00,388.08,394.02,388.08,388.46,388.08,394.02,388.08,388.46,332,145,187,201.48459,78705.7045992,89.39985,35022.6349507,112.08474,43683.0696485
2017-09-02 00:00:00,388.46,394.32,373.66,378.52,388.58,394.32,373.66,378.52,1049,377,672,916.21546,351390.289536,280.88831,108267.6248195,635.32715,243122.6647165
2017-09-02 04:00:00,378.52,379.6,347.0,363.7,378.51,379.6,347.0,363.7,2006,405,1601,1906.75794,694816.5411107,578.99789,210695.1282483,1327.76005,484121.4128624
2017-09-02 08:00:00,363.7,364.84,350.42,357.0,364.83,364.84,350.42,357.0,1140,366,774,1296.25993,462342.3215496,387.42379,138038.0671426,908.83614,324304.254407
2017-09-02 12:00:00,357.0,360.28,327.09,341.72,358.25,360.28,327.09,341.72,1422,200,1222,1569.16565,539959.2427992,457.71185,157390.5861898,1111.4538,382568.6566094
2017-09-02 16:00:00,341.72,345.27,329.73,336.18,341.72,345.27,329.73,336.18,1146,466,680,1353.98239,458884.6373623,497.58242,168710.2153917,856.39997,290174.4219706
2017-09-02 20:00:00,336.18,343.15,320.08,343.14,338.08,343.15,320.08,343.14,1454,307,1147,1197.94587,396615.4290283,258.0635,85385.6616,939.88237,311229.7674283
2017-09-03 00:00:00,343.14,352.67,340.2,348.85,343.56,352.67,340.2,348.85,1199,143,1056,1014.47822,352245.5430068,264.93191,92043.1715597,749.54631,260202.3714471
2017-09-03 04:00:00,348.85,367.28,348.84,357.81,348.85,367.28,348.84,357.81,921,423,498,697.53237,249850.6617473,302.07121,108276.7667958,395.46116,141573.8949515
2017-09-03 08:00:00,357.81,363.45,334.75,336.54,356.73,363.45,334.75,336.54,1242,577,665,1200.03896,418236.6508767,556.04466,195049.8304477,643.9943,223186.820429
2017-09-03 12:00:00,336.54,348.22,320.08,329.34,337.69,348.22,320.08,329.34,1566,749,817,1590.16682,525484.0706724,860.81672,284597.2072354,729.3501,240886.863437
2017-09-03 16:00:00,329.34,347.73,328.3,343.03,329.35,347.73,328.3,343.03,653,160,493,451.76818,152993.7334818,173.67083,59242.4825473,278.09735,93751.2509345
2017-09-03 20:00:00,343.03,347.68,337.35,341.77,343.61,347.68,337.35,341.77,572,91,481,299.63756,102891.9580179,83.3822,28728.7935917,216.25536,74163.1644262
2017-09-04 00:00:00,341.77,344.55,328.27,329.62,339.29,344.55,328.27,329.62,666,80,586,348.0023,116665.3686696,91.24299,30726.910424,256.75931,85938.4582456
2017-09-04 04:00:00,329.62,339.26,270.38,275.01,331.09,339.26,270.38,275.01,1343,773,570,1369.08087,430625.4597625,626.27511,197272.1624702,742.80576,233353.2972923
2017-09-04 08:00:00,275.01,314.27,270.0,289.93,293.03,314.27,270.0,289.93,1833,562,1271,2246.11858,665590.6939016,818.0822,245091.3270731,1428.03638,420499.3668285
2017-09-04 12:00:00,289.93,298.18,267.94,269.54,286.35,298.18,267.94,269.54,1736,680,1056,1435.02347,405785.7446336,658.09037,186264.8854212,776.9331,219520.8592124
2017-09-04 16:00:00,269.54,302.55,268.2,296.43,268.93,302.55,268.2,296.43,820,462,358,660.72272,182844.854472,418.57796,116281.1162669,242.14476,66563.7382051
2017-09-04 20:00:00,296.43,312.92,282.36,283.77,299.04,312.92,282.36,283.77,1005,564,441,678.86267,200934.0603627,341.89942,101374.7050093,336.96325,99559.3553534
2017-09-05 00:00:00,283.77,298.74,235.55,271.12,286.81,298.74,235.55,271.12,2270,560,1710,2602.05439,701237.9733535,891.59013,243326.0102632,1710.46426,457911.9630903
2017-09-05 04:00:00,271.12,297.25,268.11,296.52,269.61,297.25,268.11,296.52,1815,1164,651,1541.68659,435039.528468,1073.40905,303805.1429778,468.27754,131234.3854902
2017-09-05 08:00:00,296.52,299.64,282.52,295.98,296.54,299.64,282.52,295.98,1630,984,646,1497.65197,438212.447789,936.04698,274038.6596842,561.60499,164173.7881048
2017-09-05 12:00:00,295.98,304.99,289.1,291.66,295.79,304.99,289.1,291.66,1506,771,735,1281.64552,383154.3732846,672.97194,201851.9522962,608.67358,181302.4209884
2017-09-05 16:00:00,291.66,321.52,285.94,318.26,290.07,321.52,285.94,318.26,892,286,606,677.80125,206550.5383736,343.84892,105029.4997101,333.95233,101521.0386635
2017-09-05 20:00:00,318.26,320.45,309.76,312.09,318.71,320.45,309.76,312.09,886,415,471,743.57952,233296.0565699,395.1058,123907.7263801,348.47372,109388.3301898
2017-09-06 00:00:00,312.09,333.12,312.09,325.73,314.48,333.12,312.09,325.73,1959,615,1344,1625.39279,530724.2430838,671.32704,218225.4687106,954.06575,312498.7743732
2017-09-06 04:00:00,325.73,328.06,314.76,318.53,325.36,328.06,314.76,318.53,1354,483,871,886.19577,283348.0100734,335.36439,107293.3905318,550.83138,176054.6195416
2017-09-06 08:00:00,318.53,335.02,318.53,335.02,320.31,335.02,319.02,335.02,1461,476,985,1046.05074,343282.0377594,513.49475,168596.6722663,532.55599,174685.3654931
2017-09-06 12:00:00,335.02,335.24,321.01,335.0,331.73,335.24,321.01,335.0,2282,355,1927,1719.35362,566466.2259252,644.88105,212770.3295016,1074.47257,353695.8964236
2017-09-06 16:00:00,335.0,335.0,335.0,335.0,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-06 20:00:00,335.0,336.34,335.0,335.0,335.0,336.34,335.0,335.0,33,8,25,209.31696,70142.3416576,18.5864,6240.2407096,190.73056,63902.100948
2017-09-07 00:00:00,335.0,335.01,320.35,326.59,335.0,335.01,320.35,326.59,303,137,166,695.13817,227553.3155186,301.51367,98501.5167461,393.6245,129051.7987725
2017-09-07 04:00:00,326.59,330.45,321.31,323.57,326.59,330.45,321.31,323.57,247,113,134,257.51863,84032.8954003,96.79563,31607.3766141,160.723,52425.5187862
2017-09-07 08:00:00,323.57,332.53,320.17,329.94,323.57,332.53,320.17,329.94,498,204,294,470.73116,153691.8174362,166.25241,54443.3542836,304.47875,99248.4631526
2017-09-07 12:00:00,329.94,338.38,327.79,337.0,329.94,338.38,327.79,337.0,897,233,664,963.8723,321679.3506356,300.6163,100376.724565,663.256,221302.6260706
2017-09-07 16:00:00,337.0,342.5,328.81,333.52,337.0,342.5,328.81,333.52,403,220,183,522.99046,175330.1275661,317.17371,106623.3333703,205.81675,68706.7941958
2017-09-07 20:00:00,333.52,338.35,329.15,334.49,334.77,338.35,329.15,334.49,287,217,70,193.64673,64848.1803956,138.74669,46481.8677173,54.90004,18366.3126783
2017-09-08 00:00:00,334.49,335.1,326.79,330.0,334.49,335.1,326.79,330.0,376,183,193,380.72444,126163.1223411,151.05526,50196.9466616,229.66918,75966.1756795
2017-09-08 04:00:00,330.0,331.68,324.72,329.57,329.35,331.68,324.72,329.57,278,128,150,297.62059,98022.826152,115.46888,38103.3734888,182.15171,59919.4526632
2017-09-08 08:00:00,329.57,333.76,329.57,331.53,329.57,333.76,329.57,331.53,342,166,176,288.20259,95607.2551523,162.07669,53813.5094609,126.1259,41793.7456914
2017-09-08 12:00:00,331.53,331.57,272.0,294.05,329.93,331.57,272.0,294.05,1138,524,614,2343.12862,697143.6912602,983.55886,290650.5255883,1359.56976,406493.1656719
2017-09-08 16:00:00,294.05,310.46,280.8,294.06,294.06,310.46,280.8,294.06,560,206,354,899.60081,269289.7879156,388.04174,116023.4634604,511.55907,153266.3244552
2017-09-08 20:00:00,294.06,306.9,281.52,302.99,294.06,306.9,281.52,302.99,533,428,105,706.47988,208083.2037951,506.74695,149575.0307354,199.73293,58508.1730597
2017-09-09 00:00:00,302.99,302.99,286.96,292.31,300.01,302.0,286.96,292.31,598,416,182,794.06721,233627.2874558,493.72976,145416.9970249,300.33745,88210.2904309
2017-09-09 04:00:00,292.31,306.42,281.66,299.68,292.31,306.42,281.66,299.68,369,164,205,471.38503,140508.5699085,281.23038,83539.6397035,190.15465,56968.930205
2017-09-09 08:00:00,299.68,303.0,295.0,303.0,301.0,303.0,295.0,303.0,187,121,66,233.06016,69846.1674706,169.09945,50754.2223533,63.96071,19091.9451173
2017-09-09 12:00:00,303.0,307.0,295.01,298.98,300.83,307.0,295.01,298.98,363,194,169,521.54298,156503.7349995,282.52464,84611.7383449,239.01834,71891.9966546
2017-09-09 16:00:00,298.98,298.98,285.17,298.76,298.61,298.98,285.17,298.76,239,185,54,372.28872,109283.259656,295.44027,86540.826132,76.84845,22742.433524
2017-09-09 20:00:00,298.76,302.77,294.56,296.74,298.62,302.77,294.56,296.74,200,171,29,348.24412,103981.3394455,233.89058,69891.4910149,114.35354,34089.8484306
2017-09-10 00:00:00,296.74,299.0,281.51,290.58,296.72,299.0,281.51,290.58,393,114,279,564.96572,165673.5240655,300.46274,88720.2186319,264.50298,76953.3054336
2017-09-10 04:00:00,290.58,291.0,261.03,276.86,285.67,291.0,261.03,276.86,694,307,387,1045.20535,288474.9504475,470.8395,130349.0577344,574.36585,158125.8927131
2017-09-10 08:00:00,276.86,287.05,265.0,280.22,275.24,287.05,265.0,280.22,462,223,239,1134.57261,317473.6127752,743.64242,208535.7062691,390.93019,108937.9065061
2017-09-10 12:00:00,280.22,288.0,279.98,283.2,281.8,288.0,279.98,283.2,294,87,207,483.87901,137485.8305944,230.34297,65628.9343647,253.53604,71856.8962297
2017-09-10 16:00:00,283.2,302.78,283.0,302.78,283.13,302.78,283.0,302.78,336,158,178,608.61377,178082.3393155,391.31108,114795.6010064,217.30269,63286.7383091
2017-09-10 20:00:00,302.78,302.78,291.87,293.5,302.78,302.78,291.87,293.5,315,78,237,319.21453,94713.5150018,145.8044,43236.940024,173.41013,51476.5749778
2017-09-11 00:00:00,293.5,304.98,285.21,301.76,293.51,304.98,285.21,301.76,1044,463,581,2013.88975,603430.1832571,947.77131,284241.4365119,1066.11844,319188.7467452
2017-09-11 04:00:00,301.76,304.89,286.82,293.96,301.73,304.89,286.82,293.96,832,360,472,1475.9681,436466.180496,762.17806,226009.7916892,713.79004,210456.3888068
2017-09-11 08:00:00,293.96,297.36,288.98,294.46,293.35,297.36,288.98,294.46,436,258,178,385.84526,113074.8592056,178.51073,52355.7187562,207.33453,60719.1404494
