TIMESTAMP,FLAVIA_OPEN_PRICE_USD,FLAVIA_HIGH_PRICE_USD,FLAVIA_LOW_PRICE_USD,FLAVIA_CLOSE_PRICE_USD,FLAVIA_VOLUME_USD,FLAVIA_DIVIDENDS_USD,FLAVIA_STOCK_SPLITS_USD
2024-10-24 00:00:00+00:00,0.03601999953389168,0.04142500087618828,0.008914000354707241,0.010638000443577766,63320302,0.0,0.0
2024-10-25 00:00:00+00:00,0.010680999606847763,0.013580000028014183,0.004267000127583742,0.005874999798834324,19345572,0.0,0.0
2024-10-26 00:00:00+00:00,0.005894999951124191,0.011082000099122524,0.005677000153809786,0.006984000094234943,9084850,0.0,0.0
2024-10-27 00:00:00+00:00,0.00698600010946393,0.007201000116765499,0.003406000090762973,0.00430000014603138,5250416,0.0,0.0
2024-10-28 00:00:00+00:00,0.00430000014603138,0.004532999824732542,0.002308000111952424,0.002319999970495701,4352669,0.0,0.0
2024-10-29 00:00:00+00:00,0.002319999970495701,0.0034080001059919596,0.0017689999658614397,0.0018449999624863267,4742065,0.0,0.0
2024-10-30 00:00:00+00:00,0.0018449999624863267,0.002053000032901764,0.0013089999556541443,0.0014140000566840172,2749965,0.0,0.0
2024-10-31 00:00:00+00:00,0.0014140000566840172,0.0018779999809339643,0.0012760000536218286,0.001386999967508018,3018591,0.0,0.0
2024-11-01 00:00:00+00:00,0.001386999967508018,0.001706999959424138,0.0012069999938830733,0.0015510000521317124,3557275,0.0,0.0
2024-11-02 00:00:00+00:00,0.0015399999683722854,0.001728000002913177,0.0008870000019669533,0.0008870000019669533,1918352,0.0,0.0
2024-11-03 00:00:00+00:00,0.0008870000019669533,0.0012519999872893095,0.0007779999868944287,0.001151000033132732,2625218,0.0,0.0
2024-11-04 00:00:00+00:00,0.001151000033132732,0.0012359999818727374,0.0008449999731965363,0.0008559999987483025,2565195,0.0,0.0
2024-11-05 00:00:00+00:00,0.0008559999987483025,0.0009970000246539712,0.0008239999879151583,0.0009280000231228769,2800438,0.0,0.0
2024-11-06 00:00:00+00:00,0.0009280000231228769,0.0010529999854043126,0.0007810000097379088,0.0007859999896027148,5090779,0.0,0.0
