TIMESTAMP,RRT_OPEN_PRICE_USD,RRT_HIGH_PRICE_USD,RRT_LOW_PRICE_USD,RRT_CLOSE_PRICE_USD,RRT_VOLUME_USD,RRT_DIVIDENDS_USD,RRT_STOCK_SPLITS_USD
2022-01-04 00:00:00+00:00,0.14488999545574188,0.1449899971485138,0.14000999927520752,0.1408499926328659,8599,0.0,0.0
2022-01-05 00:00:00+00:00,0.1408499926328659,0.14368000626564026,0.12512999773025513,0.1392900049686432,16463,0.0,0.0
2022-01-06 00:00:00+00:00,0.1392900049686432,0.1393599957227707,0.13495999574661255,0.13930000364780426,1724,0.0,0.0
2022-01-07 00:00:00+00:00,0.13930000364780426,0.13930000364780426,0.12605999410152435,0.13697999715805054,9631,0.0,0.0
2022-01-08 00:00:00+00:00,0.13697999715805054,0.13697999715805054,0.13298000395298004,0.13595999777317047,3429,0.0,0.0
2022-01-09 00:00:00+00:00,0.13595999777317047,0.13628999888896942,0.1296599954366684,0.13628999888896942,3113,0.0,0.0
2022-01-10 00:00:00+00:00,0.13628999888896942,0.13693000376224518,0.1329299956560135,0.1329900026321411,3610,0.0,0.0
2022-01-11 00:00:00+00:00,0.1329900026321411,0.1329900026321411,0.11971999704837799,0.13188999891281128,18284,0.0,0.0
2022-01-12 00:00:00+00:00,0.13188999891281128,0.13277000188827515,0.12364000082015991,0.12769000232219696,2204,0.0,0.0
2022-01-13 00:00:00+00:00,0.12769000232219696,0.12769000232219696,0.11890999972820282,0.12325000017881393,5077,0.0,0.0
2022-01-14 00:00:00+00:00,0.12325000017881393,0.12422999739646912,0.11545000225305557,0.1224299967288971,3503,0.0,0.0
2022-01-15 00:00:00+00:00,0.1224299967288971,0.12935000658035278,0.1224299967288971,0.125,1042,0.0,0.0
2022-01-16 00:00:00+00:00,0.12759999930858612,0.12845000624656677,0.12019000202417374,0.12337999790906906,1951,0.0,0.0
2022-01-17 00:00:00+00:00,0.12337999790906906,0.12933999300003052,0.11901000142097473,0.12752999365329742,1751,0.0,0.0
2022-01-18 00:00:00+00:00,0.12752999365329742,0.1279599964618683,0.12268999963998795,0.12268999963998795,654,0.0,0.0
2022-01-19 00:00:00+00:00,0.12268999963998795,0.12933999300003052,0.12251999974250793,0.12933999300003052,7857,0.0,0.0
2022-01-20 00:00:00+00:00,0.12929999828338623,0.12936000525951385,0.10329999774694443,0.11533000320196152,19980,0.0,0.0
