TIMESTAMP,BOOB36203_OPEN_PRICE_USD,BOOB36203_HIGH_PRICE_USD,BOOB36203_LOW_PRICE_USD,BOOB36203_CLOSE_PRICE_USD,BOOB36203_VOLUME_USD,BOOB36203_DIVIDENDS_USD,BOOB36203_STOCK_SPLITS_USD
2025-04-05 00:00:00+00:00,0.00023799999326001853,0.0004619999963324517,7.999999797903001e-05,7.999999797903001e-05,1613707,0.0,0.0
2025-04-06 00:00:00+00:00,6.800000119255856e-05,0.00011000000085914508,1.4000000192027073e-05,1.4999999621068127e-05,61253,0.0,0.0
2025-04-07 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,3.999999989900971e-06,6.000000212225132e-06,5472,0.0,0.0
2025-04-08 00:00:00+00:00,6.000000212225132e-06,2.4000000848900527e-05,4.999999873689376e-06,2.099999983329326e-05,22646,0.0,0.0
2025-04-09 00:00:00+00:00,2.099999983329326e-05,2.4000000848900527e-05,9.999999747378752e-06,1.4999999621068127e-05,13504,0.0,0.0
2025-04-10 00:00:00+00:00,1.4999999621068127e-05,3.5000000934815034e-05,1.4999999621068127e-05,2.2000000171829015e-05,12029,0.0,0.0
2025-04-11 00:00:00+00:00,2.2000000171829015e-05,2.9000000722589903e-05,1.700000029813964e-05,1.8000000636675395e-05,5459,0.0,0.0
2025-04-12 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,7.999999979801942e-06,7.999999979801942e-06,2787,0.0,0.0
2025-04-13 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,874,0.0,0.0
2025-04-14 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,7.999999979801942e-06,9.999999747378752e-06,1185,0.0,0.0
2025-04-15 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,267,0.0,0.0
2025-04-16 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.999999979801942e-06,7.999999979801942e-06,0,0.0,0.0
2025-04-17 00:00:00+00:00,7.999999979801942e-06,1.2000000424450263e-05,7.999999979801942e-06,7.999999979801942e-06,2744,0.0,0.0
2025-04-18 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,75,0.0,0.0
2025-04-19 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,0,0.0,0.0
2025-04-20 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,0,0.0,0.0
2025-04-21 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,113,0.0,0.0
2025-04-22 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,0,0.0,0.0
2025-04-23 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,0,0.0,0.0
2025-04-24 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-04-25 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,75,0.0,0.0
2025-04-26 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-04-27 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-04-28 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
