TIMESTAMP,BONK29975_OPEN_PRICE_USD,BONK29975_HIGH_PRICE_USD,BONK29975_LOW_PRICE_USD,BONK29975_CLOSE_PRICE_USD,BONK29975_VOLUME_USD,BONK29975_DIVIDENDS_USD,BONK29975_STOCK_SPLITS_USD
2024-03-20 00:00:00+00:00,,,,0.0,30293,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,4386,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,1334,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,11640,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,9949,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,1677,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,1130,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,1702,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,1607,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,2044,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,2960,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,1869,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,659,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,554,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,814,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,706,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,440,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,620,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,759,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,1690,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,363,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,550,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,233,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,692,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,274,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,217,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,121,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,606,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,757,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,631,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,48,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,118,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,180,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,115,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,1798,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,165,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,150,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,149,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,107,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,125,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,61,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,148,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,169,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,506,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,220,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,125,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,106,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,136,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,120,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,248,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,61,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,78,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,135,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,122,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,58,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,119,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,116,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,128,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,116,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,297,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,200,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,130,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,44,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,124,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,112,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,117,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,151,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,110,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,116,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,119,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,153,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,121,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,121,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,106,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,165,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,54,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,125,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,32,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,47,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,108,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,48,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,32,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,48,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,109,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,29,0.0,0.0
