TIMESTAMP,COLLE_OPEN_PRICE_USD,COLLE_HIGH_PRICE_USD,COLLE_LOW_PRICE_USD,COLLE_CLOSE_PRICE_USD,COLLE_VOLUME_USD,COLLE_DIVIDENDS_USD,COLLE_STOCK_SPLITS_USD
2024-04-28 00:00:00+00:00,0.13412199914455414,0.1359969973564148,0.13266299664974213,0.13266299664974213,77371,0.0,0.0
2024-04-29 00:00:00+00:00,0.13266299664974213,0.13266299664974213,0.09143400192260742,0.09152500331401825,26753,0.0,0.0
2024-04-30 00:00:00+00:00,0.09152500331401825,0.09160500019788742,0.050544001162052155,0.057597000151872635,16286,0.0,0.0
2024-05-01 00:00:00+00:00,0.057597000151872635,0.07494000345468521,0.04395899921655655,0.07489799708127975,4899,0.0,0.0
2024-05-02 00:00:00+00:00,0.07489799708127975,0.07535099983215332,0.05100899934768677,0.05738599970936775,1287,0.0,0.0
2024-05-03 00:00:00+00:00,0.06071700155735016,0.07492899894714355,0.05353900045156479,0.057057999074459076,29428,0.0,0.0
2024-05-04 00:00:00+00:00,0.05410600081086159,0.06577199697494507,0.051169998943805695,0.05400700122117996,4076,0.0,0.0
2024-05-05 00:00:00+00:00,0.05550200119614601,0.0555649995803833,0.0469990000128746,0.052285000681877136,3714,0.0,0.0
2024-05-06 00:00:00+00:00,0.05362899973988533,0.08379299938678741,0.044123001396656036,0.047005001455545425,7886,0.0,0.0
2024-05-07 00:00:00+00:00,0.047005001455545425,0.04960300028324127,0.04699299857020378,0.049594998359680176,8106,0.0,0.0
2024-05-08 00:00:00+00:00,0.052508000284433365,0.0614360012114048,0.05000000074505806,0.057523999363183975,91569,0.0,0.0
2024-05-09 00:00:00+00:00,0.057523999363183975,0.05811600014567375,0.03149399906396866,0.039758000522851944,28140,0.0,0.0
2024-05-10 00:00:00+00:00,0.039758000522851944,0.05007199943065643,0.027147000655531883,0.032680999487638474,14910,0.0,0.0
2024-05-11 00:00:00+00:00,0.03361999988555908,0.07470700144767761,0.02999499998986721,0.049352001398801804,47629,0.0,0.0
2024-05-12 00:00:00+00:00,0.055077001452445984,0.0958859995007515,0.05168899893760681,0.08256900310516357,51644,0.0,0.0
2024-05-13 00:00:00+00:00,0.08150500059127808,0.09764699637889862,0.05591500177979469,0.06350400298833847,43965,0.0,0.0
