TIMESTAMP,ZCL_OPEN_PRICE_USD,ZCL_HIGH_PRICE_USD,ZCL_LOW_PRICE_USD,ZCL_CLOSE_PRICE_USD,ZCL_VOLUME_USD,ZCL_DIVIDENDS_USD,ZCL_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,1.8309400081634521,2.0350000858306885,1.7700999975204468,1.9930499792099,218124,0.0,0.0
2017-11-10 00:00:00+00:00,1.9991799592971802,2.107419967651367,1.5836199522018433,1.7075400352478027,236138,0.0,0.0
2017-11-11 00:00:00+00:00,1.7014600038528442,1.885740041732788,1.6762200593948364,1.845139980316162,177946,0.0,0.0
2017-11-12 00:00:00+00:00,1.8438400030136108,2.062619924545288,1.6369600296020508,1.7355300188064575,419005,0.0,0.0
2017-11-13 00:00:00+00:00,1.743880033493042,1.9680900573730469,1.7377400398254395,1.8410500288009644,156741,0.0,0.0
2017-11-14 00:00:00+00:00,1.8449499607086182,1.9566700458526611,1.8061699867248535,1.8564399480819702,103641,0.0,0.0
2017-11-15 00:00:00+00:00,1.8322700262069702,1.9696300029754639,1.8292100429534912,1.889840006828308,81558,0.0,0.0
2017-11-16 00:00:00+00:00,1.8997399806976318,1.8997399806976318,1.7140300273895264,1.7287100553512573,85336,0.0,0.0
2017-11-17 00:00:00+00:00,1.7310999631881714,1.7726000547409058,1.617460012435913,1.7365299463272095,88101,0.0,0.0
2017-11-18 00:00:00+00:00,1.7298699617385864,1.8634899854660034,1.6626900434494019,1.7540700435638428,76034,0.0,0.0
2017-11-19 00:00:00+00:00,1.7508200407028198,1.8609100580215454,1.7214499711990356,1.7844899892807007,65955,0.0,0.0
2017-11-20 00:00:00+00:00,1.7836400270462036,1.8131400346755981,1.6545499563217163,1.7136199474334717,100511,0.0,0.0
2017-11-21 00:00:00+00:00,1.7139300107955933,1.8115400075912476,1.5470199584960938,1.68271005153656,100924,0.0,0.0
2017-11-22 00:00:00+00:00,1.6868000030517578,2.137500047683716,1.6437300443649292,1.8392900228500366,588628,0.0,0.0
2017-11-23 00:00:00+00:00,1.8386900424957275,1.9354100227355957,1.7336599826812744,1.7552599906921387,222527,0.0,0.0
2017-11-24 00:00:00+00:00,1.7528599500656128,1.9197299480438232,1.7528599500656128,1.8824199438095093,143663,0.0,0.0
2017-11-25 00:00:00+00:00,1.8242900371551514,2.006380081176758,1.8165600299835205,1.9857100248336792,151446,0.0,0.0
2017-11-26 00:00:00+00:00,1.9792300462722778,2.0588700771331787,1.8446300029754639,1.9882999658584595,171903,0.0,0.0
2017-11-27 00:00:00+00:00,1.9934300184249878,2.1225900650024414,1.899440050125122,2.0433499813079834,130466,0.0,0.0
