TIMESTAMP,CERE_OPEN_PRICE_USD,CERE_HIGH_PRICE_USD,CERE_LOW_PRICE_USD,CERE_CLOSE_PRICE_USD,CERE_VOLUME_USD,CERE_DIVIDENDS_USD,CERE_STOCK_SPLITS_USD
2021-11-08 00:00:00+00:00,0.0,0.48141101002693176,0.0,0.15432000160217285,71615121,0.0,0.0
2021-11-09 00:00:00+00:00,0.15328800678253174,0.22967299818992615,0.15328800678253174,0.18672500550746918,58640327,0.0,0.0
2021-11-10 00:00:00+00:00,0.18720999360084534,0.19423000514507294,0.1490429937839508,0.15725000202655792,19274383,0.0,0.0
2021-11-11 00:00:00+00:00,0.15764500200748444,0.17654700577259064,0.1507209986448288,0.15979699790477753,19528633,0.0,0.0
2021-11-12 00:00:00+00:00,0.1594800055027008,0.16470499336719513,0.1508360058069229,0.1515209972858429,13394851,0.0,0.0
2021-11-13 00:00:00+00:00,0.15158399939537048,0.1892559975385666,0.14444699883460999,0.16024400293827057,20831091,0.0,0.0
2021-11-14 00:00:00+00:00,0.16023500263690948,0.18641899526119232,0.1596059948205948,0.1772889941930771,24514339,0.0,0.0
2021-11-15 00:00:00+00:00,0.1772100031375885,0.1999029964208603,0.1589599996805191,0.16080300509929657,31419601,0.0,0.0
2021-11-16 00:00:00+00:00,0.1608230024576187,0.16102400422096252,0.14638200402259827,0.1530109941959381,14652520,0.0,0.0
2021-11-17 00:00:00+00:00,0.15300999581813812,0.15463200211524963,0.13794100284576416,0.14670799672603607,12831650,0.0,0.0
2021-11-18 00:00:00+00:00,0.14668600261211395,0.16082799434661865,0.13538500666618347,0.14102399349212646,13835053,0.0,0.0
2021-11-19 00:00:00+00:00,0.14129100739955902,0.1603650003671646,0.1342339962720871,0.1503390073776245,11140357,0.0,0.0
2021-11-20 00:00:00+00:00,0.15028999745845795,0.16743600368499756,0.1459919959306717,0.15982499718666077,13814339,0.0,0.0
2021-11-21 00:00:00+00:00,0.1588820070028305,0.18145599961280823,0.15446099638938904,0.1648399978876114,29728070,0.0,0.0
2021-11-22 00:00:00+00:00,0.16523900628089905,0.17673300206661224,0.15220600366592407,0.1594109982252121,20420187,0.0,0.0
2021-11-23 00:00:00+00:00,0.15980100631713867,0.17202100157737732,0.15494799613952637,0.17062699794769287,13347193,0.0,0.0
2021-11-24 00:00:00+00:00,0.17047099769115448,0.17097200453281403,0.1539209932088852,0.161764994263649,13414632,0.0,0.0
2021-11-25 00:00:00+00:00,0.15445099771022797,0.17068900167942047,0.15073899924755096,0.15458999574184418,13404898,0.0,0.0
2021-11-26 00:00:00+00:00,0.16279099881649017,0.16479100286960602,0.14066199958324432,0.14536899328231812,14318754,0.0,0.0
2021-11-27 00:00:00+00:00,0.14521999657154083,0.17120499908924103,0.14324499666690826,0.1542470008134842,18297958,0.0,0.0
2021-11-28 00:00:00+00:00,0.15419499576091766,0.15863099694252014,0.14496499300003052,0.1544560045003891,11530992,0.0,0.0
2021-11-29 00:00:00+00:00,0.15436500310897827,0.16228100657463074,0.14978399872779846,0.15809600055217743,12233607,0.0,0.0
2021-11-30 00:00:00+00:00,0.1580979973077774,0.16021700203418732,0.15050899982452393,0.15299099683761597,10438537,0.0,0.0
2021-12-01 00:00:00+00:00,0.15310999751091003,0.1536400020122528,0.14374899864196777,0.14634500443935394,9753455,0.0,0.0
2021-12-02 00:00:00+00:00,0.14601899683475494,0.14753000438213348,0.13468700647354126,0.1396539956331253,13220910,0.0,0.0
2021-12-03 00:00:00+00:00,0.13966700434684753,0.14932900667190552,0.13200600445270538,0.135126993060112,14882904,0.0,0.0
2021-12-04 00:00:00+00:00,0.13522900640964508,0.13548600673675537,0.08348900079727173,0.11325299739837646,13575572,0.0,0.0
2021-12-05 00:00:00+00:00,0.11326800286769867,0.11856000125408173,0.09962700307369232,0.10095600038766861,8011193,0.0,0.0
2021-12-06 00:00:00+00:00,0.10093499720096588,0.10485900193452835,0.08631499856710434,0.10152799636125565,9915943,0.0,0.0
2021-12-07 00:00:00+00:00,0.1016009971499443,0.10681100189685822,0.09684400260448456,0.09846299886703491,7398468,0.0,0.0
2021-12-08 00:00:00+00:00,0.09835600107908249,0.09861499816179276,0.08564700186252594,0.09250199794769287,7988450,0.0,0.0
2021-12-09 00:00:00+00:00,0.09239800274372101,0.09445899724960327,0.08409299701452255,0.0847100019454956,6896995,0.0,0.0
2021-12-10 00:00:00+00:00,0.08469100296497345,0.10936799645423889,0.08443299680948257,0.09455099701881409,10511878,0.0,0.0
2021-12-11 00:00:00+00:00,0.09441400319337845,0.10576499998569489,0.09222699701786041,0.1004130020737648,5900945,0.0,0.0
2021-12-12 00:00:00+00:00,0.10045500099658966,0.10109899938106537,0.09323199838399887,0.09682200103998184,4546021,0.0,0.0
2021-12-13 00:00:00+00:00,0.09684000164270401,0.09704100340604782,0.08322399854660034,0.08512599766254425,5006586,0.0,0.0
2021-12-14 00:00:00+00:00,0.08516500145196915,0.08782999962568283,0.08170100301504135,0.08332300186157227,4671829,0.0,0.0
2021-12-15 00:00:00+00:00,0.08570899814367294,0.09436000138521194,0.08107499778270721,0.09042800217866898,4839302,0.0,0.0
2021-12-16 00:00:00+00:00,0.09041599929332733,0.09609200060367584,0.08794800192117691,0.0903870016336441,4080143,0.0,0.0
2021-12-17 00:00:00+00:00,0.09038899838924408,0.0917000025510788,0.0829169973731041,0.08471500128507614,9291565,0.0,0.0
2021-12-18 00:00:00+00:00,0.08474600315093994,0.08585000038146973,0.07002399861812592,0.0755620002746582,16223624,0.0,0.0
2021-12-19 00:00:00+00:00,0.07556100189685822,0.0772550031542778,0.06841599941253662,0.07072500139474869,9297731,0.0,0.0
2021-12-20 00:00:00+00:00,0.07069499790668488,0.07137099653482437,0.06433600187301636,0.06503800302743912,11399248,0.0,0.0
2021-12-21 00:00:00+00:00,0.06505899876356125,0.07249599695205688,0.06490600109100342,0.06945399940013885,5636891,0.0,0.0
2021-12-22 00:00:00+00:00,0.06916700303554535,0.07293199747800827,0.06639300286769867,0.07074300199747086,15051607,0.0,0.0
2021-12-23 00:00:00+00:00,0.07074400037527084,0.07812999933958054,0.06881000101566315,0.07053299993276596,10803341,0.0,0.0
2021-12-24 00:00:00+00:00,0.0704450011253357,0.08590999990701675,0.0685420036315918,0.07745900005102158,14021506,0.0,0.0
2021-12-25 00:00:00+00:00,0.0774419978260994,0.08430600166320801,0.07463300228118896,0.08259499818086624,7946472,0.0,0.0
2021-12-26 00:00:00+00:00,0.08250799775123596,0.08437199890613556,0.0789719969034195,0.08409500122070312,7318389,0.0,0.0
2021-12-27 00:00:00+00:00,0.08406800031661987,0.0859220027923584,0.07378499954938889,0.07398500293493271,10477118,0.0,0.0
2021-12-28 00:00:00+00:00,0.07396599650382996,0.07468699663877487,0.06525900214910507,0.06621500104665756,7740617,0.0,0.0
2021-12-29 00:00:00+00:00,0.06626199930906296,0.06902100145816803,0.06499800086021423,0.06579600274562836,6289459,0.0,0.0
2021-12-30 00:00:00+00:00,0.0656369999051094,0.0842059999704361,0.06474799662828445,0.07880599796772003,11708627,0.0,0.0
2021-12-31 00:00:00+00:00,0.07885599881410599,0.08257900178432465,0.07357200235128403,0.07683300226926804,12555217,0.0,0.0
2022-01-01 00:00:00+00:00,0.07670199871063232,0.08094999939203262,0.076105996966362,0.0793830007314682,7517677,0.0,0.0
2022-01-02 00:00:00+00:00,0.07936699688434601,0.08642999827861786,0.07791099697351456,0.07915300130844116,7640758,0.0,0.0
2022-01-03 00:00:00+00:00,0.0791499987244606,0.07932800054550171,0.0707470029592514,0.07288700342178345,8176574,0.0,0.0
