TIMESTAMP,CFG_OPEN_PRICE_USD,CFG_HIGH_PRICE_USD,CFG_LOW_PRICE_USD,CFG_CLOSE_PRICE_USD,CFG_VOLUME_USD,CFG_DIVIDENDS_USD,CFG_STOCK_SPLITS_USD
2021-07-15 00:00:00+00:00,0.7158269882202148,0.801705002784729,0.6496419906616211,0.6720770001411438,3421313,0.0,0.0
2021-07-16 00:00:00+00:00,0.672415018081665,0.9175580143928528,0.6009460091590881,0.7892460227012634,3268867,0.0,0.0
2021-07-17 00:00:00+00:00,0.7861009836196899,0.8990640044212341,0.7508159875869751,0.8467890024185181,4481305,0.0,0.0
2021-07-18 00:00:00+00:00,0.8469780087471008,0.8470079898834229,0.7486129999160767,0.7912480235099792,1628930,0.0,0.0
2021-07-19 00:00:00+00:00,0.7924619913101196,0.8004810214042664,0.7064970135688782,0.7397599816322327,1392829,0.0,0.0
2021-07-20 00:00:00+00:00,0.7431660294532776,0.7567489743232727,0.6806880235671997,0.6901649832725525,1289307,0.0,0.0
2021-07-21 00:00:00+00:00,0.689935028553009,0.745166003704071,0.6809840202331543,0.6962800025939941,1387302,0.0,0.0
2021-07-22 00:00:00+00:00,0.6970340013504028,0.7421780228614807,0.685778021812439,0.6936460137367249,1301633,0.0,0.0
2021-07-23 00:00:00+00:00,0.6937900185585022,0.744828999042511,0.690015971660614,0.7151250243186951,671422,0.0,0.0
2021-07-24 00:00:00+00:00,0.7136510014533997,0.7280120253562927,0.6847559809684753,0.6924899816513062,885541,0.0,0.0
2021-07-25 00:00:00+00:00,0.6924980282783508,0.6954450011253357,0.6397169828414917,0.6602429747581482,1594119,0.0,0.0
2021-07-26 00:00:00+00:00,0.6596649885177612,0.7299489974975586,0.6479330062866211,0.6933330297470093,1337877,0.0,0.0
2021-07-27 00:00:00+00:00,0.6931149959564209,0.7119380235671997,0.6644120216369629,0.7060679793357849,1720035,0.0,0.0
2021-07-28 00:00:00+00:00,0.7034929990768433,0.7226449847221375,0.6841880083084106,0.7192649841308594,671674,0.0,0.0
2021-07-29 00:00:00+00:00,0.7192689776420593,0.9481909871101379,0.7094209790229797,0.8990349769592285,1530769,0.0,0.0
2021-07-30 00:00:00+00:00,0.8988639712333679,0.8988639712333679,0.8411089777946472,0.8602240085601807,806271,0.0,0.0
2021-07-31 00:00:00+00:00,0.8602420091629028,0.8879179954528809,0.8426799774169922,0.8447329998016357,801876,0.0,0.0
2021-08-01 00:00:00+00:00,0.8447960019111633,1.122370958328247,0.8427389860153198,1.0391080379486084,2109341,0.0,0.0
2021-08-02 00:00:00+00:00,1.026432991027832,1.0352979898452759,0.9245349764823914,0.9251869916915894,1305407,0.0,0.0
2021-08-03 00:00:00+00:00,0.9243890047073364,0.9460359811782837,0.8580189943313599,0.9001849889755249,1078871,0.0,0.0
2021-08-04 00:00:00+00:00,0.8991770148277283,1.006646990776062,0.8756440281867981,1.0012129545211792,919633,0.0,0.0
2021-08-05 00:00:00+00:00,1.0005029439926147,1.0157430171966553,0.9528859853744507,1.0082290172576904,593875,0.0,0.0
2021-08-06 00:00:00+00:00,1.009166955947876,1.0391240119934082,0.961143970489502,0.9700350165367126,794111,0.0,0.0
2021-08-07 00:00:00+00:00,0.9698439836502075,1.009587049484253,0.9252039790153503,0.9562259912490845,776555,0.0,0.0
2021-08-08 00:00:00+00:00,0.956017017364502,0.962149977684021,0.8958699703216553,0.9281089901924133,620718,0.0,0.0
2021-08-09 00:00:00+00:00,0.9279199838638306,1.036424994468689,0.8922640085220337,1.0164070129394531,1335822,0.0,0.0
2021-08-10 00:00:00+00:00,1.0142500400543213,1.045132040977478,0.9419900178909302,0.9806950092315674,842944,0.0,0.0
2021-08-11 00:00:00+00:00,0.9806609749794006,1.0141940116882324,0.9022300243377686,0.9342910051345825,1180166,0.0,0.0
2021-08-12 00:00:00+00:00,0.9340639710426331,0.9762740135192871,0.912073016166687,0.9261950254440308,757725,0.0,0.0
2021-08-13 00:00:00+00:00,0.9265459775924683,1.0878310203552246,0.9261339902877808,1.0261460542678833,1252609,0.0,0.0
2021-08-14 00:00:00+00:00,1.0251810550689697,1.588238000869751,1.0244009494781494,1.4620050191879272,6026010,0.0,0.0
2021-08-15 00:00:00+00:00,1.4620980024337769,1.6048829555511475,1.3577280044555664,1.5807850360870361,4080469,0.0,0.0
2021-08-16 00:00:00+00:00,1.5801010131835938,1.6641730070114136,1.462962031364441,1.5125030279159546,2316024,0.0,0.0
2021-08-17 00:00:00+00:00,1.512742042541504,1.6007829904556274,1.283519983291626,1.2957710027694702,2191950,0.0,0.0
2021-08-18 00:00:00+00:00,1.2956269979476929,1.3934990167617798,1.1163909435272217,1.3034820556640625,3214646,0.0,0.0
2021-08-19 00:00:00+00:00,1.303001046180725,1.3536280393600464,1.1510889530181885,1.2974050045013428,3237570,0.0,0.0
2021-08-20 00:00:00+00:00,1.2972990274429321,1.3882859945297241,1.232442021369934,1.3358149528503418,2409860,0.0,0.0
2021-08-21 00:00:00+00:00,1.3370410203933716,1.3444180488586426,1.2666419744491577,1.2764209508895874,1212342,0.0,0.0
2021-08-22 00:00:00+00:00,1.2778550386428833,1.2846970558166504,1.2089799642562866,1.2157299518585205,934598,0.0,0.0
2021-08-23 00:00:00+00:00,1.2158039808273315,1.260625958442688,1.1719989776611328,1.189188003540039,1373684,0.0,0.0
2021-08-24 00:00:00+00:00,1.1897039413452148,1.3163330554962158,1.1742759943008423,1.2704119682312012,1844795,0.0,0.0
