TIMESTAMP,YEAI_OPEN_PRICE_USD,YEAI_HIGH_PRICE_USD,YEAI_LOW_PRICE_USD,YEAI_CLOSE_PRICE_USD,YEAI_VOLUME_USD,YEAI_DIVIDENDS_USD,YEAI_STOCK_SPLITS_USD
2025-05-14 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-06-01 00:00:00+00:00,9.719499781835755e-14,9.719524176384636e-14,9.719499781835755e-14,9.719524176384636e-14,789,0.0,0.0
