,XMR
BTC,0.6588767207144169
ETH,0.643226844587269
LTC,0.6343011335619987
ZEC,0.6305418845783917
DASH,0.6242591716326159
XLM,0.5929099345211806
ETC,0.5917085572984357
QTUM,0.5865212050545444
XRP,0.5787702475642664
MIOTA,0.5775435219647506
DOGE,0.544983174668342
DGB,0.5435981224792575
BAT,0.5420822970753107
LSK,0.5385441852594882
GNO,0.5240149100816984
ZEN,0.5224952787085423
BTS,0.5173583945116006
XEM,0.5135623703507058
SC,0.5120574251722454
FIRO,0.5014380199228724
WAVES,0.4819612606974663
RLC,0.4690701295864043
DCR,0.4665615594895353
SYS,0.4561704621941346
KMD,0.4529821444568004
ANT,0.4480637229850631
STEEM,0.421595990672252
PIVX,0.3880222463374932
GAS,0.3376815308871416
LUNC,0.326444106142321
ARK,0.2575008713837574
