,XMR
BTC,0.6587794813536877
ETH,0.6428356411904892
LTC,0.6352024612673633
ZEC,0.6329403002882602
DASH,0.6240227164791039
XLM,0.593454944939251
ETC,0.5923586770126414
QTUM,0.5867842171111133
XRP,0.5790626023806352
MIOTA,0.5777308359535225
DOGE,0.5452260246382136
DGB,0.5448066127001494
BAT,0.5432723977348791
LSK,0.5382954084558108
ZEN,0.5252439421483055
GNO,0.5200694316949518
BTS,0.5172499177576928
XEM,0.5157267460568374
SC,0.5111612838264897
FIRO,0.4998561948864515
WAVES,0.4826513418139517
RLC,0.468331848523379
DCR,0.4673223143008049
SYS,0.455771545987467
KMD,0.4537764755871982
ANT,0.4468754958331457
STEEM,0.4226637636574031
PIVX,0.4177563754747694
GAS,0.3364221056155598
LUNC,0.3240265210479198
ARK,0.2661624259323806
