,XMR
ETH,0.5286224650303937
DASH,0.5244055154572864
BTC,0.5241439806799641
ZEC,0.5069642019264258
LTC,0.4992771190611025
ETC,0.4715278524389404
QTUM,0.4552163318346744
XLM,0.4532873704555535
XRP,0.4341014560938039
MIOTA,0.4086806052686397
ZEN,0.3867005104244743
BAT,0.3812586293323928
DGB,0.3723537735373839
DOGE,0.3620324021434395
LSK,0.3612571195197315
SC,0.3579490555837341
BTS,0.3531955451873618
XEM,0.3501599611077055
WAVES,0.3272081989418454
GNO,0.3133671806388891
RLC,0.3067863573613913
DCR,0.2923661773352508
ANT,0.2763945464251846
FIRO,0.2704997058815034
KMD,0.2560153857772326
STEEM,0.2544979704859751
LUNC,0.2516664000202148
SYS,0.2251018040659699
ARK,0.2081353096568185
GAS,0.1554520333137626
PIVX,0.0357709681390498
