TIMESTAMP,GRAIL22949_OPEN_PRICE_USD,GRAIL22949_HIGH_PRICE_USD,GRAIL22949_LOW_PRICE_USD,GRAIL22949_CLOSE_PRICE_USD,GRAIL22949_VOLUME_USD,GRAIL22949_DIVIDENDS_USD,GRAIL22949_STOCK_SPLITS_USD
2022-12-12 00:00:00+00:00,230.67568969726562,231.94921875,223.693115234375,227.71705627441406,106072,0.0,0.0
2022-12-13 00:00:00+00:00,227.71974182128906,251.82154846191406,226.39129638671875,246.45941162109375,181186,0.0,0.0
2022-12-14 00:00:00+00:00,246.44435119628906,248.0525360107422,235.4108428955078,235.4108428955078,92137,0.0,0.0
2022-12-15 00:00:00+00:00,235.41070556640625,241.93405151367188,233.66319274902344,238.94044494628906,91930,0.0,0.0
2022-12-16 00:00:00+00:00,238.93075561523438,241.12355041503906,217.06536865234375,218.94808959960938,103879,0.0,0.0
2022-12-17 00:00:00+00:00,218.95106506347656,218.9551544189453,212.3805389404297,212.7994842529297,28390,0.0,0.0
2022-12-18 00:00:00+00:00,212.80227661132812,215.73912048339844,208.10267639160156,211.26405334472656,32774,0.0,0.0
2022-12-19 00:00:00+00:00,211.26405334472656,217.92404174804688,207.5279998779297,214.57278442382812,44859,0.0,0.0
2022-12-20 00:00:00+00:00,214.57278442382812,217.4893341064453,202.41392517089844,204.0043182373047,102808,0.0,0.0
2022-12-21 00:00:00+00:00,203.9492645263672,204.0581817626953,195.35336303710938,198.0490264892578,70728,0.0,0.0
2022-12-22 00:00:00+00:00,197.9302215576172,199.50604248046875,195.2118377685547,195.3206787109375,32165,0.0,0.0
2022-12-23 00:00:00+00:00,195.3556365966797,199.4350128173828,194.61648559570312,194.80389404296875,26713,0.0,0.0
2022-12-24 00:00:00+00:00,194.71372985839844,203.1151123046875,194.5184326171875,200.4038848876953,39080,0.0,0.0
2022-12-25 00:00:00+00:00,200.4038848876953,204.6461639404297,200.38160705566406,204.17852783203125,22038,0.0,0.0
2022-12-26 00:00:00+00:00,204.17835998535156,204.5345458984375,200.88002014160156,200.96139526367188,14655,0.0,0.0
