,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
BTC Opening Price ($),34001.0,30250.0156589512,21999.44,25854.06790521597,2919.0,3547.88,4108.37,6286.42,8740.27,21999.44,45357.02,66656.31,87221.66,102145.28,108239.19
BTC High Price ($),34001.0,30444.525195729533,22218.3,25995.89990089755,3000.0,3570.32,4147.71,6330.0,8803.0,22218.3,45727.49,67010.0,87695.66,102672.0,109588.0
BTC Low Price ($),34001.0,30044.37103879298,21811.71,25707.878737820614,2817.0,3522.9,4079.16,6230.27,8670.01,21811.71,44870.29,66322.49,86668.21,101600.0,107769.18
BTC Close Price ($),34001.0,30252.962235816594,22009.75,25856.814879389512,2919.0,3547.88,4108.37,6287.11,8740.29,22009.75,45357.06,66660.0,87230.29,102147.95,108239.19
