,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
BTC Opening Price ($),68002.0,30250.865118672984,22002.045,25854.67151175348,2919.0,3548.0012,4113.5885,6278.713000000001,8744.065,22002.045,45343.835,66676.829,87206.472,102135.9947,108320.01
BTC High Price ($),68002.0,30387.584605452783,22146.86,25954.22873993181,2950.0,3564.5015,4138.905,6318.23,8787.575,22146.86,45607.832500000004,66904.54000000001,87573.93199999994,102499.97730000001,109588.0
BTC Low Price ($),68002.0,30107.834535454844,21861.095,25753.344379118294,2817.0,3530.9307999999996,4088.011,6242.235,8691.715,21861.095,45049.0625,66419.361,86811.70749999999,101730.72380000002,107780.51
BTC Close Price ($),68002.0,30252.338407105668,22004.785,25856.044976630594,2919.0,3548.0012,4113.5885,6279.509,8744.282500000001,22004.785,45344.917499999996,66684.16900000001,87220.90299999996,102145.18730000005,108320.01
