,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
BTC Opening Price ($),11335.0,30250.455308337012,21994.56,25860.3556232533,2919.0,3547.1618,4105.357,6281.978,8736.515,21994.56,45375.134999999995,66693.398,87148.851,102262.32340000001,108239.19
BTC High Price ($),11335.0,30593.339940891048,22374.0,26109.826944828328,3213.0,3582.9736,4185.565,6356.744,8865.974999999999,22374.0,46057.175,67271.716,88024.89999999994,102989.2254,109588.0
BTC Low Price ($),11335.0,29883.645962946626,21701.32,25596.208485454023,2817.0,3500.0135999999998,4042.4590000000003,6188.8,8618.34,21701.32,44600.0,66020.70000000001,86157.43799999994,101295.4668,106368.45
BTC Close Price ($),11335.0,30259.448588442876,21997.11,25869.040645149482,2919.0,3547.1618,4105.357,6283.018,8737.175,21997.11,45404.63,66700.84400000001,87178.48799999994,102316.41859999999,108239.19
