,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
BTC Opening Price ($),8501.0,30247.896965062933,22041.45,25852.60498546526,3148.0,3552.82,4106.8,6267.16,8745.9,22041.45,45243.61,66668.65,87281.98,102082.83,107120.65
BTC High Price ($),8501.0,30647.205148806024,22400.0,26149.757520964155,3238.92,3585.0,4196.28,6369.0,8882.78,22400.0,46218.12,67349.03,88465.99,103260.0,109588.0
BTC Low Price ($),8501.0,29820.988996588632,21646.64,25546.964937119163,2817.0,3486.0,4028.42,6178.6,8605.03,21646.64,44421.46,65939.67,85809.48,101148.35,105725.99
BTC Close Price ($),8501.0,30259.78641336313,22109.89,25863.89135863963,3148.0,3552.82,4106.8,6269.39,8750.71,22109.89,45276.04,66676.46,87325.59,102147.95,107120.65
