TIMESTAMP,SFIN_OPEN_PRICE_USD,SFIN_HIGH_PRICE_USD,SFIN_LOW_PRICE_USD,SFIN_CLOSE_PRICE_USD,SFIN_VOLUME_USD,SFIN_DIVIDENDS_USD,SFIN_STOCK_SPLITS_USD
2023-05-09 00:00:00+00:00,664.4866943359375,994.457763671875,656.50439453125,727.082275390625,33474,0.0,0.0
2023-05-10 00:00:00+00:00,727.1099853515625,727.8436889648438,607.6768188476562,688.6153564453125,27232,0.0,0.0
2023-05-11 00:00:00+00:00,688.6587524414062,729.6060180664062,668.2650756835938,674.1546020507812,22570,0.0,0.0
2023-05-12 00:00:00+00:00,674.1553955078125,741.0360107421875,669.67529296875,740.2592163085938,23566,0.0,0.0
2023-05-13 00:00:00+00:00,740.2166748046875,755.6487426757812,693.9588012695312,743.1381225585938,24518,0.0,0.0
2023-05-14 00:00:00+00:00,743.1249389648438,761.77099609375,732.7245483398438,756.5089111328125,23951,0.0,0.0
2023-05-15 00:00:00+00:00,756.4735717773438,801.4586181640625,742.42138671875,765.1066284179688,22001,0.0,0.0
2023-05-16 00:00:00+00:00,765.1035766601562,976.4757690429688,763.3046875,872.76171875,23602,0.0,0.0
2023-05-17 00:00:00+00:00,872.75732421875,986.1253051757812,837.1856079101562,887.1022338867188,21947,0.0,0.0
2023-05-18 00:00:00+00:00,887.1026000976562,989.7376098632812,763.3722534179688,832.9940185546875,28525,0.0,0.0
2023-05-19 00:00:00+00:00,833.0359497070312,834.2109375,707.6968383789062,751.6285400390625,23152,0.0,0.0
2023-05-20 00:00:00+00:00,751.6359252929688,773.4205322265625,713.9277954101562,715.3545532226562,20423,0.0,0.0
2023-05-21 00:00:00+00:00,715.339599609375,768.964599609375,686.9180908203125,712.105224609375,22156,0.0,0.0
2023-05-22 00:00:00+00:00,712.0789794921875,720.9559326171875,655.171630859375,668.6844482421875,20177,0.0,0.0
2023-05-23 00:00:00+00:00,668.6861572265625,709.4461669921875,668.6861572265625,700.4480590820312,22234,0.0,0.0
2023-05-24 00:00:00+00:00,700.4634399414062,764.1565551757812,685.9784545898438,692.3081665039062,21291,0.0,0.0
2023-05-25 00:00:00+00:00,692.2761840820312,828.4876098632812,644.3696899414062,676.1141967773438,24290,0.0,0.0
2023-05-26 00:00:00+00:00,676.1137084960938,705.8662109375,657.3492431640625,679.4425659179688,19227,0.0,0.0
2023-05-27 00:00:00+00:00,679.4364624023438,702.6229248046875,664.90966796875,673.3072509765625,23287,0.0,0.0
2023-05-28 00:00:00+00:00,673.2894287109375,704.5027465820312,664.6063842773438,686.5902709960938,22137,0.0,0.0
