,LTC
ETH,0.02697131008127035
KMD,0.04621651210076592
QTUM,0.052052158191881345
ETC,0.09150262113211509
PIVX,0.1034529394246914
DOGE,0.10646034854299728
LSK,0.13497501001083442
ZEN,0.13998653901207375
XRP,0.16926448393971302
BTC,0.1846482475099009
DGB,0.20679284325786876
ARK,0.2129682310178752
RLC,0.2178396135040379
DCR,0.22379418149380498
XEM,0.23568610301759818
XMR,0.23885338116037938
GNO,0.2686185093703614
XLM,0.27786575839533645
SC,0.2943240469257929
STEEM,0.30736097995486167
BAT,0.3147300619025597
WAVES,0.3349186246771422
BTS,0.3474783109563031
SYS,0.37809647180035294
ANT,0.4057642072455173
MIOTA,0.422581769113037
DASH,0.42706328749067385
FIRO,0.46149642062509
LUNC,0.48096227596933816
ZEC,0.519434900057887
GAS,0.5817476140368412
