,LTC
ETH,0.0121813927995291
QTUM,0.026461632988349748
KMD,0.04248287474469245
DOGE,0.0490358049733508
ETC,0.056134178506383706
PIVX,0.06971080472437616
XRP,0.08365287990695991
ZEN,0.13638383898475764
LSK,0.13665086760100764
DGB,0.1729285523887182
RLC,0.18135846472945927
BTC,0.1995919311363179
DCR,0.20235378288582095
ARK,0.20844067393490057
XEM,0.20907480292865588
BAT,0.2145802548367962
XMR,0.2421984704284563
GNO,0.26393626774978574
XLM,0.2777652009501844
STEEM,0.2820156800896936
SC,0.285712766829478
WAVES,0.3057058938832605
BTS,0.3284719357260829
SYS,0.36964257878509915
ANT,0.3942272791862675
DASH,0.416039185279611
MIOTA,0.4642564839143687
FIRO,0.4655073531503684
LUNC,0.5015402340713606
ZEC,0.5275462342147454
GAS,0.5965527061069338
