TIMESTAMP,SMARTCREDIT_OPEN_PRICE_USD,SMARTCREDIT_HIGH_PRICE_USD,SMARTCREDIT_LOW_PRICE_USD,SMARTCREDIT_CLOSE_PRICE_USD,SMARTCREDIT_VOLUME_USD,SMARTCREDIT_DIVIDENDS_USD,SMARTCREDIT_STOCK_SPLITS_USD
2020-11-05 00:00:00+00:00,0.4387440085411072,0.5885040163993835,0.43865999579429626,0.5085160136222839,1003323,0.0,0.0
2020-11-06 00:00:00+00:00,0.5085110068321228,0.6011459827423096,0.4230650067329407,0.4427100121974945,337898,0.0,0.0
2020-11-07 00:00:00+00:00,0.4428409934043884,0.6271029710769653,0.3965969979763031,0.4110499918460846,263609,0.0,0.0
2020-11-08 00:00:00+00:00,0.4115610122680664,1.113016963005066,0.38827699422836304,0.9981160163879395,1443625,0.0,0.0
2020-11-09 00:00:00+00:00,0.9929320216178894,1.8120959997177124,0.8501949906349182,1.3542640209197998,4948908,0.0,0.0
2020-11-10 00:00:00+00:00,1.3542460203170776,1.9869740009307861,1.0001360177993774,1.570180058479309,2264199,0.0,0.0
2020-11-11 00:00:00+00:00,1.5694400072097778,2.387197971343994,1.484287977218628,2.1249029636383057,2337048,0.0,0.0
2020-11-12 00:00:00+00:00,2.1248939037323,5.302577018737793,2.111531972885132,4.5364298820495605,8645368,0.0,0.0
2020-11-13 00:00:00+00:00,4.534801959991455,4.925878047943115,2.5913140773773193,3.598473072052002,4993207,0.0,0.0
2020-11-14 00:00:00+00:00,3.600330114364624,3.8819620609283447,3.0567610263824463,3.2476680278778076,1814435,0.0,0.0
2020-11-15 00:00:00+00:00,3.2478110790252686,3.606112003326416,2.0001819133758545,2.4593069553375244,2431919,0.0,0.0
2020-11-16 00:00:00+00:00,2.459434986114502,2.8673288822174072,1.7986220121383667,2.2032179832458496,2286328,0.0,0.0
2020-11-17 00:00:00+00:00,2.1502459049224854,2.3945939540863037,1.7691580057144165,1.9580450057983398,1659728,0.0,0.0
2020-11-18 00:00:00+00:00,1.9570950269699097,3.2809059619903564,1.8423080444335938,2.651401996612549,2800056,0.0,0.0
2020-11-19 00:00:00+00:00,2.6516740322113037,2.9752449989318848,2.1336588859558105,2.2093160152435303,754968,0.0,0.0
2020-11-20 00:00:00+00:00,2.209341049194336,2.943639039993286,2.209341049194336,2.814832925796509,821291,0.0,0.0
2020-11-21 00:00:00+00:00,2.8146729469299316,3.393934965133667,2.0310089588165283,2.3234078884124756,2436438,0.0,0.0
2020-11-22 00:00:00+00:00,2.3233749866485596,2.453089952468872,1.9322049617767334,2.056835889816284,1770746,0.0,0.0
2020-11-23 00:00:00+00:00,2.0567269325256348,2.2953040599823,1.7982620000839233,1.8436319828033447,963130,0.0,0.0
2020-11-24 00:00:00+00:00,1.8435829877853394,1.9564199447631836,1.607593059539795,1.6744619607925415,513162,0.0,0.0
2020-11-25 00:00:00+00:00,1.6744580268859863,2.0871009826660156,1.529587984085083,1.863463044166565,504591,0.0,0.0
2020-11-26 00:00:00+00:00,1.8634599447250366,1.89335298538208,1.442903995513916,1.589311957359314,299312,0.0,0.0
2020-11-27 00:00:00+00:00,1.5894190073013306,1.7047059535980225,1.4282000064849854,1.4982659816741943,322902,0.0,0.0
2020-11-28 00:00:00+00:00,1.4983160495758057,1.9994139671325684,1.4752830266952515,1.9530630111694336,561749,0.0,0.0
2020-11-29 00:00:00+00:00,1.9530940055847168,2.7230770587921143,1.831426978111267,2.679795980453491,1128867,0.0,0.0
2020-11-30 00:00:00+00:00,2.679814100265503,2.8048648834228516,2.057007074356079,2.060476064682007,594744,0.0,0.0
