TIMESTAMP,BTC36350_OPEN_PRICE_USD,BTC36350_HIGH_PRICE_USD,BTC36350_LOW_PRICE_USD,BTC36350_CLOSE_PRICE_USD,BTC36350_VOLUME_USD,BTC36350_DIVIDENDS_USD,BTC36350_STOCK_SPLITS_USD
2025-04-28 00:00:00+00:00,0.4901979863643646,0.5489400029182434,0.4901979863643646,0.5367680191993713,3585,0.0,0.0
2025-04-29 00:00:00+00:00,0.5367680191993713,0.5436199903488159,0.5320370197296143,0.5326380133628845,27,0.0,0.0
2025-04-30 00:00:00+00:00,0.5326380133628845,0.5386840105056763,0.4891830086708069,0.5017459988594055,3952,0.0,0.0
2025-05-01 00:00:00+00:00,0.5017459988594055,0.5426539778709412,0.5017459988594055,0.542631983757019,0,0.0,0.0
2025-05-02 00:00:00+00:00,0.542631983757019,0.5427049994468689,0.4852280020713806,0.4852280020713806,0,0.0,0.0
2025-05-03 00:00:00+00:00,0.4852280020713806,0.4903259873390198,0.47967100143432617,0.48413801193237305,174,0.0,0.0
2025-05-04 00:00:00+00:00,0.48413801193237305,0.48756399750709534,0.47267699241638184,0.4752480089664459,235,0.0,0.0
2025-05-05 00:00:00+00:00,0.4752480089664459,0.4755600094795227,0.4633580148220062,0.46603700518608093,515,0.0,0.0
2025-05-06 00:00:00+00:00,0.46603700518608093,0.47310200333595276,0.4598909914493561,0.47295698523521423,1398,0.0,0.0
2025-05-07 00:00:00+00:00,0.47295698523521423,0.4759790003299713,0.4658910036087036,0.47081100940704346,816,0.0,0.0
2025-05-08 00:00:00+00:00,0.47081100940704346,0.5121880173683167,0.47077399492263794,0.5080980062484741,0,0.0,0.0
2025-05-09 00:00:00+00:00,0.5080980062484741,0.531686007976532,0.5046640038490295,0.5278519988059998,0,0.0,0.0
2025-05-10 00:00:00+00:00,0.5278519988059998,0.5560669898986816,0.5275750160217285,0.5555840134620667,2749,0.0,0.0
2025-05-11 00:00:00+00:00,0.5555840134620667,0.5606150031089783,0.5230969786643982,0.5281810164451599,887,0.0,0.0
2025-05-12 00:00:00+00:00,0.5281810164451599,0.5679180026054382,0.5276340246200562,0.5306040048599243,1933,0.0,0.0
2025-05-13 00:00:00+00:00,0.5306040048599243,0.5364480018615723,0.5059300065040588,0.5364050269126892,0,0.0,0.0
2025-05-14 00:00:00+00:00,0.5364050269126892,0.5364050269126892,0.5066699981689453,0.517570972442627,885,0.0,0.0
2025-05-15 00:00:00+00:00,0.517570972442627,0.5189779996871948,0.49378299713134766,0.49738800525665283,812,0.0,0.0
2025-05-16 00:00:00+00:00,0.49738800525665283,0.5032979846000671,0.4788289964199066,0.4788289964199066,0,0.0,0.0
2025-05-17 00:00:00+00:00,0.4788289964199066,0.4788289964199066,0.4606660008430481,0.46536099910736084,641,0.0,0.0
2025-05-18 00:00:00+00:00,0.46536099910736084,0.48281800746917725,0.4628390073776245,0.475259006023407,1685,0.0,0.0
2025-05-19 00:00:00+00:00,0.475259006023407,0.47822099924087524,0.45471200346946716,0.4698350131511688,1163,0.0,0.0
2025-05-20 00:00:00+00:00,0.4698350131511688,0.47925499081611633,0.4681690037250519,0.4767650067806244,2672,0.0,0.0
2025-05-21 00:00:00+00:00,0.4767650067806244,0.4921410083770752,0.47433799505233765,0.4874269962310791,1220,0.0,0.0
2025-05-22 00:00:00+00:00,0.4874269962310791,0.501308023929596,0.4829300045967102,0.5011109709739685,455,0.0,0.0
2025-05-23 00:00:00+00:00,0.5011109709739685,0.5012869834899902,0.4494900107383728,0.44976601004600525,1499,0.0,0.0
2025-05-24 00:00:00+00:00,0.44976601004600525,0.4499559998512268,0.4413909912109375,0.4415700137615204,195,0.0,0.0
2025-05-25 00:00:00+00:00,0.4415700137615204,0.44162800908088684,0.4028890132904053,0.4161660075187683,5641,0.0,0.0
2025-05-26 00:00:00+00:00,0.4161660075187683,0.42462900280952454,0.4121539890766144,0.414792001247406,398,0.0,0.0
2025-05-27 00:00:00+00:00,0.414792001247406,0.4431619942188263,0.41231200098991394,0.43339499831199646,4629,0.0,0.0
2025-05-28 00:00:00+00:00,0.43339499831199646,0.4500040113925934,0.4299669861793518,0.4485290050506592,4822,0.0,0.0
2025-05-29 00:00:00+00:00,0.4485290050506592,0.7976599931716919,0.44725099205970764,0.6981480121612549,5167,0.0,0.0
2025-05-30 00:00:00+00:00,0.6981480121612549,0.9094280004501343,0.6653720140457153,0.88161700963974,73074,0.0,0.0
2025-05-31 00:00:00+00:00,0.88161700963974,1.3631739616394043,0.8059319853782654,1.3424220085144043,88442,0.0,0.0
2025-06-01 00:00:00+00:00,1.3424220085144043,1.3574379682540894,1.0880182981491089,1.0880182981491089,66459,0.0,0.0
