TIMESTAMP,GRIMEX_OPEN_PRICE_USD,GRIMEX_HIGH_PRICE_USD,GRIMEX_LOW_PRICE_USD,GRIMEX_CLOSE_PRICE_USD,GRIMEX_VOLUME_USD,GRIMEX_DIVIDENDS_USD,GRIMEX_STOCK_SPLITS_USD
2021-05-30 00:00:00+00:00,,,,0.0,2501694,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,4989584,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,3072109,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,1163248,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,841812,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,394255,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,368992,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,359963,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,198156,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,182013,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,190377,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,151029,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,122013,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,101210,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,89202,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,49020,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,68276,0.0,0.0
2021-06-16 00:00:00+00:00,,,,0.0,103344,0.0,0.0
2021-06-17 00:00:00+00:00,,,,0.0,107577,0.0,0.0
2021-06-18 00:00:00+00:00,,,,0.0,138919,0.0,0.0
2021-06-19 00:00:00+00:00,,,,0.0,130236,0.0,0.0
2021-06-20 00:00:00+00:00,,,,0.0,82677,0.0,0.0
2021-06-21 00:00:00+00:00,,,,0.0,59797,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,57969,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,52579,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,74105,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,128059,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,65988,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,54793,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,46356,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,50394,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,48643,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,68102,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,68059,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,45264,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,49615,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,48644,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,33384,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,23183,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,20374,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,15825,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,10421,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,10391,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,24922,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,26633,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,14631,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,14182,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,11769,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,6222,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,13510,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,28747,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,289483,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,786692,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,655597,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,195338,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,65489,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,99199,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,176264,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,169892,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,102530,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,95607,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,93871,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,74723,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,51902,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,38931,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,44463,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,46987,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,32419,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,32003,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,37386,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,33353,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,32777,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,32361,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,38925,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,35814,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,29060,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,43113,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,42009,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,30575,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,30663,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,24722,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,20749,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,19767,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,14342,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,21357,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,36366,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,28766,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,19257,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,14570,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,130131,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,2414781,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,2443506,0.0,0.0
