TIMESTAMP,LBTC33652_OPEN_PRICE_USD,LBTC33652_HIGH_PRICE_USD,LBTC33652_LOW_PRICE_USD,LBTC33652_CLOSE_PRICE_USD,LBTC33652_VOLUME_USD,LBTC33652_DIVIDENDS_USD,LBTC33652_STOCK_SPLITS_USD
2024-10-25 00:00:00+00:00,67605.4296875,67624.8046875,66248.6953125,66656.640625,11535343,0.0,0.0
2024-10-26 00:00:00+00:00,66656.640625,67081.5234375,66466.859375,67050.71875,3847503,0.0,0.0
2024-10-27 00:00:00+00:00,67050.71875,67761.859375,66929.953125,67696.34375,2035120,0.0,0.0
2024-10-28 00:00:00+00:00,67696.34375,69571.890625,67646.2109375,69513.9921875,509629,0.0,0.0
2024-10-29 00:00:00+00:00,69513.9921875,72503.71875,69457.2421875,72503.71875,9590256,0.0,0.0
2024-10-30 00:00:00+00:00,72503.71875,72516.453125,71908.5234375,72386.984375,3167669,0.0,0.0
2024-10-31 00:00:00+00:00,72386.984375,72416.125,69993.6484375,70354.4375,2669071,0.0,0.0
2024-11-01 00:00:00+00:00,70354.4375,70831.7421875,69135.8671875,69288.125,2604425,0.0,0.0
2024-11-02 00:00:00+00:00,69288.125,69685.53125,69189.265625,69304.5546875,3388565,0.0,0.0
2024-11-03 00:00:00+00:00,69304.5546875,69319.2578125,67774.2265625,68808.609375,864036,0.0,0.0
2024-11-04 00:00:00+00:00,68808.609375,69107.5703125,67500.96875,67760.8671875,1640652,0.0,0.0
2024-11-05 00:00:00+00:00,67760.8671875,70143.75,67599.3984375,69422.9921875,4055880,0.0,0.0
2024-11-06 00:00:00+00:00,69422.9921875,75568.3125,69422.9921875,75532.0,1712411,0.0,0.0
2024-11-07 00:00:00+00:00,75532.0,75746.78125,74709.2890625,75428.3359375,557785,0.0,0.0
2024-11-08 00:00:00+00:00,75428.3359375,76502.8046875,75417.484375,76416.09375,1996487,0.0,0.0
2024-11-09 00:00:00+00:00,76416.09375,76586.7890625,75984.3828125,76530.9375,1265992,0.0,0.0
2024-11-10 00:00:00+00:00,76530.9375,80372.359375,76481.28125,80166.28125,1727856,0.0,0.0
2024-11-11 00:00:00+00:00,80166.28125,83588.96875,80166.28125,81301.5546875,840895,0.0,0.0
2024-11-12 00:00:00+00:00,81301.5546875,89568.078125,81301.5546875,87991.4765625,2366290,0.0,0.0
2024-11-13 00:00:00+00:00,87991.4765625,91558.96875,86620.578125,89102.2265625,2462489,0.0,0.0
2024-11-14 00:00:00+00:00,89102.2265625,90938.71875,86622.765625,86664.75,4826198,0.0,0.0
2024-11-15 00:00:00+00:00,86664.75,91185.96875,86664.75,91151.5,5975440,0.0,0.0
2024-11-16 00:00:00+00:00,91151.5,91317.46875,90338.3203125,90496.8203125,1688672,0.0,0.0
2024-11-17 00:00:00+00:00,90496.8203125,90968.8984375,89135.234375,89425.5390625,3782112,0.0,0.0
2024-11-18 00:00:00+00:00,89425.5390625,91808.40625,89406.6875,90580.09375,6381298,0.0,0.0
2024-11-19 00:00:00+00:00,90580.09375,93166.609375,90560.1875,92036.59375,6281122,0.0,0.0
2024-11-20 00:00:00+00:00,92084.421875,94225.5390625,91961.8671875,93952.7890625,3743063,0.0,0.0
2024-11-21 00:00:00+00:00,93952.765625,98182.84375,93952.765625,98182.84375,13973744,0.0,0.0
2024-11-22 00:00:00+00:00,98182.84375,99241.7421875,97633.3046875,98868.6640625,15179038,0.0,0.0
2024-11-23 00:00:00+00:00,98868.6640625,98951.9375,97696.7578125,97730.203125,1468977,0.0,0.0
2024-11-24 00:00:00+00:00,97730.203125,98480.28125,96158.2578125,97653.203125,975095,0.0,0.0
2024-11-25 00:00:00+00:00,97653.203125,97998.3359375,93163.2265625,93163.2265625,5468875,0.0,0.0
2024-11-26 00:00:00+00:00,93163.2265625,94733.2734375,91858.640625,91873.140625,5156060,0.0,0.0
2024-11-27 00:00:00+00:00,91873.140625,96559.5703125,91873.140625,96082.2578125,1246180,0.0,0.0
2024-11-28 00:00:00+00:00,96082.2578125,96473.2421875,94940.8046875,95065.765625,2912559,0.0,0.0
2024-11-29 00:00:00+00:00,95065.765625,97325.4921875,95030.515625,97314.921875,1687103,0.0,0.0
2024-11-30 00:00:00+00:00,97314.921875,97314.921875,96543.234375,96641.1875,1939754,0.0,0.0
2024-12-01 00:00:00+00:00,96641.1875,97241.78125,96285.2109375,97239.75,456977,0.0,0.0
2024-12-02 00:00:00+00:00,97239.75,97586.8125,94838.2109375,95378.984375,3557068,0.0,0.0
2024-12-03 00:00:00+00:00,95378.984375,95991.9296875,94779.53125,95806.59375,3443462,0.0,0.0
2024-12-04 00:00:00+00:00,95806.59375,98465.8046875,95516.03125,98465.8046875,3005818,0.0,0.0
2024-12-05 00:00:00+00:00,98465.8046875,102939.09375,96100.5859375,96100.5859375,13283955,0.0,0.0
2024-12-06 00:00:00+00:00,96475.0078125,100860.515625,96343.921875,100143.9609375,5183618,0.0,0.0
2024-12-07 00:00:00+00:00,100143.9609375,100143.9609375,99223.34375,99863.25,13385414,0.0,0.0
2024-12-08 00:00:00+00:00,99863.25,100003.8828125,99012.9296875,99937.6953125,934613,0.0,0.0
2024-12-09 00:00:00+00:00,99937.6953125,100384.2109375,97361.0,97531.8515625,12604716,0.0,0.0
2024-12-10 00:00:00+00:00,97531.8515625,97953.0390625,95385.546875,97009.640625,4712782,0.0,0.0
2024-12-11 00:00:00+00:00,96956.8046875,101276.453125,96042.8984375,101166.078125,2285342,0.0,0.0
2024-12-12 00:00:00+00:00,101166.078125,101825.296875,100070.734375,100144.84375,1038820,0.0,0.0
2024-12-13 00:00:00+00:00,100144.84375,101418.8515625,99640.484375,101214.7890625,2367393,0.0,0.0
2024-12-14 00:00:00+00:00,101214.7890625,102023.4140625,100879.453125,101024.71875,4059395,0.0,0.0
2024-12-15 00:00:00+00:00,101024.71875,103042.890625,101024.71875,102894.359375,2124941,0.0,0.0
2024-12-16 00:00:00+00:00,102894.359375,107006.46875,102890.75,105754.421875,3405114,0.0,0.0
2024-12-17 00:00:00+00:00,105754.421875,107388.5546875,105754.2734375,106301.8046875,5834317,0.0,0.0
2024-12-18 00:00:00+00:00,106301.8046875,106353.6171875,103230.8203125,103247.8515625,4139738,0.0,0.0
