TIMESTAMP,IRO_OPEN_PRICE_USD,IRO_HIGH_PRICE_USD,IRO_LOW_PRICE_USD,IRO_CLOSE_PRICE_USD,IRO_VOLUME_USD,IRO_DIVIDENDS_USD,IRO_STOCK_SPLITS_USD
2024-07-31 00:00:00+00:00,0.0005469999741762877,0.0006329999887384474,0.00033599999733269215,0.0004579999949783087,226035,0.0,0.0
2024-08-01 00:00:00+00:00,0.0004579999949783087,0.0005559999844990671,0.00028300000121816993,0.000547999981790781,109841,0.0,0.0
2024-08-02 00:00:00+00:00,0.0005109999910928309,0.003530000103637576,0.0004959999932907522,0.0006220000213943422,1058310,0.0,0.0
2024-08-03 00:00:00+00:00,0.0006220000213943422,0.0012880000285804272,0.0004330000083427876,0.0007149999728426337,330303,0.0,0.0
2024-08-04 00:00:00+00:00,0.0007149999728426337,0.002828999888151884,0.0006890000076964498,0.0016270000487565994,717630,0.0,0.0
2024-08-05 00:00:00+00:00,0.001967000076547265,0.001970000099390745,0.0007350000087171793,0.0008079999824985862,214750,0.0,0.0
2024-08-06 00:00:00+00:00,0.0008079999824985862,0.0016629999736323953,0.0007869999972172081,0.0010219999821856618,609912,0.0,0.0
2024-08-07 00:00:00+00:00,0.0010189999593421817,0.00303900009021163,0.0008909999742172658,0.0013899999903514981,1599165,0.0,0.0
2024-08-08 00:00:00+00:00,0.0013899999903514981,0.001623000018298626,0.000446999998530373,0.0004970000009052455,674765,0.0,0.0
2024-08-09 00:00:00+00:00,0.0005089999758638442,0.0009089999948628247,0.0003169999981764704,0.00032699998700991273,377572,0.0,0.0
2024-08-10 00:00:00+00:00,0.00032699998700991273,0.0003330000035930425,0.00020399999630171806,0.0002410000015515834,223074,0.0,0.0
2024-08-11 00:00:00+00:00,0.0002410000015515834,0.0002519999979995191,0.0001539999939268455,0.00015999999595806003,165974,0.0,0.0
2024-08-12 00:00:00+00:00,0.00015999999595806003,0.0001610000035725534,9.000000136438757e-05,9.899999713525176e-05,131438,0.0,0.0
2024-08-13 00:00:00+00:00,9.899999713525176e-05,0.00027099999715574086,8.800000068731606e-05,0.0001610000035725534,208913,0.0,0.0
2024-08-14 00:00:00+00:00,0.0001610000035725534,0.0002390000008745119,0.00013499999477062374,0.0001939999929163605,142904,0.0,0.0
2024-08-15 00:00:00+00:00,0.00019700000120792538,0.00045900000259280205,0.00015500000154133886,0.0002519999979995191,346175,0.0,0.0
2024-08-16 00:00:00+00:00,0.00025099999038502574,0.0005510000046342611,0.00025099999038502574,0.0004780000017490238,263835,0.0,0.0
2024-08-17 00:00:00+00:00,0.0005099999834783375,0.0005099999834783375,0.0002640000020619482,0.00036199999158270657,180243,0.0,0.0
2024-08-18 00:00:00+00:00,0.0004140000091865659,0.0006070000235922635,0.00021699999342672527,0.00021699999342672527,114926,0.0,0.0
2024-08-19 00:00:00+00:00,0.00021699999342672527,0.00035600000410340726,0.00018000000272877514,0.0001990000018849969,93440,0.0,0.0
2024-08-20 00:00:00+00:00,0.00019500000053085387,0.00021800000104121864,0.00014099999680183828,0.00014200000441633165,45687,0.0,0.0
2024-08-21 00:00:00+00:00,0.0001429999974789098,0.0001829999964684248,0.00013099999341648072,0.00014699999883305281,43610,0.0,0.0
2024-08-22 00:00:00+00:00,0.00014400000509340316,0.00016799999866634607,0.0001340000017080456,0.00013499999477062374,36462,0.0,0.0
2024-08-23 00:00:00+00:00,0.00015799999528098851,0.00018699999782256782,0.0001340000017080456,0.00016799999866634607,77833,0.0,0.0
2024-08-24 00:00:00+00:00,0.00016599999798927456,0.00016700000560376793,0.00011899999663000926,0.0001250000059371814,50519,0.0,0.0
2024-08-25 00:00:00+00:00,0.00012399999832268804,0.0001250000059371814,0.00011100000119768083,0.00011500000255182385,9154,0.0,0.0
2024-08-26 00:00:00+00:00,0.00011500000255182385,0.00012199999764561653,0.00010099999781232327,0.0001049999991664663,13908,0.0,0.0
2024-08-27 00:00:00+00:00,0.0001049999991664663,0.0001049999991664663,9.000000136438757e-05,9.300000237999484e-05,5613,0.0,0.0
2024-08-28 00:00:00+00:00,9.300000237999484e-05,0.0001320000010309741,8.800000068731606e-05,9.999999747378752e-05,14991,0.0,0.0
2024-08-29 00:00:00+00:00,9.999999747378752e-05,0.00010800000018207356,8.600000001024455e-05,8.70000003487803e-05,3966,0.0,0.0
2024-08-30 00:00:00+00:00,8.70000003487803e-05,9.999999747378752e-05,7.400000322377309e-05,7.599999662488699e-05,2854,0.0,0.0
2024-08-31 00:00:00+00:00,7.599999662488699e-05,8.299999899463728e-05,7.100000220816582e-05,7.100000220816582e-05,5209,0.0,0.0
2024-09-01 00:00:00+00:00,7.100000220816582e-05,7.100000220816582e-05,6.500000017695129e-05,6.500000017695129e-05,821,0.0,0.0
2024-09-02 00:00:00+00:00,6.500000017695129e-05,8.299999899463728e-05,5.900000178371556e-05,7.699999696342275e-05,4184,0.0,0.0
2024-09-03 00:00:00+00:00,7.699999696342275e-05,7.79999973019585e-05,6.399999983841553e-05,6.399999983841553e-05,2772,0.0,0.0
2024-09-04 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,5.900000178371556e-05,6.0999998822808266e-05,1949,0.0,0.0
2024-09-05 00:00:00+00:00,6.0999998822808266e-05,7.100000220816582e-05,5.900000178371556e-05,5.999999848427251e-05,2141,0.0,0.0
2024-09-06 00:00:00+00:00,5.999999848427251e-05,0.00010900000052060932,5.8000001445179805e-05,8.399999933317304e-05,24956,0.0,0.0
2024-09-07 00:00:00+00:00,8.399999933317304e-05,8.900000102585182e-05,6.399999983841553e-05,7.000000186963007e-05,5342,0.0,0.0
2024-09-08 00:00:00+00:00,7.000000186963007e-05,0.00014099999680183828,7.000000186963007e-05,8.099999831756577e-05,30850,0.0,0.0
2024-09-09 00:00:00+00:00,8.099999831756577e-05,0.0001630000042496249,7.899999764049426e-05,0.00010299999848939478,51799,0.0,0.0
2024-09-10 00:00:00+00:00,0.00010299999848939478,0.00010800000018207356,8.099999831756577e-05,8.499999967170879e-05,9275,0.0,0.0
2024-09-11 00:00:00+00:00,8.600000001024455e-05,0.00022600000374950469,8.199999865610152e-05,0.00011200000153621659,126606,0.0,0.0
2024-09-12 00:00:00+00:00,0.00011200000153621659,0.00011200000153621659,8.600000001024455e-05,0.00010699999984353781,7951,0.0,0.0
2024-09-13 00:00:00+00:00,9.300000237999484e-05,9.699999645818025e-05,8.399999933317304e-05,9.500000305706635e-05,9618,0.0,0.0
2024-09-14 00:00:00+00:00,9.500000305706635e-05,0.00013099999341648072,8.499999967170879e-05,8.800000068731606e-05,24395,0.0,0.0
