,ETH
BTC,0.7713023893822591
GNO,0.7684777939175091
LTC,0.7622787670232399
ETC,0.7525313450031197
QTUM,0.7156951197884529
DASH,0.6990498659664348
XRP,0.6967851985736173
MIOTA,0.6808006967953861
XLM,0.6782005272023733
ZEC,0.6621207825730209
DGB,0.6588012243401609
BAT,0.6482976811412924
DOGE,0.6325895789406393
XEM,0.6265179151217347
XMR,0.6139501257533788
ZEN,0.6034988345143888
SC,0.6013476006375713
PIVX,0.5955978432341479
LSK,0.589876425388103
GAS,0.5882701178067125
BTS,0.5815143370460312
SYS,0.5797023235417493
ANT,0.576232288085476
STEEM,0.5761763182518231
FIRO,0.5719129377451937
RLC,0.5680564120254209
DCR,0.559009000456309
WAVES,0.5571638585780694
KMD,0.5502392092410795
LUNC,0.540800580550842
ARK,0.5345533139587109
