,ETH
GNO,0.8284706458914469
ETC,0.7853176697811891
LTC,0.7826955631660713
BTC,0.7812784322381191
QTUM,0.7481310963358354
XRP,0.7286661347768417
DASH,0.7147401807337895
MIOTA,0.7134938322885729
XLM,0.7113319492602672
DGB,0.686840778053592
ZEC,0.6832956932851844
BAT,0.6796113322397395
XEM,0.6623452991613376
DOGE,0.6588484470714436
SYS,0.6464350911146027
GAS,0.6457198207550161
XMR,0.643226844587269
SC,0.6431371449845703
LSK,0.6392234080612959
STEEM,0.6293137916636979
ZEN,0.6281304182519267
FIRO,0.6276244661855064
PIVX,0.6234093450707024
BTS,0.6148205292098039
DCR,0.6053512319597353
ANT,0.598925537801152
LUNC,0.5952942557213798
RLC,0.59238196294052
WAVES,0.5896098488300362
KMD,0.5874372884760514
ARK,0.5615255929117697
