TIMESTAMP,KOL34373_OPEN_PRICE_USD,KOL34373_HIGH_PRICE_USD,KOL34373_LOW_PRICE_USD,KOL34373_CLOSE_PRICE_USD,KOL34373_VOLUME_USD,KOL34373_DIVIDENDS_USD,KOL34373_STOCK_SPLITS_USD
2024-12-24 00:00:00+00:00,2.22041392326355,2.3239870071411133,2.0089728832244873,2.238953113555908,131653,0.0,0.0
2024-12-25 00:00:00+00:00,2.238953113555908,2.238953113555908,1.9522680044174194,2.010248899459839,111880,0.0,0.0
2024-12-26 00:00:00+00:00,2.010248899459839,2.026654005050659,1.6181509494781494,1.7906999588012695,136239,0.0,0.0
2024-12-27 00:00:00+00:00,1.7906999588012695,1.913329005241394,1.710278034210205,1.8175170421600342,115086,0.0,0.0
2024-12-28 00:00:00+00:00,1.8175170421600342,1.8339710235595703,1.6606839895248413,1.7639089822769165,122780,0.0,0.0
2024-12-29 00:00:00+00:00,1.7639089822769165,1.7765259742736816,1.4900660514831543,1.5320219993591309,190445,0.0,0.0
2024-12-30 00:00:00+00:00,1.5320219993591309,1.9476079940795898,1.430237054824829,1.8027570247650146,269059,0.0,0.0
2024-12-31 00:00:00+00:00,1.8027570247650146,1.8027570247650146,1.497056007385254,1.5050369501113892,133719,0.0,0.0
2025-01-01 00:00:00+00:00,1.5050369501113892,1.6619000434875488,1.3197489976882935,1.6001650094985962,280638,0.0,0.0
2025-01-02 00:00:00+00:00,1.6001650094985962,1.9416309595108032,1.6001650094985962,1.7998100519180298,162486,0.0,0.0
2025-01-03 00:00:00+00:00,1.7998100519180298,1.8236149549484253,1.5839489698410034,1.7260169982910156,158055,0.0,0.0
2025-01-04 00:00:00+00:00,1.7260169982910156,1.7437700033187866,1.5797929763793945,1.6123600006103516,100785,0.0,0.0
2025-01-05 00:00:00+00:00,1.6123600006103516,1.7981330156326294,1.5516510009765625,1.6991209983825684,157665,0.0,0.0
2025-01-06 00:00:00+00:00,1.6991209983825684,1.6991209983825684,1.458765983581543,1.562026023864746,197475,0.0,0.0
2025-01-07 00:00:00+00:00,1.4926179647445679,1.521975040435791,1.3170180320739746,1.37368905544281,190357,0.0,0.0
2025-01-08 00:00:00+00:00,1.37368905544281,1.3818080425262451,1.232239007949829,1.3346019983291626,177826,0.0,0.0
2025-01-09 00:00:00+00:00,1.3346019983291626,1.3445630073547363,1.1148220300674438,1.1160080432891846,158637,0.0,0.0
2025-01-10 00:00:00+00:00,1.1160080432891846,1.3299039602279663,1.1160080432891846,1.3200269937515259,97374,0.0,0.0
