TIMESTAMP,BM31608_OPEN_PRICE_USD,BM31608_HIGH_PRICE_USD,BM31608_LOW_PRICE_USD,BM31608_CLOSE_PRICE_USD,BM31608_VOLUME_USD,BM31608_DIVIDENDS_USD,BM31608_STOCK_SPLITS_USD
2024-06-04 00:00:00+00:00,0.0012290000449866056,0.0016240000259131193,0.0007220000261440873,0.00072900002123788,446487,0.0,0.0
2024-06-05 00:00:00+00:00,0.0009699999936856329,0.0019940000493079424,0.0009009999921545386,0.0013470000121742487,449308,0.0,0.0
2024-06-06 00:00:00+00:00,0.0014959999825805426,0.001496999990195036,0.00026500000967644155,0.00040600000647827983,379096,0.0,0.0
2024-06-07 00:00:00+00:00,0.0003699999942909926,0.0006539999740198255,0.00019500000053085387,0.00022000000171829015,139916,0.0,0.0
2024-06-08 00:00:00+00:00,0.00022000000171829015,0.0002800000074785203,0.00016900000628083944,0.00016900000628083944,19256,0.0,0.0
2024-06-09 00:00:00+00:00,0.00016900000628083944,0.00016900000628083944,0.00012700000661425292,0.00012700000661425292,9242,0.0,0.0
2024-06-10 00:00:00+00:00,0.00012700000661425292,0.00039000000106170774,0.00012700000661425292,0.0001289999927394092,55043,0.0,0.0
2024-06-11 00:00:00+00:00,0.0001289999927394092,0.0001429999974789098,9.100000170292333e-05,0.00010800000018207356,11504,0.0,0.0
2024-06-12 00:00:00+00:00,0.00010800000018207356,0.00010800000018207356,6.600000051548705e-05,6.600000051548705e-05,7626,0.0,0.0
2024-06-13 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,5.400000009103678e-05,5.500000042957254e-05,779,0.0,0.0
2024-06-14 00:00:00+00:00,5.500000042957254e-05,0.000295000005280599,4.70000013592653e-05,4.8000001697801054e-05,125491,0.0,0.0
2024-06-15 00:00:00+00:00,4.8000001697801054e-05,7.200000254670158e-05,4.400000034365803e-05,4.400000034365803e-05,14008,0.0,0.0
2024-06-16 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,2.700000004551839e-05,3.099999958067201e-05,5714,0.0,0.0
2024-06-17 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.700000004551839e-05,2.700000004551839e-05,1052,0.0,0.0
2024-06-18 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.2000000171829015e-05,2.2000000171829015e-05,1068,0.0,0.0
2024-06-19 00:00:00+00:00,2.2000000171829015e-05,5.8000001445179805e-05,2.2000000171829015e-05,4.8000001697801054e-05,26806,0.0,0.0
2024-06-20 00:00:00+00:00,4.8000001697801054e-05,9.100000170292333e-05,3.899999865097925e-05,3.899999865097925e-05,18667,0.0,0.0
2024-06-21 00:00:00+00:00,3.899999865097925e-05,4.3000000005122274e-05,3.899999865097925e-05,3.899999865097925e-05,1510,0.0,0.0
2024-06-22 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,2.8000000384054147e-05,2.8000000384054147e-05,1823,0.0,0.0
2024-06-23 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.499999936844688e-05,2.499999936844688e-05,531,0.0,0.0
2024-06-24 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.2000000171829015e-05,2.2000000171829015e-05,537,0.0,0.0
2024-06-25 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.9999999494757503e-05,1.9999999494757503e-05,470,0.0,0.0
2024-06-26 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,86,0.0,0.0
2024-06-27 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.9999999494757503e-05,244,0.0,0.0
2024-06-28 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8000000636675395e-05,306,0.0,0.0
2024-06-29 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,70,0.0,0.0
2024-06-30 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,7,0.0,0.0
2024-07-01 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,235,0.0,0.0
2024-07-02 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,121,0.0,0.0
2024-07-03 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,245,0.0,0.0
2024-07-04 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.5999999959603883e-05,164,0.0,0.0
2024-07-05 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,2,0.0,0.0
2024-07-06 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.5999999959603883e-05,8,0.0,0.0
2024-07-07 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,39,0.0,0.0
2024-07-08 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,94,0.0,0.0
2024-07-09 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.5999999959603883e-05,94,0.0,0.0
2024-07-10 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.5999999959603883e-05,1.5999999959603883e-05,4,0.0,0.0
2024-07-11 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,282,0.0,0.0
