TIMESTAMP,BABYPEPE31752_OPEN_PRICE_USD,BABYPEPE31752_HIGH_PRICE_USD,BABYPEPE31752_LOW_PRICE_USD,BABYPEPE31752_CLOSE_PRICE_USD,BABYPEPE31752_VOLUME_USD,BABYPEPE31752_DIVIDENDS_USD,BABYPEPE31752_STOCK_SPLITS_USD
2024-06-11 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,92157,0.0,0.0
2024-06-12 00:00:00+00:00,3.000000106112566e-06,7.999999979801942e-06,3.000000106112566e-06,7.000000096013537e-06,272607,0.0,0.0
2024-06-13 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,4.999999873689376e-06,7.000000096013537e-06,401574,0.0,0.0
2024-06-14 00:00:00+00:00,7.000000096013537e-06,1.5999999959603883e-05,7.000000096013537e-06,1.4999999621068127e-05,1042751,0.0,0.0
2024-06-15 00:00:00+00:00,1.4999999621068127e-05,2.300000051036477e-05,1.1000000085914508e-05,1.2000000424450263e-05,1147376,0.0,0.0
2024-06-16 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,354130,0.0,0.0
2024-06-17 00:00:00+00:00,1.1000000085914508e-05,1.5999999959603883e-05,1.1000000085914508e-05,1.4000000192027073e-05,395722,0.0,0.0
2024-06-18 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,7.999999979801942e-06,1.2000000424450263e-05,311471,0.0,0.0
2024-06-19 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,7.999999979801942e-06,9.999999747378752e-06,119576,0.0,0.0
2024-06-20 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.000000318337698e-06,9.000000318337698e-06,113067,0.0,0.0
2024-06-21 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,124625,0.0,0.0
2024-06-22 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,109532,0.0,0.0
2024-06-23 00:00:00+00:00,6.000000212225132e-06,9.999999747378752e-06,4.999999873689376e-06,7.999999979801942e-06,155769,0.0,0.0
2024-06-24 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,7.000000096013537e-06,9.999999747378752e-06,137659,0.0,0.0
2024-06-25 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,4.999999873689376e-06,6.000000212225132e-06,394115,0.0,0.0
2024-06-26 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,148736,0.0,0.0
2024-06-27 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,82490,0.0,0.0
2024-06-28 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,220476,0.0,0.0
2024-06-29 00:00:00+00:00,4.999999873689376e-06,9.000000318337698e-06,4.999999873689376e-06,7.999999979801942e-06,158135,0.0,0.0
2024-06-30 00:00:00+00:00,7.999999979801942e-06,1.1000000085914508e-05,7.000000096013537e-06,9.999999747378752e-06,138634,0.0,0.0
2024-07-01 00:00:00+00:00,9.999999747378752e-06,1.4000000192027073e-05,4.999999873689376e-06,7.000000096013537e-06,523999,0.0,0.0
2024-07-02 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,152237,0.0,0.0
