TIMESTAMP,AIAKITA_OPEN_PRICE_USD,AIAKITA_HIGH_PRICE_USD,AIAKITA_LOW_PRICE_USD,AIAKITA_CLOSE_PRICE_USD,AIAKITA_VOLUME_USD,AIAKITA_DIVIDENDS_USD,AIAKITA_STOCK_SPLITS_USD
2023-11-28 00:00:00+00:00,,,,0.0,57482,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,58724,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,54453,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,150156,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,66428,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,46311,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,16580,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,65510,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,76504,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,76663,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,65320,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,67969,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,68324,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,128136,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,293227,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,141283,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,101262,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,152112,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,43358,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,24501,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,37341,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,23528,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,25058,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,45071,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,19352,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,63953,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,11930,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,25093,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,55038,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,42209,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,7995,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,34928,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,35540,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,11697,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,14821,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,9888,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,20305,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,17639,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,14322,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,14191,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,6909,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,7069,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,32546,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,14360,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,3045,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,4297,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,8981,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,7475,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,13720,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,35831,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,8419,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,5350,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,6681,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,1335,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,2683,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,1709,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,6948,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,935,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,3179,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,2139,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,5205,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,1896,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,1580,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,2956,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,1901,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,1177,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,1144,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,1427,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,766,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,964,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,850,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,1572,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,2468,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,46346,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,135087,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,220446,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,342812,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,160673,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,387526,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,150844,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,183831,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,71154,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,89588,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,107346,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,129616,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,82777,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,107677,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,136118,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,111867,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,79372,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,54372,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,41733,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,51218,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,98349,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,92139,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,100196,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,71517,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,73448,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,68206,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,57611,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,69326,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,66328,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,88887,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,321051,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,355933,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,200359,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,361869,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,177630,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,125872,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,154396,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,152739,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,98599,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,159487,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,180182,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,112223,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,64165,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,40775,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,24099,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,61638,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,58053,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,100897,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,51774,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,135553,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,42075,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,52790,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,142304,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,260461,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,153713,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,184712,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,199636,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,151878,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,87813,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,108654,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,129610,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,66611,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,95272,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,113848,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,43724,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,34554,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,37019,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,38900,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,43013,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,52268,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,129113,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,184839,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,396070,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,314063,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,178977,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,270999,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,650896,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,720458,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,151827,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,286374,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,320905,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,364530,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,289075,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,43394,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,202562,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,209537,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,177607,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,203052,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,154794,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,149972,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,160888,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,118373,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,125607,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,98382,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,87668,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,109017,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,140427,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,50418,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,93055,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,99548,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,78279,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,71977,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,60886,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,62453,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,58197,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,51957,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,57570,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,35767,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,19182,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,37839,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,61462,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,48702,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,53871,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,59347,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,56456,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,51593,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,40204,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,55142,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,55036,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,40615,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,25332,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,11570,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,9223,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,32847,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,26567,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,26072,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,65951,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,37604,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,66964,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,59396,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,43996,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,28450,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,45650,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,53211,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,26222,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,4668,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,15129,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,13734,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,28684,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,9310,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,4051,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,59949,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,8462,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,4204,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,8605,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,6281,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,7494,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,16138,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,2354,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,13329,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,500,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,2264,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,1081,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,2303,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,11715,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,20380,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,5450,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,4050,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,649,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,3658,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,262,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,1884,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,1095,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,2548,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,693,0.0,0.0
