,MSE,MAE,RMSE,MAPE,R2
0,3050801.843994377,1385.5456276041668,1746.6544718387713,0.03903589188412927,0.4443463223754558
1,929312.6870856135,794.0140146169349,964.0086550885388,0.022956987783678384,0.9028547356031307
2,1956438.6329192426,1188.4268649193546,1398.7275048840795,0.026208241446064293,0.8098299769691664
3,3095588.3216541302,1307.7601145833328,1759.4284076523631,0.028837479312871006,0.6753420910112025
4,3533840.7604154805,1511.6325554435477,1879.8512601840287,0.02621132431005926,0.8570375318015819
5,3675682.9749417114,1516.0878281249993,1917.207076698214,0.025330626446390458,0.7151851697273872
6,2508189.3928248812,1171.9528679435482,1583.726426130751,0.023968889769849577,0.6470199866791424
7,1173117.174065422,766.4206098790323,1083.1053383976196,0.019007938388130433,0.8994044753625412
8,2859648.45473817,1174.3263281249997,1691.0495127991285,0.028814315853916497,0.5419569821950897
9,1679108.1774755323,960.6118548387096,1295.8040660051704,0.023194797466474147,0.7993884134958179
10,1043201.4336700714,844.8921875,1021.3723286197211,0.020657231086680345,0.8331669366104322
11,1801510.6581953699,1069.8787800480773,1342.2036574958995,0.03370282606152308,0.8573401846712938
Mean,2275536.7093316666,1140.9624694688919,1473.5948921495237,0.026493879150813898,0.7485727338751867
