TIMESTAMP,AFC11532_OPEN_PRICE_USD,AFC11532_HIGH_PRICE_USD,AFC11532_LOW_PRICE_USD,AFC11532_CLOSE_PRICE_USD,AFC11532_VOLUME_USD,AFC11532_DIVIDENDS_USD,AFC11532_STOCK_SPLITS_USD
2021-10-28 00:00:00+00:00,5.847243785858154,5.853477954864502,4.950686931610107,5.281907081604004,9806500,0.0,0.0
2021-10-29 00:00:00+00:00,5.282494068145752,5.317150115966797,5.027285099029541,5.10644006729126,3311321,0.0,0.0
2021-10-30 00:00:00+00:00,5.106443881988525,5.139875888824463,4.782094955444336,4.891225814819336,4202421,0.0,0.0
2021-10-31 00:00:00+00:00,4.922858238220215,4.972071170806885,4.606604099273682,4.730041980743408,2078620,0.0,0.0
2021-11-01 00:00:00+00:00,4.732909202575684,5.391082763671875,4.654167175292969,4.826601982116699,4794822,0.0,0.0
2021-11-02 00:00:00+00:00,4.820359230041504,4.960418224334717,4.674828052520752,4.711019992828369,3446409,0.0,0.0
2021-11-03 00:00:00+00:00,4.711021900177002,4.739184856414795,4.510708808898926,4.553500175476074,1753289,0.0,0.0
2021-11-04 00:00:00+00:00,4.553454875946045,4.574031829833984,4.255023002624512,4.380753040313721,1937698,0.0,0.0
2021-11-05 00:00:00+00:00,4.380640029907227,4.4640398025512695,4.241222858428955,4.3717169761657715,1395869,0.0,0.0
2021-11-06 00:00:00+00:00,4.371685028076172,4.48533296585083,4.298023223876953,4.342881202697754,1638118,0.0,0.0
2021-11-07 00:00:00+00:00,4.343072891235352,4.638514995574951,4.301630020141602,4.357922077178955,3103283,0.0,0.0
2021-11-08 00:00:00+00:00,4.357945919036865,4.3734130859375,4.214653968811035,4.226283073425293,1488006,0.0,0.0
2021-11-09 00:00:00+00:00,4.224153995513916,4.284125804901123,4.163148880004883,4.183343887329102,1232047,0.0,0.0
2021-11-10 00:00:00+00:00,4.183111190795898,4.619160175323486,3.991879940032959,4.305996894836426,4939407,0.0,0.0
2021-11-11 00:00:00+00:00,4.308743000030518,5.0710649490356445,4.220037937164307,4.625887870788574,5005466,0.0,0.0
2021-11-12 00:00:00+00:00,4.6169657707214355,4.735404968261719,4.39837121963501,4.5721540451049805,2669961,0.0,0.0
2021-11-13 00:00:00+00:00,4.572218894958496,4.7779541015625,4.503246784210205,4.592441082000732,1323615,0.0,0.0
2021-11-14 00:00:00+00:00,4.591419219970703,5.3513898849487305,4.540788173675537,5.0139851570129395,7226267,0.0,0.0
2021-11-15 00:00:00+00:00,5.014654159545898,5.593667984008789,4.910435199737549,5.459251880645752,5383330,0.0,0.0
2021-11-16 00:00:00+00:00,5.459349155426025,5.5229997634887695,4.89210319519043,5.027563095092773,2568448,0.0,0.0
2021-11-17 00:00:00+00:00,5.026357173919678,5.134451866149902,4.830115795135498,4.972233772277832,1110691,0.0,0.0
2021-11-18 00:00:00+00:00,4.972905158996582,4.99996280670166,4.526133060455322,4.580563068389893,1279667,0.0,0.0
2021-11-19 00:00:00+00:00,4.581171035766602,4.748930931091309,4.521978855133057,4.706792831420898,961841,0.0,0.0
2021-11-20 00:00:00+00:00,4.707956790924072,4.809851169586182,4.637322902679443,4.6784820556640625,1121498,0.0,0.0
2021-11-21 00:00:00+00:00,4.701855182647705,4.863965034484863,4.625220775604248,4.702437877655029,1397668,0.0,0.0
2021-11-22 00:00:00+00:00,4.704624176025391,4.953012943267822,4.58472204208374,4.616037845611572,1635686,0.0,0.0
2021-11-23 00:00:00+00:00,4.615451812744141,4.720808982849121,4.139978885650635,4.320082187652588,1086079,0.0,0.0
2021-11-24 00:00:00+00:00,4.319582939147949,4.561357021331787,4.215457916259766,4.305095195770264,1077561,0.0,0.0
2021-11-25 00:00:00+00:00,4.4402642250061035,4.561899185180664,4.343574047088623,4.4184041023254395,1430482,0.0,0.0
2021-11-26 00:00:00+00:00,4.4287919998168945,4.443262100219727,4.086809158325195,4.286378860473633,1097355,0.0,0.0
2021-11-27 00:00:00+00:00,4.288788795471191,4.467264175415039,4.24526309967041,4.311881065368652,1162777,0.0,0.0
2021-11-28 00:00:00+00:00,4.314801216125488,4.40171480178833,4.250911235809326,4.390271186828613,556903,0.0,0.0
2021-11-29 00:00:00+00:00,4.389955043792725,4.4196929931640625,4.148071765899658,4.257204055786133,797517,0.0,0.0
2021-11-30 00:00:00+00:00,4.254268169403076,4.276000022888184,4.058194160461426,4.184326171875,1497733,0.0,0.0
2021-12-01 00:00:00+00:00,4.181930065155029,4.3481011390686035,4.035100936889648,4.176106929779053,1582526,0.0,0.0
2021-12-02 00:00:00+00:00,4.171538829803467,4.171538829803467,4.011833190917969,4.030739784240723,700276,0.0,0.0
2021-12-03 00:00:00+00:00,4.047402858734131,4.136535167694092,3.9048678874969482,3.9631850719451904,683387,0.0,0.0
2021-12-04 00:00:00+00:00,3.963131904602051,3.985102891921997,3.3865039348602295,3.5988950729370117,1111028,0.0,0.0
