TIMESTAMP,BARK33745_OPEN_PRICE_USD,BARK33745_HIGH_PRICE_USD,BARK33745_LOW_PRICE_USD,BARK33745_CLOSE_PRICE_USD,BARK33745_VOLUME_USD,BARK33745_DIVIDENDS_USD,BARK33745_STOCK_SPLITS_USD
2024-10-31 00:00:00+00:00,0.00024500000290572643,0.000371000001905486,0.00010599999950500205,0.0001720000000204891,476991,0.0,0.0
2024-11-01 00:00:00+00:00,0.0001720000000204891,0.00023299999884329736,0.00010599999950500205,0.00018000000272877514,175775,0.0,0.0
2024-11-02 00:00:00+00:00,0.00018000000272877514,0.00040499999886378646,0.00011800000356743112,0.00018400000408291817,832411,0.0,0.0
2024-11-03 00:00:00+00:00,0.00018400000408291817,0.0003060000017285347,0.00014699999883305281,0.00022200000239536166,286720,0.0,0.0
2024-11-04 00:00:00+00:00,0.0002209999947808683,0.0003129999968223274,0.00015500000154133886,0.000155999994603917,248688,0.0,0.0
2024-11-05 00:00:00+00:00,0.00015500000154133886,0.0005029999883845448,0.0001429999974789098,0.0003760000108741224,337091,0.0,0.0
2024-11-06 00:00:00+00:00,0.0003760000108741224,0.0005179999861866236,0.00018699999782256782,0.00020300000323913991,431660,0.0,0.0
2024-11-07 00:00:00+00:00,0.00020300000323913991,0.00022400000307243317,0.00016500000492669642,0.0001740000006975606,241844,0.0,0.0
2024-11-08 00:00:00+00:00,0.0001740000006975606,0.00018099999579135329,8.199999865610152e-05,8.800000068731606e-05,234335,0.0,0.0
2024-11-09 00:00:00+00:00,8.70000003487803e-05,8.800000068731606e-05,7.100000220816582e-05,7.400000322377309e-05,172502,0.0,0.0
2024-11-10 00:00:00+00:00,7.400000322377309e-05,0.0001140000022132881,7.200000254670158e-05,9.300000237999484e-05,168369,0.0,0.0
2024-11-11 00:00:00+00:00,9.300000237999484e-05,9.300000237999484e-05,6.70000008540228e-05,8.199999865610152e-05,180515,0.0,0.0
2024-11-12 00:00:00+00:00,8.199999865610152e-05,8.199999865610152e-05,5.8000001445179805e-05,6.0999998822808266e-05,171002,0.0,0.0
2024-11-13 00:00:00+00:00,6.0999998822808266e-05,7.899999764049426e-05,4.999999873689376e-05,7.200000254670158e-05,201423,0.0,0.0
